104 1412
1 39 7
92 76 12
90 96 5
23 71 5
9 7 14
100 99 12
78 96 17
37 80 7
99 69 7
16 77 15
30 7 12
97 75 7
92 60 6
68 59 12
1 67 10
66 38 12
81 11 4
21 23 11
84 17 12
10 8 16
40 14 6
31 6 20
97 73 8
2 36 10
81 12 20
62 54 17
14 30 20
61 27 18
59 6 19
102 15 6
93 30 19
91 60 4
58 52 12
37 29 8
98 5 15
97 66 20
30 55 14
53 91 8
74 22 5
8 99 7
12 88 10
71 104 15
98 87 20
22 82 5
2 89 10
7 98 9
35 60 8
4 81 12
12 52 10
65 35 5
24 84 11
23 62 12
6 77 5
63 62 6
47 63 9
67 45 14
47 79 1
15 82 6
54 93 1
76 29 19
84 53 6
59 51 19
2 32 4
47 95 13
92 37 3
52 79 15
5 22 1
98 12 2
39 65 7
31 12 19
57 96 19
14 50 6
8 27 5
79 73 3
83 37 8
45 88 2
27 69 19
87 62 6
21 100 3
23 26 2
29 58 9
64 47 6
69 54 5
57 5 13
60 63 5
75 84 13
40 6 17
3 69 10
80 89 1
14 87 10
40 11 7
56 74 17
98 14 2
86 71 6
98 2 1
43 76 12
75 91 9
71 93 9
104 45 13
4 34 15
33 73 18
95 1 19
75 98 17
84 55 15
74 48 16
22 90 19
53 36 17
65 82 18
66 57 2
2 60 7
25 92 8
34 58 16
92 4 17
60 64 19
50 33 10
41 30 12
83 82 15
8 18 5
1 59 13
38 61 13
4 85 20
19 14 14
58 1 9
66 37 4
104 62 12
6 103 5
53 81 6
31 64 4
50 56 17
86 104 17
66 11 3
29 32 13
70 44 8
32 51 3
56 2 9
15 73 4
55 18 3
27 80 2
3 41 12
78 72 16
82 79 20
47 18 7
92 98 6
14 73 2
92 104 15
73 94 11
16 44 16
70 47 15
43 25 20
82 102 7
49 55 17
72 102 18
55 65 11
44 79 19
61 42 2
79 10 8
41 1 3
21 70 5
55 88 2
2 66 15
20 90 6
92 58 11
77 88 19
32 27 9
58 88 3
60 38 20
75 55 17
5 51 14
62 1 18
63 3 7
37 102 8
66 90 5
68 38 12
31 69 7
23 103 14
81 58 7
21 4 17
65 88 11
74 45 16
67 3 10
101 16 19
17 81 4
69 21 10
81 27 10
39 49 12
36 2 9
46 22 12
31 86 20
41 55 8
52 18 11
41 94 2
4 6 10
55 51 6
40 27 12
70 41 13
73 52 6
54 97 7
13 23 8
36 64 10
24 91 15
70 28 17
27 31 14
64 61 12
98 101 10
53 42 10
33 10 13
14 39 18
96 28 12
55 63 7
45 62 18
13 103 9
19 57 5
79 60 18
51 66 2
92 7 11
102 104 4
12 65 4
39 24 2
78 47 10
35 32 17
38 20 19
3 54 20
39 91 7
104 77 2
6 47 15
85 30 7
21 5 1
45 11 18
67 36 9
98 64 6
93 91 15
26 93 17
13 27 19
51 26 3
53 8 17
51 92 15
61 9 15
86 29 9
59 95 5
91 64 16
32 52 18
39 53 19
75 65 17
73 92 15
44 40 2
60 66 5
2 23 17
29 84 13
41 14 19
89 81 14
73 8 17
42 22 5
104 72 6
81 3 16
96 52 19
57 64 5
55 85 9
10 5 1
24 20 10
104 73 14
87 74 19
85 22 11
28 11 3
68 67 17
23 58 16
14 91 19
6 41 11
26 51 8
62 50 11
83 25 11
48 7 8
55 67 10
37 95 16
33 12 2
46 102 12
51 15 3
76 65 10
33 90 12
92 10 2
35 96 10
89 59 11
101 49 18
55 82 20
89 10 20
70 55 9
38 81 7
99 13 5
84 44 16
69 65 2
61 70 11
15 80 3
39 82 14
16 13 18
2 84 16
32 25 5
9 59 16
36 54 20
72 33 3
95 78 11
49 34 9
67 48 8
57 62 5
102 53 2
4 54 9
79 62 5
39 46 8
50 81 5
73 49 9
35 15 18
13 63 19
61 1 10
85 58 3
61 55 8
29 75 12
66 19 6
7 22 7
63 8 7
73 22 4
62 61 3
18 61 12
102 14 7
35 45 14
36 102 18
6 86 8
1 3 2
22 98 5
52 32 4
42 81 14
69 38 10
15 55 2
31 29 20
73 39 16
90 50 13
87 56 6
70 56 5
36 53 2
64 104 5
100 41 13
5 86 18
74 76 5
99 2 17
10 50 3
69 11 12
102 98 15
11 63 14
27 74 19
92 34 18
85 29 7
53 33 20
35 2 19
23 76 1
39 62 18
69 26 17
44 103 14
51 10 8
88 12 2
50 104 11
87 70 8
95 5 14
72 15 16
43 3 2
104 17 10
2 65 2
104 82 8
89 57 7
77 82 5
52 36 12
7 18 17
94 88 9
88 55 11
103 74 2
53 49 14
46 50 10
83 26 3
18 10 11
41 62 5
89 9 8
44 15 14
20 85 13
24 68 16
18 66 1
95 94 17
60 36 3
9 94 16
95 8 1
30 24 7
46 8 11
97 27 14
38 46 14
43 45 17
22 38 10
50 29 4
22 88 11
100 73 12
19 63 15
4 92 6
50 9 1
11 21 15
56 46 9
100 10 18
34 40 19
38 35 17
101 41 16
45 36 3
84 15 10
47 96 7
32 1 14
9 11 15
103 43 8
32 14 2
61 23 5
67 8 13
3 55 17
14 17 12
4 62 11
100 52 6
76 98 6
86 84 8
104 91 19
56 12 8
78 50 8
56 104 4
46 17 8
49 54 10
44 82 7
15 75 12
77 30 19
52 96 10
65 76 1
53 87 11
100 37 8
19 30 17
11 17 2
65 34 5
42 8 20
92 51 12
17 34 15
8 91 4
59 99 8
42 45 15
78 40 9
41 34 10
50 45 7
83 85 4
31 102 8
98 89 10
71 76 12
57 79 11
27 30 20
71 56 17
6 28 9
40 29 10
60 23 4
16 51 3
13 62 12
101 99 13
8 36 6
21 67 1
67 18 17
49 45 18
88 73 19
19 72 3
34 18 17
22 55 8
98 25 20
46 66 19
81 36 8
7 32 2
95 98 19
8 42 15
25 1 4
11 99 11
1 28 12
66 101 6
90 84 11
16 87 14
22 14 8
12 87 6
99 25 13
19 1 8
6 100 10
86 103 1
7 24 6
83 41 11
38 104 18
88 15 20
38 12 13
57 23 8
82 18 16
86 12 8
61 97 11
30 79 18
34 61 5
103 15 17
54 52 8
31 36 18
71 49 5
20 30 18
13 41 16
104 53 12
97 59 18
47 40 15
83 20 18
97 41 3
44 36 13
79 22 7
103 18 14
103 13 7
57 25 20
72 25 8
43 97 18
20 39 18
55 17 1
64 89 1
22 28 1
90 83 2
21 81 15
50 80 16
84 8 20
92 54 17
13 98 5
43 90 17
2 74 18
23 78 10
88 56 11
4 32 17
29 87 4
89 70 4
15 20 19
69 93 11
52 81 12
28 19 10
72 20 11
76 2 17
27 48 1
35 69 17
17 52 17
63 103 12
82 62 4
103 22 3
2 40 12
49 35 3
42 28 6
43 29 9
79 31 1
71 82 10
29 81 1
87 14 4
28 45 10
50 63 11
65 7 7
100 77 4
23 94 3
27 34 17
91 88 11
60 55 20
101 59 8
21 41 13
72 45 1
17 94 20
43 54 2
13 25 18
1 24 19
55 26 1
47 13 20
93 72 10
92 68 17
20 64 1
64 31 9
49 47 10
72 65 12
101 53 20
71 68 19
97 44 5
5 28 9
52 41 5
15 89 8
54 74 15
84 102 15
2 96 14
66 15 6
14 38 7
43 85 19
21 77 10
46 57 13
34 84 6
10 98 14
85 47 15
16 2 13
98 3 12
20 44 2
65 33 3
60 75 15
18 96 15
7 104 6
66 21 16
59 2 16
81 57 11
101 36 12
16 79 5
56 88 7
11 58 2
4 25 16
103 37 11
102 83 4
98 10 3
99 21 15
27 24 5
7 20 12
86 11 7
70 66 14
55 38 4
56 101 2
68 19 11
46 3 16
31 21 15
28 95 1
51 19 16
46 83 13
56 17 7
17 14 7
45 44 12
64 2 3
59 5 12
91 33 6
14 23 7
64 42 14
85 20 18
36 12 4
28 1 2
73 44 13
45 15 5
46 53 19
26 8 11
2 98 3
103 7 13
93 46 6
10 26 13
8 71 5
8 57 13
28 5 13
42 97 14
94 39 8
101 73 13
95 59 15
77 44 4
19 45 5
20 42 4
33 25 19
73 33 7
57 60 7
85 77 4
6 66 10
47 85 8
81 8 9
100 103 19
41 79 2
58 67 14
58 77 2
66 39 2
101 85 6
88 34 18
40 72 4
101 75 12
4 51 12
82 21 20
56 11 9
94 70 10
99 52 17
77 21 4
36 30 13
51 77 8
47 24 20
50 74 11
27 95 10
83 81 10
76 88 19
42 61 14
21 32 14
85 84 14
89 15 19
61 65 16
49 8 7
4 33 8
74 36 10
43 94 14
48 41 18
18 82 18
69 17 3
48 90 3
62 64 16
103 91 16
6 37 15
14 9 4
49 74 14
93 79 1
6 32 10
49 6 3
65 41 6
100 90 14
98 52 1
79 65 15
92 73 10
37 42 3
23 104 13
29 8 3
53 93 17
94 29 14
15 64 17
80 49 14
28 10 12
68 52 16
36 18 20
53 28 9
82 51 13
74 55 20
36 3 20
68 96 9
34 87 16
98 62 20
52 65 13
59 28 13
78 39 2
85 68 13
99 46 2
49 61 14
28 64 13
99 96 6
81 63 20
15 79 15
77 83 11
27 97 12
87 60 17
76 80 7
17 70 12
53 71 19
13 35 5
84 9 14
43 56 20
97 74 18
71 22 16
74 24 5
17 87 12
33 58 16
20 51 5
31 103 7
57 101 7
9 96 17
81 41 15
23 39 2
96 62 6
9 44 18
17 78 5
36 24 9
66 22 7
6 9 19
83 79 16
40 63 7
101 39 16
87 37 18
104 29 3
18 13 7
71 29 20
31 41 3
72 53 8
80 67 10
54 18 17
92 65 1
26 48 3
39 45 15
67 103 4
55 77 2
59 104 4
99 74 6
17 60 1
47 54 17
34 14 10
12 74 9
22 12 7
49 66 4
18 20 19
97 95 9
38 43 2
31 54 2
67 82 16
16 6 10
5 63 9
41 75 14
17 72 9
71 17 10
74 10 5
101 3 19
49 40 17
38 47 6
43 89 15
47 80 1
99 28 8
45 21 20
13 1 10
29 46 4
14 86 8
48 32 17
85 54 3
103 38 17
21 93 9
96 3 3
36 103 14
48 103 3
52 44 18
66 2 17
57 14 16
64 50 12
13 36 7
26 101 15
14 97 19
61 88 13
103 20 8
52 43 6
35 95 2
44 32 7
29 88 12
36 48 13
104 36 17
66 62 17
48 51 5
86 8 13
23 6 16
62 34 10
99 68 4
52 87 3
51 29 7
74 102 6
5 2 3
42 82 14
93 50 4
90 81 17
47 10 19
17 53 2
69 36 17
50 22 3
55 44 8
16 29 11
58 6 5
22 31 20
97 33 17
55 59 19
71 87 13
11 18 9
37 16 3
91 35 10
14 76 17
18 50 14
103 30 19
79 37 9
24 98 15
10 40 12
72 32 1
54 98 7
71 7 2
56 65 10
61 48 19
90 22 19
22 21 20
89 78 20
98 94 3
93 103 15
101 23 8
94 81 3
77 87 6
76 14 2
5 76 19
3 34 17
23 42 9
77 73 18
42 27 10
40 5 10
40 94 19
92 52 4
63 65 17
8 35 6
83 69 12
93 21 10
22 78 14
63 80 16
78 85 5
36 81 3
23 28 18
62 93 14
69 103 19
24 67 2
92 88 4
97 100 1
96 21 9
69 81 13
56 73 1
32 19 15
59 76 20
47 42 9
45 56 4
88 18 19
47 53 3
42 85 8
35 76 20
79 41 13
16 96 9
68 103 8
38 57 3
70 80 4
42 100 4
37 83 9
43 57 8
53 29 19
4 45 3
99 12 12
62 10 19
99 66 1
64 17 5
81 13 20
93 95 8
87 96 4
31 34 8
74 86 8
5 65 12
87 59 7
58 16 4
64 11 10
29 50 6
82 92 19
49 31 2
40 46 16
49 13 6
34 71 4
96 25 3
50 41 6
89 27 15
93 52 13
61 54 14
48 45 2
73 99 17
97 8 2
103 96 19
69 15 19
52 5 3
12 7 9
81 59 1
35 61 12
68 90 13
13 85 10
5 92 11
3 83 2
47 73 20
12 66 11
96 16 18
103 8 6
35 16 3
71 44 10
32 64 14
12 57 15
79 52 13
33 57 12
82 88 15
43 18 6
34 63 4
17 61 4
49 71 8
11 13 3
17 44 2
34 32 19
56 86 10
57 15 2
80 72 5
19 76 3
35 8 6
84 78 13
51 86 6
77 16 13
31 47 6
93 63 16
84 93 13
21 48 2
86 13 20
57 84 10
45 10 20
94 21 7
78 93 20
4 57 15
20 58 20
77 7 15
41 91 7
64 100 4
77 47 8
71 79 11
32 99 1
63 89 1
69 62 2
25 41 6
19 36 16
62 89 18
84 25 4
22 89 3
102 37 2
5 83 16
71 10 19
13 104 5
13 16 2
7 52 9
68 36 18
47 36 1
44 100 4
41 32 17
21 10 12
92 19 2
86 67 16
95 25 7
7 71 1
58 35 20
69 5 18
53 100 12
70 3 8
90 13 12
53 7 13
35 49 1
59 103 19
49 26 17
28 46 12
37 46 9
90 17 12
55 19 12
16 7 3
69 14 7
79 57 9
29 66 5
49 97 17
64 30 10
100 95 18
80 21 1
71 36 19
92 95 10
26 70 19
14 63 14
42 24 11
7 67 11
104 28 14
5 33 6
99 31 1
15 23 7
50 101 7
26 65 13
103 90 18
5 103 20
103 16 20
5 23 6
59 102 13
48 2 18
9 76 12
25 90 6
31 11 10
1 36 6
90 11 3
95 15 17
59 13 9
103 75 19
76 28 7
77 93 11
48 84 16
9 49 18
99 10 7
22 42 15
87 76 20
