159 10197
100 128 12
118 82 19
146 116 9
115 41 9
156 82 12
42 95 5
147 75 5
49 106 18
152 104 9
111 107 2
142 47 18
92 91 9
111 3 12
78 43 3
29 39 18
63 6 2
85 152 17
69 126 7
31 119 16
39 155 4
14 137 19
116 154 3
67 31 11
133 35 6
80 63 3
34 51 17
82 61 20
130 55 10
125 85 7
150 49 15
122 148 13
151 30 14
112 96 2
159 69 3
90 148 13
58 107 3
32 29 13
157 85 3
89 50 14
66 40 15
123 87 6
83 5 16
38 42 15
109 41 16
54 130 11
147 29 7
56 60 19
26 142 2
134 156 2
9 147 20
17 110 17
98 119 13
123 156 14
11 105 7
127 85 12
83 72 9
60 127 18
151 78 18
93 53 7
159 146 2
116 3 11
159 100 5
133 148 17
147 159 14
128 52 5
80 60 15
144 45 14
35 122 12
66 55 6
94 139 14
36 95 10
87 21 19
97 79 16
29 66 20
151 120 6
113 125 16
72 109 5
84 69 2
14 135 8
81 154 18
49 30 1
30 116 3
110 138 20
104 93 6
24 84 6
79 38 4
66 35 20
135 82 7
36 98 19
30 20 16
145 37 2
27 73 18
6 114 10
98 61 5
22 53 5
144 84 13
105 75 5
63 50 18
46 11 19
23 41 8
134 111 18
40 137 3
56 142 7
101 6 16
95 113 14
82 23 3
115 127 15
22 116 8
11 2 14
23 109 16
54 9 20
122 49 20
79 123 17
11 118 10
49 17 19
71 73 1
39 55 20
80 87 4
81 130 10
30 53 3
39 13 6
13 109 3
42 113 6
12 49 16
76 97 19
73 9 16
100 132 8
74 52 18
143 58 2
75 13 14
145 51 5
93 148 19
153 30 11
92 41 6
73 42 6
156 115 10
151 140 20
42 139 15
20 48 5
52 48 2
137 33 9
1 51 19
132 45 9
143 62 9
43 134 6
39 56 20
129 48 3
116 89 2
155 34 16
91 86 10
40 63 11
125 64 3
124 121 10
107 62 3
8 25 3
63 101 16
110 84 8
125 130 7
158 65 11
10 131 7
158 156 12
62 158 15
23 44 19
53 77 2
124 84 11
1 72 12
91 108 3
53 73 19
94 156 11
67 92 5
6 90 20
68 151 18
21 99 6
125 77 14
57 127 1
88 127 3
71 144 19
137 122 3
14 56 12
126 49 17
50 54 11
55 47 19
144 67 4
117 32 12
7 89 8
65 102 10
35 98 2
3 114 1
59 27 3
33 116 1
86 61 19
132 71 14
125 32 6
156 69 11
11 73 8
38 129 19
135 11 9
135 13 2
149 156 17
54 29 1
9 40 14
103 98 18
107 63 5
68 144 7
109 155 4
140 118 14
131 94 14
76 69 13
134 143 14
144 38 5
37 46 18
76 74 12
26 106 18
7 14 20
67 48 6
114 113 13
56 84 14
94 159 14
144 59 20
116 129 8
117 6 10
84 7 4
73 32 3
40 123 16
2 30 1
33 69 9
107 51 11
42 144 2
130 128 5
1 66 10
91 145 15
24 139 11
55 4 17
19 127 2
133 52 4
43 16 19
47 77 4
17 130 20
58 139 18
20 35 6
43 99 9
97 28 5
41 154 7
15 132 10
142 147 8
75 61 6
77 21 17
47 24 13
130 127 14
13 66 2
36 94 7
2 14 5
16 145 6
157 58 6
157 118 11
74 65 20
46 88 12
72 39 3
55 10 16
119 22 18
7 142 6
123 144 19
90 85 3
113 9 16
124 6 14
95 6 6
41 51 3
105 48 11
42 152 2
148 24 14
131 158 16
115 147 2
40 122 13
133 6 10
139 81 9
144 147 19
35 66 20
83 98 3
110 139 2
97 54 18
16 25 3
57 65 15
28 30 1
112 4 2
86 142 8
154 52 12
29 12 19
8 20 15
14 130 1
13 152 13
120 9 5
67 65 1
86 19 9
152 56 6
138 141 1
130 61 14
121 89 6
92 96 17
1 35 11
60 133 1
13 93 11
149 85 12
31 96 10
28 88 9
101 151 14
9 122 1
126 83 4
96 100 6
86 100 10
130 86 4
8 98 9
53 88 9
89 44 16
142 71 16
92 98 16
22 106 17
24 72 10
84 65 13
110 51 5
36 10 2
133 72 16
61 60 14
31 70 14
101 93 14
39 22 7
144 158 1
142 68 11
150 152 18
95 102 6
10 63 17
92 36 16
153 23 16
142 53 3
114 153 5
18 118 2
29 102 8
62 84 4
134 159 4
26 20 4
53 30 4
15 47 20
134 40 14
3 93 7
82 40 9
40 93 9
67 145 17
151 31 8
76 68 7
96 132 12
51 99 12
97 101 20
137 52 11
85 139 16
146 61 17
140 26 20
88 93 2
24 10 7
93 11 7
28 106 10
27 156 20
126 94 17
39 156 20
31 81 6
114 67 8
78 133 17
60 146 15
27 95 9
109 28 2
25 141 20
72 93 15
66 70 4
147 134 20
153 29 15
146 143 15
45 124 6
116 123 10
52 57 20
5 76 8
71 52 9
5 24 17
148 16 14
86 3 2
139 82 15
147 153 15
157 38 4
68 153 6
4 130 17
134 61 1
43 131 4
35 61 1
157 50 3
116 61 1
49 126 12
95 39 16
125 36 18
119 103 16
2 33 4
101 7 10
42 134 3
119 9 16
135 7 13
91 122 13
50 97 4
16 32 12
49 82 4
130 41 4
46 128 3
17 154 12
48 122 11
135 81 19
124 56 10
88 147 13
113 37 8
103 138 17
58 112 4
133 83 14
151 128 10
128 144 4
110 117 7
52 33 4
108 4 11
21 108 11
142 149 7
120 148 14
73 69 8
155 115 5
49 130 5
118 139 9
75 110 14
92 2 18
74 35 4
144 140 13
7 123 18
143 9 3
92 81 19
25 2 20
109 50 3
1 93 17
88 8 9
157 26 3
24 99 18
139 9 12
44 16 11
23 158 9
149 17 3
110 126 17
100 75 5
61 96 20
154 156 1
105 69 4
15 53 1
143 153 11
6 77 12
80 19 14
30 145 10
130 145 6
42 61 16
63 150 16
144 2 11
53 122 20
154 137 2
97 46 5
102 52 20
17 131 5
156 2 20
128 57 8
80 24 7
92 12 6
24 156 6
145 134 20
150 128 15
134 151 9
36 19 20
100 35 17
24 31 20
102 84 19
81 4 7
47 21 14
87 129 1
55 114 8
145 105 10
137 79 6
16 40 7
31 140 8
18 89 18
16 31 2
71 112 15
159 84 2
15 96 8
111 151 13
108 62 10
73 39 8
40 140 4
99 11 20
118 113 9
93 129 2
77 125 19
150 124 6
85 65 17
16 91 18
3 139 6
41 31 19
21 48 18
117 45 16
70 130 3
91 79 11
94 4 2
118 151 12
133 9 10
135 147 7
101 103 6
48 151 15
5 121 3
159 18 5
39 115 20
53 46 18
106 65 11
149 23 20
49 81 16
82 141 1
2 9 10
8 141 11
50 71 3
159 70 1
120 34 11
11 87 3
139 33 12
37 108 16
86 156 16
69 4 4
39 90 5
38 24 14
112 73 20
148 72 16
127 117 18
61 127 18
41 32 18
11 69 18
88 80 2
87 149 19
153 28 7
141 150 12
37 103 20
2 17 1
37 144 12
32 45 3
27 11 1
140 21 7
127 35 12
110 121 4
22 114 11
24 22 13
48 143 6
145 144 20
79 107 18
56 138 18
1 90 8
136 156 9
106 123 18
155 159 2
35 21 11
27 129 7
94 18 11
105 88 7
58 92 9
154 148 3
135 74 2
53 50 20
77 155 6
49 76 12
153 110 8
53 136 14
61 121 11
148 94 13
6 99 12
79 8 20
152 6 16
127 1 12
122 44 17
39 86 4
74 148 13
136 32 20
47 92 18
73 6 2
71 12 6
26 41 3
117 146 10
43 94 20
86 91 19
12 7 18
85 134 11
43 74 3
7 140 1
92 25 5
26 141 8
2 109 15
25 35 18
97 131 4
83 142 6
120 25 15
8 61 11
66 62 15
158 86 11
24 153 18
110 102 12
60 63 1
156 119 4
80 27 1
125 51 16
104 135 9
5 124 3
153 116 3
47 40 13
131 148 7
158 99 3
64 84 16
22 81 3
125 86 18
27 136 2
121 80 15
75 11 10
90 89 4
8 135 9
96 106 4
18 104 12
126 93 8
64 115 14
120 80 20
43 106 19
102 153 7
62 68 7
72 157 14
37 90 2
42 26 13
35 43 4
126 95 20
67 158 20
15 118 12
132 86 4
67 29 4
7 16 8
42 87 3
91 124 18
30 6 11
85 40 14
84 91 11
17 83 1
138 42 3
150 52 9
104 54 1
119 124 19
132 43 10
96 51 2
27 85 10
151 14 9
82 110 20
90 131 9
113 35 2
34 110 18
21 54 17
152 144 9
35 46 13
12 51 10
22 151 16
35 90 14
71 131 2
42 88 9
2 86 18
112 61 7
6 4 4
30 156 11
100 116 7
117 53 16
1 75 14
120 35 13
2 105 10
59 72 16
153 74 15
122 26 11
110 116 4
123 146 4
45 12 12
87 55 12
30 55 11
124 101 11
148 102 6
69 86 7
4 80 2
23 42 12
103 77 17
112 40 4
43 85 5
89 97 5
114 52 13
116 125 19
143 56 16
70 58 8
75 134 6
42 1 15
118 143 19
84 112 6
9 19 17
31 138 18
8 79 2
109 120 16
38 104 19
47 99 16
59 99 15
6 82 3
148 23 2
27 90 10
130 87 17
108 50 17
113 151 8
73 143 17
102 31 6
126 61 1
41 130 19
123 154 6
71 27 19
1 68 10
14 64 8
63 68 4
139 21 12
48 97 17
4 60 11
64 81 14
80 125 18
74 25 9
27 120 11
94 101 5
157 115 20
151 82 17
12 47 11
108 114 12
112 15 14
81 147 18
47 157 17
156 89 11
137 142 1
60 23 12
51 30 9
148 77 19
53 115 17
5 55 2
11 42 20
142 124 16
64 53 18
106 147 19
88 113 12
37 87 12
58 68 15
79 25 9
34 54 18
14 22 11
55 7 5
19 94 14
71 65 15
144 24 8
97 116 9
109 111 20
7 94 9
69 99 7
108 58 6
78 72 14
143 126 13
31 71 19
142 141 2
40 51 3
26 74 7
63 71 7
156 152 3
95 23 7
153 33 1
150 138 5
116 101 6
27 157 11
94 44 3
70 39 14
104 7 6
16 121 8
93 144 10
41 126 16
74 27 7
137 69 14
79 68 10
2 50 10
46 71 15
10 43 16
159 72 13
137 13 16
38 105 13
44 72 16
43 71 20
32 48 1
62 52 18
119 54 18
121 25 12
11 89 19
83 76 4
95 109 9
102 123 11
70 34 3
60 4 20
142 48 3
115 10 19
83 43 16
20 131 14
28 132 10
48 81 10
99 132 5
62 92 8
21 62 7
113 47 6
12 30 6
134 70 9
121 152 17
141 97 9
121 50 17
122 98 16
107 37 18
46 25 3
129 45 1
153 157 14
106 94 10
21 153 19
116 114 12
93 96 1
42 142 6
132 30 13
144 62 7
127 108 12
128 77 15
117 70 8
67 16 20
131 121 15
105 77 1
156 11 7
145 137 14
25 109 3
78 110 5
26 158 1
102 92 18
97 34 20
112 154 11
158 24 4
76 93 9
12 23 13
74 10 15
23 110 2
127 113 14
113 138 10
78 6 12
1 28 1
148 65 13
34 64 20
23 65 7
9 2 4
140 75 15
146 23 9
79 149 17
48 28 17
89 106 6
23 90 20
87 101 18
76 62 20
140 41 9
141 43 3
141 138 4
5 110 5
153 36 20
107 25 16
138 19 3
10 126 2
29 139 14
8 55 4
9 121 13
18 28 17
93 95 3
154 99 2
60 18 17
99 124 20
66 102 20
106 111 6
30 71 12
10 129 18
56 68 16
10 49 17
110 43 16
96 145 4
35 110 15
26 137 15
131 15 20
58 80 7
128 78 13
23 84 1
16 107 4
57 83 5
99 96 6
154 45 7
21 23 1
77 37 12
134 42 18
29 119 3
51 128 3
67 75 18
56 64 19
150 86 13
159 151 12
45 80 11
152 117 16
114 66 12
155 43 6
40 141 14
8 24 17
8 93 15
72 144 13
82 38 6
73 155 11
79 133 4
36 29 9
101 143 14
94 50 18
101 158 7
35 91 13
106 1 5
106 134 13
143 119 19
65 147 19
38 9 5
151 142 9
60 38 19
111 131 19
122 158 9
158 33 20
127 64 8
18 10 16
65 78 9
111 142 12
1 106 19
1 23 7
27 9 20
36 119 6
106 7 17
90 5 18
16 57 1
16 75 1
2 65 2
21 101 5
113 102 20
53 28 3
135 54 20
106 15 7
49 47 3
74 136 4
58 151 4
153 1 8
58 134 18
85 101 20
112 100 13
139 121 3
118 76 13
58 149 20
104 155 3
6 92 16
82 85 2
15 4 8
34 146 7
73 71 2
151 23 17
122 87 14
68 130 2
46 29 9
72 58 9
98 64 13
21 145 12
48 85 16
149 44 14
76 43 18
104 34 15
71 155 20
85 148 8
88 35 1
92 32 3
92 129 16
23 76 17
50 123 9
153 39 5
10 40 1
97 143 9
58 140 9
105 65 7
123 78 8
109 125 8
4 143 15
5 147 14
128 3 9
92 135 20
131 76 9
41 50 12
106 104 15
96 146 16
99 64 10
98 62 5
7 38 20
154 62 9
156 6 16
57 119 10
58 94 15
107 53 18
136 116 4
122 68 12
111 115 11
134 138 18
2 145 11
118 65 17
43 61 12
70 43 18
68 100 12
33 132 10
102 108 2
34 155 2
64 107 2
128 81 8
21 8 14
36 125 16
113 93 14
121 3 20
14 71 2
85 103 12
50 130 2
129 4 2
43 152 15
72 47 9
5 152 19
82 29 14
64 67 4
32 28 6
127 126 8
88 51 17
21 100 18
146 155 20
33 38 12
112 35 14
35 130 19
63 29 4
55 106 14
8 100 15
133 90 17
109 108 2
50 96 8
130 88 16
8 84 2
128 125 16
7 159 20
53 147 6
87 42 7
79 49 5
37 107 2
9 57 15
159 32 17
63 2 11
84 94 16
57 62 6
152 154 7
58 132 18
78 59 7
44 63 2
35 100 12
115 108 3
143 33 1
34 95 3
12 19 6
73 1 15
25 78 5
135 2 2
119 153 13
23 108 19
48 96 19
81 66 20
41 49 7
52 152 5
50 153 11
1 156 15
62 58 9
63 38 4
56 146 14
90 129 10
111 153 16
18 2 18
84 42 12
153 94 2
84 143 6
98 143 12
115 46 6
53 154 14
124 139 3
20 96 14
13 134 18
14 125 11
56 90 10
149 47 5
58 83 2
127 41 1
13 130 20
131 109 14
90 28 20
105 1 11
118 51 1
14 66 2
88 112 18
146 120 19
113 1 11
51 57 10
107 6 16
20 4 17
47 96 16
67 126 12
12 84 2
134 24 17
25 37 19
10 23 16
29 61 9
120 37 14
84 144 5
158 89 7
77 61 9
108 128 11
143 71 5
92 142 10
128 92 5
77 88 6
137 84 9
100 62 14
10 56 14
98 127 11
84 61 7
137 119 14
42 102 3
81 119 9
69 88 16
67 90 19
19 152 10
17 92 6
57 102 1
110 98 11
11 127 10
129 145 11
157 149 8
68 129 7
135 59 6
79 52 7
21 69 5
44 11 2
114 9 17
124 135 7
20 120 9
17 35 8
58 95 13
113 159 1
97 80 9
148 15 4
58 37 13
153 42 9
53 81 14
2 46 14
61 150 3
28 7 14
153 149 5
112 102 14
47 125 8
145 113 20
104 96 17
33 15 15
105 68 18
27 69 10
8 129 11
35 82 8
97 1 1
20 112 19
145 28 17
25 54 11
46 43 17
146 73 15
54 25 7
48 32 17
102 104 8
24 107 13
109 26 6
61 47 20
145 117 5
54 67 2
152 39 14
49 25 13
51 78 9
4 125 14
124 152 10
120 16 6
137 124 1
15 110 7
77 95 1
93 75 4
88 152 7
40 42 4
150 18 13
51 106 8
69 71 9
104 116 18
13 19 2
64 98 8
158 47 19
158 63 11
151 116 16
33 120 6
135 41 3
81 13 14
151 135 7
33 114 12
52 67 2
10 130 7
126 24 4
114 5 7
2 116 11
120 143 8
28 60 15
39 93 11
147 70 20
129 5 7
126 26 11
104 140 9
74 62 14
75 18 16
137 99 20
46 34 18
105 18 2
123 126 2
33 141 11
38 53 18
5 11 13
144 99 18
46 138 13
38 70 7
37 16 2
1 138 7
111 97 3
116 134 6
95 72 11
99 8 3
10 33 12
140 11 5
55 76 3
68 113 16
114 75 11
103 1 5
152 86 6
13 83 17
38 91 11
47 123 3
112 59 7
7 134 1
74 13 16
110 56 1
126 39 1
152 44 11
5 48 10
87 156 11
103 13 17
66 68 3
51 40 2
25 112 13
38 122 12
51 157 18
138 123 11
29 42 12
157 46 10
138 132 5
156 76 2
146 67 13
88 117 10
122 142 19
71 105 4
132 155 7
89 59 3
11 14 19
50 11 1
148 74 20
157 70 11
30 56 5
129 69 4
34 32 18
135 28 15
114 85 13
16 14 8
125 110 9
32 85 10
68 73 20
43 87 2
24 5 9
19 124 9
135 66 8
3 38 2
87 90 14
33 135 10
149 146 19
124 134 3
92 62 16
42 151 5
36 35 2
123 122 11
158 83 1
39 116 10
55 105 13
31 95 11
11 27 12
16 68 4
99 53 2
134 13 15
98 134 17
39 108 20
122 34 3
4 20 16
157 122 2
118 44 3
133 38 6
72 90 19
46 103 5
69 3 1
108 37 20
155 70 14
158 15 9
32 6 7
79 112 18
103 155 9
28 128 18
152 125 18
112 97 5
98 6 15
19 39 9
21 119 20
80 117 17
90 75 16
98 153 16
37 23 12
20 135 3
125 128 4
2 80 15
139 104 9
46 122 5
148 69 16
86 74 8
38 4 1
154 101 12
75 64 17
150 83 6
119 134 15
128 135 14
159 114 8
122 86 5
123 74 7
9 1 20
12 38 8
100 118 15
97 118 5
126 108 18
131 67 12
19 121 16
43 79 12
128 49 17
127 87 10
127 39 9
91 154 9
49 62 12
92 33 11
40 86 8
32 40 10
78 127 6
93 57 10
141 39 11
69 29 6
107 115 16
27 142 3
88 32 5
120 133 7
132 46 9
97 136 12
128 85 5
64 149 12
58 18 10
6 132 5
32 41 20
46 72 16
91 130 15
152 103 6
142 157 6
150 108 7
139 97 11
38 40 12
43 97 16
159 137 7
130 135 15
147 105 9
135 121 3
122 72 8
119 82 19
152 5 18
89 116 20
54 20 3
151 60 18
54 148 4
29 46 5
60 41 11
106 60 14
144 108 14
90 152 11
111 145 14
37 159 12
75 54 20
6 130 16
96 24 19
83 138 7
56 38 4
16 143 2
121 53 8
149 68 13
99 104 10
93 135 6
72 76 10
8 151 13
90 55 11
72 18 14
87 86 16
14 123 5
37 63 20
130 42 16
64 102 2
61 18 3
29 31 4
20 118 14
159 92 4
17 77 8
28 145 20
91 85 1
62 121 4
62 18 11
42 7 17
88 67 1
120 95 20
1 40 14
82 108 18
85 13 16
155 52 15
80 139 10
127 129 4
144 1 6
150 59 8
142 60 5
78 92 5
117 83 18
82 5 6
147 15 1
155 11 8
19 90 15
30 142 5
16 52 17
55 127 5
94 110 20
26 49 12
34 43 12
39 70 2
138 35 19
148 52 2
5 132 15
146 97 4
39 72 17
6 106 10
41 40 19
153 150 12
149 25 14
66 63 1
56 126 9
126 115 16
56 45 17
99 116 15
101 39 16
47 100 11
86 112 6
35 26 10
26 14 10
8 140 18
59 21 5
114 65 2
139 106 8
137 27 17
16 38 9
42 15 9
79 145 18
16 20 20
66 131 6
65 64 12
16 51 6
6 73 4
111 123 5
63 41 7
26 4 10
41 138 5
26 114 15
131 115 15
28 130 4
91 51 2
138 66 5
66 156 13
47 108 17
17 96 9
2 122 1
113 3 10
58 113 8
29 84 6
151 111 8
93 127 2
81 32 13
118 97 5
69 142 9
5 22 13
126 149 6
54 96 15
8 155 18
91 22 8
128 19 12
21 151 10
52 115 13
75 150 8
87 70 7
34 8 13
23 132 19
118 80 8
129 61 17
97 5 9
44 155 10
95 111 2
10 27 1
79 97 3
74 12 16
81 137 5
53 83 6
58 36 4
40 6 20
136 106 5
58 46 17
27 46 2
32 142 4
105 79 12
27 57 16
5 65 13
63 27 17
28 32 8
27 144 3
133 141 13
19 158 16
39 110 19
54 141 4
150 13 7
137 39 11
112 43 14
33 31 16
110 58 9
159 85 2
37 143 11
130 2 16
158 125 7
157 20 17
138 95 5
58 81 10
26 29 11
57 87 1
40 103 5
124 103 4
33 10 8
34 74 19
85 99 8
104 106 20
39 125 19
36 108 7
155 125 1
9 142 1
111 85 2
54 63 1
63 12 10
62 118 18
86 62 1
33 70 14
157 116 11
32 83 9
87 82 17
38 7 18
102 5 15
124 112 1
112 103 2
107 58 18
63 48 20
145 22 12
149 120 16
76 127 4
39 59 2
140 54 4
144 60 7
135 109 7
53 146 19
2 93 16
70 97 8
91 17 11
136 68 14
104 13 7
3 140 15
56 50 12
41 109 16
150 46 20
62 11 5
155 33 8
76 28 1
142 44 6
124 20 9
22 49 4
159 130 9
134 43 13
9 90 7
54 30 11
149 130 2
22 31 6
134 114 16
18 54 17
38 61 3
12 81 16
135 22 8
18 21 11
107 95 2
62 156 17
118 128 5
39 28 4
142 81 13
20 142 7
31 148 2
20 153 8
126 59 11
72 48 12
92 101 16
88 143 1
141 133 18
111 1 20
33 83 14
140 14 1
10 51 15
41 48 17
31 139 20
157 153 3
107 90 19
45 127 15
124 85 15
148 110 1
128 123 1
36 30 11
95 107 3
159 30 16
59 122 14
6 137 12
135 30 6
99 114 12
13 64 4
66 112 17
45 8 16
75 138 5
152 159 15
134 84 20
110 142 18
60 147 14
77 48 8
87 72 9
13 84 5
44 76 4
102 120 19
122 35 4
30 27 8
114 111 2
96 82 1
10 31 19
142 95 6
55 39 4
64 120 17
139 80 7
81 60 11
64 13 18
91 99 3
94 123 11
29 80 1
11 100 18
28 55 5
44 34 14
3 59 20
9 119 2
73 131 20
89 155 14
130 141 15
19 63 2
24 93 8
49 158 3
27 26 18
136 69 11
6 157 4
7 91 7
23 4 12
71 18 14
116 73 10
22 92 4
15 154 3
13 100 17
123 25 8
108 115 3
41 46 1
63 135 13
59 152 18
100 66 8
121 83 3
87 49 17
81 64 5
106 32 1
57 134 16
40 9 9
126 134 9
41 122 19
62 21 13
121 120 11
115 8 14
62 37 8
126 150 7
29 57 19
93 46 3
55 86 13
76 73 19
90 34 19
21 149 4
34 21 4
22 142 3
73 132 1
155 41 14
137 58 9
128 151 19
18 46 17
30 47 3
61 63 18
64 83 10
74 43 1
103 64 19
73 62 1
25 57 14
6 34 17
139 87 7
84 105 16
40 134 15
142 120 3
129 25 14
106 24 10
28 127 1
92 125 1
128 149 12
130 80 4
30 144 8
7 68 16
113 33 16
107 15 7
4 70 14
69 101 8
101 128 9
38 60 3
120 113 3
100 83 9
120 138 12
72 146 6
105 86 12
108 81 17
102 22 5
44 150 5
7 135 20
126 89 14
66 12 2
104 50 16
9 94 1
43 92 9
32 37 15
97 70 9
27 13 3
6 141 17
1 147 16
146 39 20
28 105 19
129 134 13
117 142 1
58 110 5
70 142 7
93 79 16
112 105 9
79 111 10
67 137 9
105 83 11
135 126 18
110 144 1
18 96 4
128 66 7
110 71 5
114 72 2
144 85 14
21 79 3
111 5 19
35 139 12
86 84 3
56 17 1
24 8 19
59 5 3
98 76 17
82 2 10
29 6 4
11 3 14
101 104 10
107 89 17
102 85 6
63 52 20
121 56 15
144 131 11
151 58 20
20 149 16
116 151 9
57 95 18
147 41 20
3 25 8
87 64 15
40 126 16
144 13 3
128 156 16
149 148 17
147 93 16
95 49 19
93 31 20
112 19 7
4 71 8
153 22 8
119 110 19
58 93 17
139 48 12
97 146 17
32 120 16
50 77 7
68 5 2
157 1 1
155 35 20
136 18 5
12 157 18
122 50 7
144 121 15
102 8 10
151 84 17
79 30 1
9 155 6
10 153 11
117 148 12
100 50 13
16 147 2
65 35 18
15 19 4
123 120 9
147 38 9
101 42 18
123 135 8
152 70 10
13 112 11
152 52 10
75 153 6
155 58 19
51 158 3
152 121 4
17 34 19
49 135 14
37 24 8
93 16 7
154 28 9
43 105 11
67 106 12
78 27 1
123 3 13
39 154 14
74 96 14
72 71 20
67 51 7
119 36 14
3 66 16
69 12 19
147 123 19
35 159 4
69 73 19
63 70 20
32 106 16
98 83 3
106 143 1
11 132 9
6 70 7
78 33 18
113 84 9
39 129 5
111 110 7
107 88 7
53 12 4
135 61 6
45 70 18
62 6 6
43 11 4
78 14 5
85 53 18
52 91 14
14 42 20
38 74 6
130 98 9
