125 14368
30 11 17
106 52 11
50 69 18
33 48 1
117 56 13
83 11 16
97 56 2
68 37 14
65 122 19
19 84 18
3 113 5
19 70 18
56 119 1
63 26 20
51 120 20
88 77 17
58 48 8
114 92 1
103 32 4
113 27 19
95 29 18
64 48 2
61 103 20
103 18 8
45 68 7
41 7 20
48 65 9
110 30 15
37 109 13
85 97 10
69 43 15
16 84 14
10 121 17
19 99 16
8 120 20
116 35 1
50 82 7
110 43 19
35 79 17
92 16 5
51 84 8
16 76 1
4 85 1
72 81 1
9 88 20
13 56 10
1 82 18
52 67 13
87 101 1
4 44 11
71 2 2
124 94 12
83 57 11
15 94 16
80 24 1
10 90 18
91 89 1
9 6 3
86 104 1
5 91 15
76 37 9
37 12 14
80 94 12
47 86 11
125 40 1
90 49 12
32 116 20
2 102 13
59 62 6
96 66 1
103 16 9
88 29 5
41 86 16
28 7 6
85 6 2
40 72 10
122 22 12
98 114 10
12 36 13
77 49 10
93 97 7
98 9 9
58 116 3
42 58 7
47 39 11
96 45 18
73 18 5
6 93 3
123 104 19
85 55 7
24 124 15
27 74 20
47 6 12
95 24 1
78 48 19
124 18 10
58 67 3
37 73 5
107 70 20
87 29 16
115 29 12
114 32 10
76 78 7
4 24 1
115 102 18
13 100 5
35 32 16
97 46 15
103 27 19
87 113 4
102 70 12
119 63 18
123 86 18
89 62 15
78 36 11
112 45 18
60 90 13
37 93 11
100 57 15
54 33 13
123 76 11
109 47 8
16 44 3
118 109 15
64 61 2
121 48 3
3 107 19
113 63 5
44 64 18
76 41 13
4 3 6
50 27 16
70 12 15
53 58 8
113 116 15
12 94 7
119 114 4
114 102 11
83 20 16
83 73 1
80 53 1
60 102 19
32 23 20
121 75 7
125 39 20
124 51 15
102 21 8
90 9 19
117 68 16
82 2 15
65 81 17
27 117 20
15 23 17
15 120 18
48 119 6
72 94 1
41 71 13
101 12 16
11 4 11
66 62 2
22 1 3
53 27 1
37 19 1
43 33 15
86 48 6
54 45 18
101 63 18
113 88 9
93 10 6
29 82 18
7 86 17
10 81 4
28 76 18
37 43 10
71 3 7
51 33 16
48 9 18
123 98 8
106 42 7
108 47 20
7 53 15
84 40 3
72 44 10
79 81 12
15 26 9
21 53 2
49 100 17
36 97 11
65 54 4
104 14 10
98 20 20
30 103 9
42 49 7
106 105 14
88 96 16
48 117 18
41 40 10
19 52 8
94 117 14
62 72 12
54 44 11
98 50 9
33 91 19
11 49 20
70 113 1
5 12 19
95 53 18
34 71 11
23 17 14
66 55 5
99 108 16
50 57 20
80 89 13
10 77 3
22 21 10
27 2 6
102 73 5
91 106 11
6 106 17
15 46 6
94 20 1
52 71 2
118 15 16
69 7 2
66 88 20
44 78 16
117 98 1
74 40 9
54 21 18
77 33 3
73 5 4
95 57 4
71 26 20
56 71 6
63 113 13
49 31 17
12 22 6
87 96 5
20 1 12
69 54 5
87 1 9
25 95 12
10 40 4
9 73 14
14 112 3
83 35 4
104 46 17
75 110 19
84 106 15
91 50 15
107 11 6
2 12 7
56 21 9
31 10 6
17 122 8
28 117 6
74 9 2
35 74 11
8 64 15
91 51 20
92 62 18
22 59 6
36 119 19
29 115 18
57 84 16
107 69 17
44 30 2
51 71 16
118 121 7
62 58 4
60 93 2
67 32 12
60 67 18
27 32 1
87 52 12
30 53 2
46 97 18
54 124 18
71 94 19
92 30 8
13 89 15
64 31 8
2 67 12
71 70 13
71 31 9
52 60 13
25 83 16
28 113 20
100 59 18
20 2 9
122 116 7
44 54 19
121 33 16
94 80 7
121 26 3
51 54 14
34 79 11
89 83 19
120 34 4
119 54 20
22 27 16
116 47 11
114 43 10
31 113 10
18 109 2
35 11 5
65 44 5
53 110 7
51 81 1
61 52 16
95 50 19
97 40 6
5 29 15
69 36 17
65 53 17
86 64 3
36 4 18
40 56 7
104 83 5
99 18 16
101 89 20
106 38 17
56 42 12
25 110 12
84 50 5
125 112 15
52 22 5
25 33 7
84 124 2
78 39 4
19 106 4
56 87 10
97 73 1
58 94 9
84 20 6
71 112 12
69 81 8
107 83 3
100 41 1
43 96 7
86 114 12
110 44 5
41 15 17
98 72 12
12 8 4
4 78 10
47 21 20
90 105 7
119 79 15
44 99 10
87 59 18
8 43 18
117 60 17
80 4 16
87 2 19
16 111 5
14 27 11
118 26 19
25 21 11
111 80 20
96 99 17
64 34 5
66 43 11
69 63 3
70 86 20
32 7 3
35 18 2
60 123 10
101 124 7
26 87 3
27 34 14
68 97 4
117 14 11
98 82 13
17 3 5
76 11 1
1 46 20
42 82 10
108 58 18
70 60 16
64 87 9
32 6 3
10 123 6
7 72 13
112 85 5
123 88 17
20 107 11
101 78 13
10 48 14
47 103 18
8 67 6
115 81 18
112 6 19
35 115 17
99 102 6
91 76 8
82 72 2
92 47 16
3 100 10
106 54 9
24 17 3
104 114 7
51 53 15
25 6 13
92 48 7
95 15 10
51 76 18
37 10 3
74 5 3
39 21 16
84 71 8
26 72 13
73 38 10
16 86 8
111 100 17
36 27 7
65 30 5
75 87 12
84 12 1
118 99 6
40 53 16
112 35 10
24 51 15
109 93 5
60 36 7
63 62 17
93 79 13
31 70 6
43 42 6
69 11 1
54 50 3
41 13 9
100 14 4
50 99 6
86 34 17
10 73 5
123 17 18
60 48 14
42 103 10
52 98 6
102 123 16
91 56 16
104 40 2
78 92 4
88 55 13
35 80 10
29 34 11
76 58 18
119 99 2
3 26 14
43 104 1
101 46 9
31 25 8
89 79 16
107 41 1
112 52 10
113 80 8
49 7 20
41 125 6
112 105 8
7 124 6
25 99 11
98 106 17
62 69 10
117 28 15
102 14 9
18 1 20
116 49 12
122 66 18
102 29 9
84 13 10
21 37 15
4 111 1
10 47 11
3 48 7
9 17 16
101 42 19
98 108 8
51 113 9
112 125 18
109 13 4
112 123 4
99 21 15
45 36 12
92 4 10
20 114 6
32 90 9
112 39 18
9 89 16
9 52 10
8 36 15
82 124 2
85 74 5
41 118 2
125 62 5
99 81 18
66 89 14
47 42 20
113 99 14
39 30 16
51 99 2
50 18 4
123 82 19
93 33 18
6 89 18
63 8 15
26 17 1
100 63 12
11 50 2
79 66 1
7 116 15
38 17 2
108 15 5
117 84 9
92 36 16
99 35 6
115 85 2
30 28 17
79 69 18
121 15 14
112 59 3
3 97 16
119 91 7
77 94 19
40 37 9
42 10 6
92 102 10
70 108 10
82 38 18
1 34 19
74 20 14
36 124 10
83 118 10
121 69 10
10 86 6
35 104 8
72 48 6
92 117 3
93 50 5
60 50 18
121 100 14
114 113 8
79 70 15
110 66 10
86 101 6
33 23 11
101 116 13
45 41 10
104 67 19
76 42 13
65 29 20
120 98 6
81 38 15
42 89 14
16 27 14
11 36 13
84 113 13
11 32 10
12 112 12
41 63 3
93 2 11
19 98 10
84 53 10
60 72 8
33 64 1
83 74 1
30 9 18
70 20 19
24 8 1
45 48 10
107 15 3
49 10 10
66 93 14
120 28 17
114 37 5
10 120 4
42 1 7
62 70 8
112 94 8
47 13 20
123 97 2
75 122 11
101 62 6
125 33 7
36 98 16
30 88 9
31 86 20
77 81 2
45 83 15
35 7 18
108 25 2
104 53 20
18 48 11
50 47 18
71 82 10
78 89 17
2 96 3
111 47 8
59 92 12
54 103 15
46 85 20
89 40 7
108 34 11
33 61 2
93 6 10
22 61 8
16 62 13
118 24 17
27 83 10
120 113 2
94 33 3
93 98 9
121 58 18
71 90 18
44 34 15
99 56 17
116 71 8
81 40 4
92 43 13
46 37 10
79 5 4
48 75 16
56 70 18
75 118 20
29 36 18
91 9 15
87 102 15
122 34 16
55 102 13
41 3 12
46 116 19
97 53 6
106 10 12
111 46 9
76 31 4
38 109 10
34 17 6
65 95 10
88 93 11
67 21 13
34 121 9
86 27 1
8 109 11
14 94 3
115 45 8
115 82 2
61 92 10
16 31 5
78 95 9
110 77 1
105 70 8
108 80 16
91 100 6
60 119 17
81 67 11
37 100 19
105 1 19
10 20 13
81 109 17
93 70 13
13 49 17
97 32 14
64 99 8
22 33 9
60 6 1
11 104 15
11 69 16
8 112 18
93 60 15
37 108 4
62 99 1
70 22 16
44 22 17
53 15 15
41 51 7
18 38 5
100 25 5
42 32 18
65 101 8
31 114 10
112 51 20
39 97 4
29 15 7
41 68 18
122 85 13
83 102 17
22 53 16
108 95 18
56 11 20
63 41 19
52 27 6
93 65 2
31 71 19
92 111 16
19 107 20
98 41 3
89 39 1
82 21 12
106 76 2
105 13 17
70 41 6
85 111 7
72 16 17
50 85 4
72 103 2
82 10 3
120 122 19
118 78 16
68 21 1
58 28 15
75 15 15
60 66 8
76 40 19
35 100 5
114 17 14
18 75 5
113 47 17
61 39 11
69 83 7
79 15 11
17 26 1
82 90 13
98 78 2
73 114 13
66 77 17
15 27 4
38 75 2
76 52 15
34 50 20
25 75 19
105 92 5
69 19 19
124 83 13
88 41 18
80 44 2
44 4 3
94 73 19
20 3 10
88 107 1
89 28 4
62 3 13
85 114 14
24 6 4
103 49 5
72 41 11
93 62 19
22 7 18
100 3 15
19 90 9
6 30 3
12 69 20
99 28 10
48 28 6
6 108 6
7 31 4
99 123 5
92 19 18
111 118 5
7 12 17
10 119 8
119 5 6
3 104 15
80 3 3
37 110 5
42 93 20
2 1 9
122 68 14
125 102 18
112 96 5
82 100 11
62 55 5
16 34 7
52 18 3
93 87 14
10 27 2
10 12 3
78 107 12
67 84 15
21 47 5
15 3 17
95 64 1
117 79 20
5 107 4
118 52 3
63 61 1
10 70 8
77 22 19
110 65 19
120 85 15
99 77 13
7 23 16
118 14 12
114 19 18
104 11 16
56 50 1
12 59 1
81 11 19
6 97 6
15 91 17
69 42 18
103 48 11
99 17 19
2 107 14
11 63 6
72 95 1
67 83 19
109 38 16
48 44 3
5 35 5
46 103 8
16 81 8
79 36 19
38 37 19
77 47 7
46 107 4
94 41 20
118 61 2
122 95 19
43 50 6
58 107 13
65 114 9
77 122 13
113 117 9
24 118 19
27 47 2
45 82 5
105 45 11
52 28 10
101 26 19
82 108 20
70 98 4
43 125 11
34 103 4
69 104 19
112 5 5
101 49 11
105 6 3
82 57 20
79 32 7
7 90 7
79 34 14
102 53 6
89 86 5
88 30 18
56 118 18
47 93 13
120 49 10
56 108 6
64 5 9
28 88 12
38 41 10
90 73 19
28 83 3
34 70 5
3 39 11
96 57 20
121 56 3
103 89 6
38 27 7
82 32 14
55 46 6
5 113 4
20 15 6
99 25 17
108 27 6
15 99 19
11 77 19
76 49 17
103 25 15
111 88 4
31 21 15
18 49 16
9 11 19
10 19 18
14 89 8
112 44 9
58 55 12
107 5 1
45 84 7
64 46 7
114 77 12
21 71 20
71 57 17
72 66 10
54 79 1
28 43 9
66 100 10
33 58 2
25 102 2
8 122 11
61 98 6
6 99 16
62 87 9
105 117 20
58 64 17
100 77 15
52 99 4
109 125 13
68 79 5
65 84 5
14 109 18
113 57 1
5 42 16
40 105 5
14 34 19
42 7 2
26 108 6
65 22 13
18 92 14
28 85 15
63 42 20
20 106 13
49 97 13
49 13 16
52 15 15
82 79 12
32 74 13
45 50 2
49 111 9
40 104 16
82 125 9
17 19 15
56 45 8
4 93 10
36 20 2
51 101 2
87 109 5
66 29 6
117 54 2
80 71 12
82 4 1
26 20 16
52 75 10
49 55 13
35 91 9
36 16 19
70 79 5
74 19 3
105 112 8
98 44 13
46 125 6
16 2 5
83 53 7
93 78 11
108 20 10
100 93 4
53 2 15
48 41 11
12 9 8
55 23 8
31 64 20
42 62 6
111 117 9
32 104 6
51 80 8
121 1 17
99 120 15
117 70 6
125 94 12
22 38 17
62 122 11
37 15 5
122 103 16
100 9 16
38 60 17
52 32 2
118 5 1
107 121 2
84 97 10
115 96 17
29 32 15
76 68 12
37 42 16
114 118 4
21 30 10
8 81 1
119 74 13
77 32 18
103 93 7
75 59 12
83 87 8
65 15 8
38 51 4
113 17 16
48 37 3
20 44 10
45 15 15
29 91 12
32 45 1
85 119 9
6 54 6
60 95 17
57 7 14
72 96 5
80 18 9
117 37 17
63 59 8
63 111 5
85 106 9
55 34 16
108 26 11
4 60 13
53 30 9
7 25 17
100 38 6
37 96 13
119 35 3
81 106 7
61 35 11
95 47 11
97 17 14
106 123 14
23 50 20
91 33 4
75 7 2
40 20 9
79 116 3
7 105 10
35 49 20
15 29 4
78 28 20
125 119 12
93 45 10
76 84 1
7 37 16
119 93 12
75 20 12
4 23 3
29 19 8
58 12 17
62 31 6
32 82 11
76 93 16
34 123 2
71 19 3
15 87 8
52 13 18
49 118 2
55 36 7
117 43 12
23 101 2
99 68 10
7 65 3
54 60 5
45 123 5
97 112 14
122 104 15
29 125 19
84 54 1
67 22 8
125 45 3
102 18 15
3 1 16
5 55 3
57 76 17
96 24 16
119 20 6
86 3 5
27 24 12
26 68 14
104 85 20
83 63 7
65 117 1
121 44 18
125 38 19
120 37 4
92 66 9
94 35 12
117 88 5
37 98 20
121 7 8
35 60 2
26 91 19
70 50 11
114 26 15
52 20 1
56 72 15
48 34 19
84 6 10
56 114 17
91 25 10
93 115 8
14 16 10
2 41 4
31 38 16
23 125 18
63 56 6
109 80 19
84 15 6
69 47 14
122 114 6
82 59 5
21 72 18
31 51 15
101 58 19
19 80 9
121 119 1
124 103 20
57 61 11
75 4 17
80 1 11
110 82 14
107 79 2
96 86 4
121 21 2
75 64 19
69 116 2
46 20 16
83 17 15
87 83 19
64 115 9
122 80 7
75 94 2
36 32 3
74 28 3
5 79 3
33 124 3
60 21 14
120 104 15
4 42 13
69 105 4
119 101 9
25 50 19
3 85 20
106 33 19
103 37 20
16 47 18
99 44 7
54 83 12
125 74 13
96 49 13
6 100 15
25 80 19
26 34 8
105 26 19
57 46 6
7 89 12
60 23 3
29 80 9
102 77 19
25 94 3
100 76 17
9 100 16
49 86 11
13 97 9
19 60 12
56 82 14
75 61 6
65 62 6
27 13 16
88 123 16
80 27 7
106 112 18
55 51 17
102 62 13
32 120 18
93 8 12
5 73 17
66 84 15
56 44 10
53 81 19
79 95 14
66 64 15
93 22 7
118 100 5
107 7 5
109 118 8
56 26 15
116 86 15
12 85 20
69 15 3
15 74 15
55 15 19
14 51 3
64 121 14
47 114 13
103 14 7
70 99 14
81 35 13
22 16 15
122 71 6
17 21 4
30 48 19
25 81 17
20 64 9
8 1 8
22 60 2
97 45 8
109 32 19
33 30 4
109 3 14
49 84 8
73 17 4
70 57 12
54 35 19
52 94 1
24 13 20
109 21 10
16 50 5
101 30 11
17 23 12
77 110 17
70 101 1
2 87 11
36 103 13
106 115 18
95 56 16
92 52 8
118 16 8
22 121 1
70 114 16
7 40 17
90 46 17
102 125 9
82 114 6
28 21 13
119 72 20
112 87 7
8 60 20
55 25 15
96 67 11
10 31 13
116 97 15
92 74 4
93 7 4
15 35 14
93 5 15
67 116 3
16 101 9
10 30 9
26 102 5
71 88 2
75 55 9
101 123 17
24 90 5
37 82 9
47 49 1
3 92 16
23 84 13
101 93 14
122 101 13
84 4 19
115 27 20
90 100 15
59 112 20
105 35 12
85 104 20
107 62 12
59 7 18
115 101 14
90 118 10
70 39 14
97 83 18
48 2 9
79 37 10
76 119 12
42 78 2
71 36 3
115 94 6
77 83 19
35 24 11
54 94 6
40 42 8
114 66 17
117 20 10
84 95 8
62 113 20
18 59 2
12 48 3
13 101 10
91 10 6
13 41 16
99 80 19
118 45 9
116 14 18
26 74 9
53 10 14
10 4 7
1 15 16
63 4 6
60 71 2
62 124 9
118 107 18
38 30 4
28 75 11
101 88 5
11 90 19
12 104 6
51 85 3
87 30 5
120 90 18
33 99 13
47 4 8
74 78 10
49 17 14
10 60 5
99 115 3
54 106 10
13 108 9
43 109 3
21 84 16
96 38 2
99 110 20
98 22 9
84 58 13
57 47 7
110 4 17
123 89 5
17 72 19
125 95 11
60 25 2
97 1 12
58 27 10
63 124 18
12 82 5
16 115 1
88 100 17
106 74 10
32 67 8
88 61 13
89 107 14
67 103 14
93 104 16
69 103 7
25 57 3
117 35 17
91 16 7
16 85 13
82 77 17
124 16 4
101 82 12
27 23 12
10 115 20
55 58 18
89 60 11
36 51 5
120 15 8
56 37 14
110 20 17
125 41 5
81 42 6
80 123 12
70 35 1
104 49 1
38 119 3
65 76 1
95 41 15
108 4 19
105 91 10
122 5 3
38 47 7
13 98 3
24 55 2
72 101 11
42 33 3
94 114 1
16 60 7
95 20 5
27 49 15
8 21 19
31 50 18
3 22 11
35 75 19
10 18 1
19 25 4
109 65 16
44 123 10
63 60 14
38 86 20
9 71 15
121 117 16
18 12 5
101 86 3
119 87 18
103 4 14
123 1 15
86 74 18
35 59 13
20 102 20
77 96 4
66 39 14
108 12 13
57 114 16
100 111 12
1 97 12
100 6 15
19 88 13
39 64 13
92 34 16
33 50 1
50 26 8
61 88 4
49 29 6
11 95 2
32 72 10
103 47 17
107 65 9
117 80 20
44 47 13
104 56 4
81 105 19
40 18 7
55 43 10
45 54 16
23 85 9
27 5 18
92 24 14
23 83 2
46 27 17
101 21 4
58 39 18
13 117 18
40 34 2
44 107 16
70 112 13
13 112 7
36 46 20
81 49 9
34 46 4
91 62 2
40 58 1
31 41 6
53 80 19
34 100 1
31 45 19
48 57 2
31 69 9
23 2 12
103 35 20
101 125 6
34 39 8
125 60 15
57 25 3
31 97 10
52 7 18
109 28 15
29 48 12
30 117 1
64 106 2
40 31 7
78 115 13
101 115 4
23 112 5
120 101 12
1 13 12
6 35 15
53 101 17
44 122 5
24 95 15
31 101 9
21 63 11
112 61 8
9 61 11
38 55 11
96 32 1
12 37 5
59 67 12
10 110 20
24 111 9
55 16 17
39 36 16
76 22 19
15 7 14
65 91 7
96 106 9
110 7 17
51 8 1
12 108 1
122 28 16
115 49 11
25 87 16
24 60 13
7 70 7
28 9 4
20 81 1
23 65 2
37 6 9
19 76 17
23 53 6
49 68 13
93 74 5
91 102 18
32 121 3
77 120 10
106 55 8
17 60 8
95 34 20
84 56 1
94 123 6
38 49 10
106 25 19
12 122 14
88 116 3
45 22 2
61 81 10
26 106 5
37 62 9
89 67 15
104 115 17
84 116 15
72 112 20
11 79 2
56 100 16
116 32 5
40 76 10
20 10 16
58 5 20
62 94 14
54 72 13
14 88 20
102 58 15
56 49 17
30 56 8
62 40 19
12 49 5
123 72 7
3 38 11
96 71 1
19 71 7
2 84 19
56 60 11
97 115 17
69 20 17
8 58 2
111 69 7
85 66 20
123 38 20
68 13 10
115 111 6
73 70 13
110 85 15
76 103 5
72 75 2
4 63 9
72 76 8
115 36 17
34 33 17
26 77 4
12 67 2
125 116 6
42 100 12
33 28 7
92 99 6
10 103 10
38 26 20
2 15 10
59 26 4
5 28 8
65 39 19
111 38 6
78 57 8
107 89 5
113 33 18
45 19 17
39 57 13
85 35 4
42 70 6
30 51 18
49 116 14
32 78 6
85 8 12
112 91 18
41 78 7
45 99 20
27 114 18
11 73 8
111 91 17
112 121 15
116 21 20
34 53 9
92 12 8
103 100 8
32 15 7
95 36 10
75 62 18
64 49 3
88 35 13
57 123 5
76 113 6
85 124 5
125 90 8
27 37 1
18 104 17
53 18 13
92 23 7
15 77 19
26 119 20
23 111 15
113 21 1
88 62 16
52 114 10
101 22 2
84 51 6
27 50 12
78 44 14
107 67 16
101 104 18
37 121 1
2 60 5
16 13 14
24 45 7
85 95 4
111 19 8
4 121 10
48 92 3
91 47 11
98 23 20
90 36 7
110 38 4
76 30 11
97 72 12
44 71 14
39 48 13
82 1 6
46 50 5
82 76 1
96 14 1
102 66 15
108 75 16
53 106 1
77 38 15
7 96 7
75 17 9
93 12 6
17 96 17
79 106 13
33 46 19
118 60 17
45 117 9
25 88 8
39 92 9
9 51 8
2 79 7
13 4 13
85 113 17
77 43 9
64 52 11
88 45 16
94 89 7
4 113 19
93 3 18
87 11 3
6 12 8
120 1 18
124 85 17
95 13 17
23 76 8
76 15 14
86 85 12
87 66 1
28 33 8
90 96 14
78 85 8
78 54 6
14 11 1
26 112 15
115 70 15
28 116 17
4 120 6
83 31 12
48 103 5
77 55 5
124 45 2
16 48 15
33 1 16
124 47 10
122 41 1
102 35 7
85 84 6
57 17 1
23 117 11
102 8 18
35 73 3
58 19 5
88 16 5
63 94 16
9 78 10
4 18 7
37 11 7
37 3 9
13 10 18
30 26 17
103 63 7
121 3 9
113 84 11
59 52 12
81 3 4
76 81 17
63 22 8
102 51 5
7 76 14
86 116 20
58 95 20
46 30 2
48 18 8
106 122 3
33 54 19
95 76 7
35 105 8
62 119 1
13 84 18
105 103 1
51 92 13
28 13 8
22 107 5
121 14 17
49 122 7
18 44 14
50 33 17
43 114 12
93 39 5
85 10 12
66 104 17
79 83 11
52 54 11
20 13 18
14 56 11
40 66 19
82 54 2
26 70 7
19 17 18
39 78 17
81 18 13
10 54 9
40 92 5
52 84 20
84 1 15
83 55 13
31 104 12
118 18 9
67 75 18
119 43 2
105 74 2
59 47 15
43 107 7
44 6 9
104 37 1
64 12 3
19 3 3
36 48 19
110 87 19
58 78 1
53 94 19
76 45 9
57 98 12
39 76 17
52 119 20
63 66 19
42 108 1
66 68 8
27 21 7
76 55 1
87 84 19
7 34 15
95 68 17
112 40 5
82 42 17
23 62 11
5 117 1
73 111 10
70 7 5
125 82 13
32 71 6
103 13 14
18 73 16
99 114 5
121 27 15
102 27 9
11 96 2
46 122 7
22 28 9
40 6 3
93 38 14
87 110 10
61 75 14
33 101 20
10 96 6
13 76 14
86 62 6
9 107 2
117 106 2
45 20 19
87 89 11
76 51 18
122 111 12
47 120 15
66 107 2
112 21 16
48 78 20
56 112 13
78 108 3
39 71 13
91 98 10
29 8 5
36 6 18
29 117 10
62 16 20
1 22 11
33 110 15
110 92 17
24 15 9
114 112 11
53 47 16
60 101 15
110 11 15
49 16 3
43 124 4
42 19 17
26 80 11
71 109 7
16 99 3
116 28 19
103 64 4
119 47 8
117 101 11
113 62 9
67 109 13
106 41 16
4 53 17
31 37 5
94 45 15
36 38 16
20 7 13
46 119 14
74 37 10
71 121 4
101 56 3
29 100 6
58 89 18
94 78 13
121 53 1
79 75 1
74 23 10
53 70 12
63 74 15
38 4 9
43 81 7
101 44 4
46 98 17
36 88 1
41 83 13
28 36 19
9 87 3
3 14 17
94 77 7
50 91 8
49 9 5
110 120 3
82 43 14
21 124 16
103 108 18
116 42 1
77 99 5
90 78 9
18 106 10
111 13 19
28 8 14
26 43 14
9 83 9
50 28 12
125 78 8
54 73 11
35 117 6
47 62 1
1 52 18
63 37 5
82 65 10
97 90 17
90 75 14
50 101 4
88 64 1
93 64 6
118 41 5
25 103 6
46 36 2
75 8 17
124 74 18
4 101 14
14 38 1
96 89 3
57 51 1
49 91 5
50 45 3
73 81 4
124 65 12
122 13 10
103 90 3
116 3 15
69 80 15
9 45 2
77 101 9
15 25 9
21 51 9
8 123 1
80 90 2
69 76 4
34 75 7
36 39 7
70 11 7
124 112 16
13 113 16
10 38 16
18 13 16
11 111 7
77 57 16
46 102 6
81 16 12
47 91 18
8 72 5
22 92 14
34 105 1
121 71 17
30 83 4
112 3 8
62 60 18
50 84 5
107 118 18
15 13 19
45 67 11
113 92 7
69 2 12
117 91 1
74 104 9
54 48 2
113 30 18
71 56 12
63 44 1
88 71 10
104 98 5
48 77 16
39 42 9
89 122 9
119 45 3
107 51 20
29 107 11
23 120 10
88 43 11
94 6 9
43 122 16
119 57 1
35 22 17
9 3 10
53 60 8
72 61 14
117 39 8
88 10 17
107 120 15
112 84 10
108 94 8
17 97 15
15 63 13
119 22 17
30 65 6
101 113 9
96 81 17
90 43 7
47 25 6
73 113 6
17 73 10
57 66 18
6 80 10
65 51 3
122 93 12
86 71 7
41 88 2
84 91 5
85 88 2
79 121 5
10 61 2
1 56 3
58 83 12
32 27 16
7 33 12
75 93 4
41 52 1
109 56 16
53 42 18
96 33 10
96 65 12
6 124 16
14 25 11
107 99 4
116 112 11
96 111 16
73 63 11
105 10 11
116 30 2
64 71 13
69 46 20
59 48 10
40 21 14
31 8 16
90 97 16
53 104 9
115 95 5
124 115 8
15 82 14
31 20 7
66 65 7
92 123 19
20 87 10
111 77 19
38 56 19
4 2 4
2 93 11
119 49 4
1 69 10
43 8 9
10 108 7
23 122 18
86 18 13
18 125 18
21 103 1
125 70 3
28 118 6
46 113 7
28 106 16
24 96 13
86 43 14
110 26 8
87 68 12
49 24 20
18 61 19
30 106 18
80 25 18
50 107 18
115 67 18
123 103 9
108 105 16
69 25 19
77 61 7
100 125 7
12 10 18
95 109 16
79 64 12
87 90 9
111 79 17
53 77 16
9 36 11
21 104 17
90 55 12
58 6 19
44 120 15
91 11 7
105 118 10
91 49 7
120 102 2
3 12 4
24 115 12
113 22 4
34 43 1
15 56 1
105 66 8
8 97 2
103 109 14
3 65 9
104 123 18
115 14 6
81 10 15
102 25 12
106 35 6
103 50 11
64 29 6
66 14 2
24 116 20
50 95 16
93 73 6
115 39 11
13 119 7
124 73 7
51 57 15
100 37 13
106 82 10
119 76 1
86 52 5
55 70 9
118 17 17
107 112 3
106 59 9
112 111 12
44 118 18
80 62 8
14 72 13
66 59 18
119 61 1
97 122 10
90 63 7
77 121 17
10 46 15
58 90 15
115 26 14
3 74 7
68 7 4
36 101 20
116 70 13
81 8 19
32 105 7
18 25 1
115 24 16
56 98 10
59 33 4
109 119 8
93 20 3
68 39 11
16 29 6
30 86 15
89 1 2
90 3 3
9 62 7
44 95 2
27 88 9
119 107 12
39 122 14
31 26 19
60 88 13
49 57 13
93 28 17
57 91 17
125 88 6
4 27 14
99 111 17
12 107 11
19 109 1
78 49 6
103 105 18
3 124 2
36 75 19
29 3 15
93 25 10
117 72 17
54 91 7
70 43 5
125 123 4
34 125 9
13 109 3
48 58 13
76 38 19
