158 3084
110 83 6
130 140 10
41 92 16
102 94 6
67 48 9
23 9 6
54 124 17
81 116 2
123 95 2
33 140 8
133 91 3
154 116 14
68 156 17
71 99 16
1 61 7
11 137 18
44 32 17
149 8 18
140 27 16
124 59 15
53 87 19
65 82 4
112 45 19
92 116 3
62 116 19
78 22 14
85 43 18
147 45 15
15 36 2
127 63 9
69 136 3
115 10 8
76 71 3
150 45 4
149 43 1
130 86 10
118 26 5
132 115 6
100 19 6
50 40 15
27 134 17
49 90 12
82 61 13
72 53 9
138 97 17
110 68 18
34 81 17
48 54 2
13 49 6
87 98 9
125 21 6
27 123 16
96 47 20
78 14 10
158 151 11
123 103 14
41 143 7
148 70 13
93 119 5
86 104 11
106 117 5
71 62 11
117 122 20
130 21 18
123 71 4
121 85 19
152 125 11
126 114 16
112 102 19
81 30 2
69 135 10
84 47 6
140 59 1
81 94 5
48 87 13
132 44 18
98 88 1
107 98 8
51 68 20
80 37 3
110 18 2
157 61 3
111 67 3
37 148 13
139 37 5
45 64 16
156 3 18
22 5 19
106 11 4
38 87 16
55 142 18
116 74 12
24 71 11
67 3 17
157 75 4
62 33 19
118 132 7
19 12 2
127 13 8
53 50 9
142 158 2
71 115 10
110 35 12
82 155 14
35 154 20
86 111 14
134 71 17
46 89 6
94 45 11
39 111 18
39 56 2
64 83 4
41 80 17
59 110 9
102 86 1
119 131 15
42 146 6
32 86 16
70 38 14
108 147 7
157 118 8
135 127 19
56 70 3
26 24 9
3 21 6
153 139 8
130 77 9
59 108 20
46 19 1
21 23 6
108 75 3
99 51 3
27 3 20
138 82 9
42 84 12
31 79 16
46 104 8
103 58 15
86 157 12
3 20 2
66 127 20
142 121 2
28 44 2
38 77 14
124 118 5
19 44 9
3 143 20
59 71 3
58 152 11
77 151 4
99 66 11
115 85 20
158 53 9
76 102 19
35 130 11
15 117 2
77 99 5
43 9 10
90 79 18
82 110 20
43 20 18
14 75 16
89 72 6
20 44 17
151 18 7
5 151 13
125 8 14
56 87 11
33 92 10
129 112 20
98 123 13
14 108 1
86 34 8
157 42 6
3 88 19
2 61 3
10 74 1
90 111 1
150 58 4
131 145 11
155 12 7
92 97 16
76 3 3
32 34 2
105 16 15
43 84 8
61 69 11
93 20 3
119 6 5
12 71 4
157 63 19
74 120 1
105 153 15
52 64 9
94 147 8
50 112 19
63 158 19
18 92 11
77 96 16
116 105 15
32 66 16
136 60 10
29 19 10
19 62 18
68 15 16
26 68 14
97 42 18
15 34 13
57 128 10
3 111 1
69 138 19
24 5 7
14 148 4
81 69 5
136 7 2
35 75 5
155 131 13
129 30 7
29 98 16
60 80 5
31 112 16
125 91 8
102 2 12
79 62 5
10 33 10
6 5 14
30 88 20
113 27 7
73 44 12
152 156 8
106 110 13
55 130 10
26 73 3
127 48 2
138 57 12
145 116 13
64 42 12
59 154 9
5 68 14
64 116 3
49 63 20
82 117 10
47 143 18
67 7 19
44 144 15
125 68 1
8 65 15
47 124 4
6 81 7
109 39 18
32 156 7
132 36 17
94 42 15
33 82 2
86 107 18
21 114 20
77 98 19
42 46 20
19 8 16
57 93 19
108 12 18
143 98 15
81 136 8
58 25 3
6 38 18
97 112 3
19 30 10
95 126 1
122 40 10
154 96 17
112 100 10
44 138 19
122 60 14
75 13 11
114 19 16
97 11 18
139 29 15
70 19 2
47 37 19
138 32 9
6 39 14
43 136 7
73 154 5
27 70 13
59 79 17
128 17 2
151 51 14
100 17 5
55 128 18
140 74 18
20 65 18
52 89 17
47 69 9
116 62 15
91 126 16
3 43 3
104 124 5
118 82 9
87 19 10
56 16 15
16 56 18
4 69 16
16 26 2
2 48 17
4 90 19
7 28 6
130 142 20
107 48 6
22 39 6
37 158 3
146 115 17
155 15 12
94 30 15
125 31 12
114 88 16
106 95 7
44 120 15
99 69 10
136 144 7
71 22 10
76 64 18
26 60 20
99 50 19
40 16 7
27 25 7
54 131 7
109 16 4
147 10 2
95 44 18
13 117 7
108 31 12
49 80 3
88 150 1
10 16 7
64 146 5
14 57 1
56 66 2
157 19 18
11 31 16
140 127 19
139 146 7
122 137 19
28 152 6
145 36 2
54 92 2
5 158 16
83 106 14
155 7 10
75 154 8
140 158 11
23 62 20
1 77 11
49 134 9
148 17 3
152 70 18
131 17 3
127 23 12
154 66 14
150 96 5
45 2 2
107 29 10
25 138 18
54 74 9
88 66 5
83 16 13
52 92 4
101 54 17
106 33 14
95 139 6
84 59 9
18 112 1
34 107 14
121 15 18
16 77 5
31 62 18
10 71 10
156 61 3
84 106 9
64 22 16
18 128 1
129 96 7
75 145 15
90 118 11
16 21 20
34 27 13
104 68 20
61 56 7
62 84 16
83 146 7
25 98 18
156 17 17
142 131 18
155 157 2
71 92 1
128 61 4
30 117 10
92 42 6
70 83 4
18 95 3
116 114 18
132 50 19
158 130 12
52 121 16
39 91 9
128 60 8
109 144 10
65 77 7
58 146 16
105 60 16
73 71 17
92 44 3
95 97 18
138 113 14
124 72 11
56 64 8
120 36 14
73 78 9
124 42 9
67 133 18
113 69 14
130 112 13
50 24 6
154 102 16
51 62 15
66 151 8
34 70 9
107 102 16
148 46 8
90 87 8
115 40 12
119 56 9
38 89 1
36 4 11
97 144 7
143 108 2
55 158 12
52 15 9
98 151 11
26 82 17
104 21 19
2 54 1
144 82 4
148 56 16
133 150 8
136 66 18
31 141 14
100 102 7
92 26 2
15 90 17
130 2 14
79 146 4
56 9 1
111 126 7
103 123 3
64 17 15
150 97 6
137 122 7
48 53 16
154 142 7
51 127 17
38 44 2
46 58 4
67 101 14
32 121 13
102 67 13
117 113 13
124 145 1
94 34 7
15 84 18
119 134 3
143 68 2
64 9 2
46 75 15
62 118 10
128 102 16
136 78 7
123 72 16
85 135 18
45 7 12
84 74 14
147 136 7
28 5 1
89 122 2
112 119 17
144 92 3
4 60 11
55 74 3
86 67 5
92 113 10
61 150 15
92 28 14
95 55 6
99 39 15
53 46 1
121 31 9
62 88 10
126 143 3
116 124 13
46 57 15
60 13 2
116 104 15
101 40 17
91 35 19
43 141 15
114 103 7
14 60 3
131 81 17
5 38 18
103 84 6
52 143 10
149 154 11
12 96 17
86 28 3
41 125 19
95 80 13
75 147 1
89 119 11
141 123 7
158 121 4
127 68 4
4 113 1
143 124 8
5 51 12
9 145 10
153 135 3
83 52 19
127 36 11
94 19 9
152 72 5
135 95 19
156 98 11
14 82 8
21 140 14
110 148 1
7 38 1
37 121 6
55 143 6
33 132 8
29 125 17
42 101 3
122 152 15
156 7 14
155 82 6
154 33 15
140 94 1
157 130 7
66 81 1
65 113 7
82 38 1
67 79 8
91 96 1
109 93 14
105 89 1
82 138 17
48 120 4
106 118 4
22 79 6
4 59 13
41 57 5
15 52 12
110 95 4
20 28 12
101 8 8
45 23 4
46 36 7
68 114 12
148 49 3
102 66 2
54 44 8
106 113 6
96 29 7
81 102 9
146 99 20
84 127 10
47 136 1
90 27 16
33 146 9
87 31 16
88 144 13
79 68 20
55 65 8
42 5 19
152 97 16
118 77 20
65 19 7
40 109 7
49 37 4
25 19 15
36 2 6
143 80 17
122 134 5
5 71 8
96 158 20
14 11 2
33 157 17
37 68 7
73 123 5
146 51 11
147 18 9
123 52 18
152 47 14
65 100 12
129 37 5
48 105 17
85 137 7
120 128 13
85 119 14
31 95 13
103 1 19
50 82 4
150 63 18
91 158 10
128 94 1
140 2 2
143 70 10
112 106 18
126 130 16
62 38 10
116 68 4
93 145 5
155 75 2
50 28 11
143 137 8
132 118 5
66 102 16
69 109 7
156 77 4
115 34 5
73 150 4
134 138 7
132 135 19
117 26 20
71 65 2
48 38 17
26 157 14
73 67 1
122 64 9
141 75 20
47 9 2
45 3 9
4 82 9
38 72 4
87 97 16
132 12 5
128 29 18
42 11 12
98 158 8
144 9 1
12 131 4
68 126 1
46 128 2
87 7 15
62 147 16
36 121 11
153 79 20
125 59 20
6 121 13
18 93 8
85 114 8
26 83 1
113 144 16
16 132 3
25 130 4
73 51 3
131 153 17
31 4 18
151 96 1
140 53 10
149 90 13
128 19 1
113 122 1
86 126 15
22 46 1
155 118 7
157 90 13
125 17 2
152 63 12
39 98 20
118 89 8
10 58 16
69 12 19
143 151 16
59 68 17
105 64 12
43 62 7
135 19 8
94 158 14
23 17 20
86 74 7
154 139 5
34 28 12
93 95 20
39 1 11
136 116 18
6 40 12
24 115 1
77 20 18
110 42 6
57 127 16
96 19 6
84 52 1
52 123 17
106 74 10
63 143 3
102 84 7
112 65 3
12 68 9
69 91 4
44 143 14
158 28 2
20 52 14
25 11 12
35 112 13
19 120 7
26 146 18
37 110 7
