152 15791
76 131 20
121 147 1
86 40 10
26 63 18
108 11 14
52 8 2
122 117 1
102 35 7
40 33 20
124 131 6
92 70 12
47 38 15
148 139 2
145 12 17
106 120 7
95 19 14
41 140 2
77 105 9
71 144 9
122 131 3
112 71 12
63 133 10
25 128 8
43 120 20
139 74 15
77 32 9
39 88 12
116 12 20
92 82 15
116 68 18
118 27 12
38 105 12
11 146 16
122 52 15
93 38 20
47 114 12
35 152 15
26 132 7
121 71 8
56 35 19
121 16 13
120 53 18
99 63 15
70 49 10
9 141 11
20 52 20
79 102 8
74 128 3
17 47 3
51 82 15
83 6 18
135 35 5
62 73 6
110 10 14
114 136 14
29 88 4
131 39 1
106 121 4
65 137 7
80 52 16
62 150 1
28 132 4
92 57 20
73 14 18
79 144 17
104 20 16
55 14 2
96 135 2
95 48 7
141 127 14
132 36 11
129 79 18
24 18 19
7 107 20
152 33 11
129 136 7
56 54 20
22 13 15
123 108 2
57 112 12
74 92 3
88 84 14
82 123 19
121 91 9
1 42 1
152 12 8
54 11 9
82 145 4
53 22 16
13 41 2
120 112 1
51 109 6
21 123 1
13 92 8
5 108 17
141 124 12
45 41 6
105 122 7
152 23 20
104 51 5
145 18 16
121 84 20
90 127 16
1 17 2
5 140 13
65 28 11
34 13 9
33 35 8
152 101 4
8 118 19
129 65 18
35 32 12
9 28 12
39 28 20
148 48 15
74 91 10
87 111 18
137 126 10
102 26 9
83 104 17
148 150 19
27 149 20
54 40 18
97 100 17
9 146 1
147 130 10
121 19 10
95 60 11
136 125 14
87 29 13
100 120 19
96 83 9
136 84 5
83 80 17
92 1 9
86 72 4
121 106 18
44 104 1
7 61 1
107 28 12
66 110 20
49 41 4
147 136 1
103 136 1
141 147 15
61 126 19
30 63 14
133 119 2
14 141 18
122 95 13
29 9 10
124 73 2
48 68 1
112 34 17
132 22 3
118 98 4
56 127 2
54 124 12
67 1 4
4 122 11
120 15 19
41 2 15
18 49 10
130 24 15
90 4 13
60 137 6
3 57 9
24 110 4
11 40 8
3 59 5
89 26 15
47 66 13
77 83 17
55 76 17
49 30 16
81 89 16
59 108 12
11 131 1
102 6 4
57 8 18
133 112 7
88 6 12
44 98 2
64 152 2
108 65 19
19 145 11
67 51 6
18 77 17
111 42 2
90 98 9
128 79 16
89 46 13
34 119 16
50 132 16
114 22 2
106 17 16
21 102 2
97 46 8
3 131 17
100 103 16
26 18 2
39 106 19
111 4 9
95 53 13
18 14 14
127 135 6
151 19 16
72 132 1
87 134 20
39 81 6
135 107 20
132 9 17
38 136 12
62 78 16
98 111 13
4 101 8
93 99 2
132 34 17
81 120 10
24 23 15
69 5 9
132 152 17
13 37 8
48 114 13
152 60 11
116 79 16
79 19 2
45 15 12
5 95 3
99 134 1
137 50 1
129 46 8
145 74 8
145 137 2
69 136 9
120 116 7
119 42 13
64 86 11
59 107 13
22 69 14
6 53 16
11 29 13
38 86 9
22 119 2
22 75 5
137 109 15
26 9 18
128 76 13
82 100 2
150 106 19
50 25 1
94 141 19
114 26 8
143 63 6
88 16 12
44 62 2
52 19 5
143 51 2
91 104 15
44 27 16
68 111 17
146 113 16
149 87 3
84 118 6
143 27 7
59 62 3
49 128 4
139 80 10
46 122 5
129 96 1
48 17 11
8 152 2
47 13 9
17 96 6
54 103 17
65 25 14
7 73 17
131 76 20
128 137 1
81 114 5
45 43 17
44 37 3
56 133 3
16 42 20
134 146 4
115 94 20
93 17 19
84 2 12
28 131 16
93 3 4
151 67 7
51 9 15
31 135 2
89 11 7
98 118 4
121 80 1
54 90 4
71 101 11
49 140 11
67 71 14
134 62 20
142 124 3
125 65 7
151 139 8
116 82 12
60 118 15
13 94 13
129 121 5
133 87 16
33 128 16
38 115 18
72 24 1
63 140 14
92 97 5
110 125 15
63 118 15
63 98 17
114 12 13
10 4 8
64 118 17
89 9 12
129 53 14
132 27 20
26 118 1
46 75 13
8 137 10
106 48 15
139 25 7
103 51 6
46 130 15
30 82 7
117 58 20
98 37 18
118 78 19
66 124 1
2 147 14
56 117 1
70 103 9
96 69 11
141 130 20
16 7 6
50 139 11
1 84 16
130 49 13
72 130 20
105 148 11
138 67 11
66 152 13
50 96 5
101 100 2
112 115 12
69 29 18
100 45 9
151 23 2
143 110 15
123 62 2
113 47 20
67 128 8
139 42 11
143 142 14
124 117 17
111 50 5
116 149 17
52 11 15
37 1 5
32 139 10
21 99 5
93 29 20
148 15 17
26 5 14
3 128 7
111 102 8
95 65 12
140 117 2
54 17 14
94 64 1
60 101 19
88 41 16
91 36 18
152 77 7
65 79 2
95 38 8
38 132 8
129 135 8
94 53 9
60 146 4
44 69 8
126 4 12
85 111 11
75 126 7
69 54 6
54 149 7
21 50 2
37 43 1
48 136 9
92 59 2
48 102 3
103 76 2
47 8 16
41 82 9
112 14 15
125 84 19
23 104 4
84 4 18
112 52 14
56 7 8
146 54 18
32 5 17
73 67 16
73 107 10
61 82 11
103 70 14
5 92 18
109 40 17
102 151 4
95 71 7
147 80 20
12 111 16
104 31 14
51 103 5
112 28 18
35 146 8
40 151 11
149 123 10
110 88 17
137 47 19
19 41 10
123 68 12
78 19 18
100 85 17
92 45 16
13 79 17
20 118 11
119 131 5
104 88 13
104 72 11
38 107 7
35 77 18
6 18 20
8 133 12
112 72 12
107 101 10
111 120 16
114 102 14
86 54 13
146 21 4
116 59 14
142 109 6
67 115 4
26 122 4
86 97 20
37 67 8
83 25 19
110 138 13
99 72 10
55 81 6
82 61 8
80 50 9
1 133 19
108 22 20
44 107 16
67 144 14
54 74 2
24 31 20
96 145 15
69 63 19
87 13 14
88 145 4
59 14 3
118 137 10
32 128 3
101 65 17
125 111 16
84 119 2
17 29 20
95 36 3
120 123 11
18 74 15
53 132 16
76 114 4
13 9 7
100 110 7
56 98 17
35 29 19
108 45 7
83 3 7
5 123 1
91 4 10
17 56 13
24 71 7
123 44 5
42 141 14
92 33 12
47 94 11
145 96 17
150 82 9
88 85 18
121 5 2
109 151 12
68 22 14
126 8 17
59 65 13
128 4 13
27 66 10
73 59 18
29 56 3
17 7 20
100 32 19
114 15 19
152 84 8
23 28 2
88 144 1
107 140 12
37 94 12
95 143 13
14 1 9
20 96 7
11 43 14
109 21 16
139 20 11
143 42 14
68 145 9
121 100 8
37 79 10
43 123 11
44 48 18
139 98 4
46 27 9
66 138 3
85 44 17
142 129 13
151 53 1
114 148 20
113 33 2
70 75 9
40 118 4
45 121 5
77 14 11
49 79 12
23 27 3
140 32 7
36 30 11
52 7 14
147 119 14
152 36 13
78 47 20
46 31 12
75 57 12
1 100 6
43 18 9
75 80 4
120 42 11
127 16 17
109 37 17
145 149 4
99 91 15
98 152 1
21 75 18
8 91 5
18 134 7
14 72 14
62 55 4
24 29 15
117 138 3
89 146 4
68 92 14
94 38 5
151 74 3
144 82 14
84 115 19
42 144 18
96 53 12
39 93 5
149 57 14
23 9 15
46 92 14
7 34 15
120 48 9
2 39 6
127 138 4
115 2 3
32 114 17
124 102 17
44 91 11
68 73 9
7 10 11
40 1 10
103 65 12
141 74 18
127 45 3
18 23 4
4 70 1
12 57 10
48 106 7
136 58 18
146 33 1
10 110 8
74 53 20
11 123 18
55 1 19
93 48 2
27 57 1
83 30 20
31 94 18
61 77 15
98 86 3
39 95 13
82 16 13
129 26 11
151 96 3
69 53 11
127 79 19
59 9 8
39 55 1
140 132 18
10 77 15
49 131 10
61 76 13
141 53 19
24 67 14
90 135 2
68 109 12
102 32 5
30 70 19
66 73 2
11 82 3
58 146 13
63 70 1
99 59 17
9 98 3
47 35 5
136 103 6
16 68 17
72 113 10
30 27 2
35 14 14
29 38 16
114 138 3
20 2 19
117 84 9
16 29 13
134 82 20
49 14 11
26 31 20
52 120 3
120 18 8
94 46 18
145 8 15
127 43 13
150 8 12
66 23 16
134 4 5
65 68 10
67 93 4
99 8 11
129 128 9
21 85 6
102 77 13
32 68 4
116 65 11
148 146 5
71 128 20
60 40 19
77 107 20
125 69 3
3 61 18
35 81 2
145 46 11
125 78 18
148 57 14
26 52 7
94 139 2
29 46 10
48 122 16
7 110 4
141 113 20
115 11 9
20 3 10
2 144 19
35 139 20
12 29 3
119 122 5
64 15 2
49 78 4
4 100 5
27 104 9
111 66 16
86 44 7
77 27 14
80 82 13
108 52 11
93 9 3
123 26 3
48 13 19
147 126 9
115 30 19
28 113 9
145 63 9
96 3 19
144 125 1
43 136 6
67 58 12
93 44 12
105 50 18
94 67 4
124 57 4
100 34 12
26 38 19
29 100 19
126 91 4
63 20 16
136 151 4
43 26 20
47 53 7
90 16 16
126 42 5
104 70 12
43 59 18
138 85 19
48 120 6
31 119 9
73 144 20
29 55 9
51 118 1
130 55 17
105 28 10
134 132 3
145 7 11
78 69 2
61 42 20
27 34 4
35 149 1
105 42 3
70 138 4
141 98 1
16 99 14
11 33 10
64 26 4
102 119 20
35 27 9
42 82 12
55 26 8
96 36 6
81 24 18
27 132 13
141 69 4
22 98 15
63 150 17
29 117 11
71 142 5
140 47 14
131 43 4
14 48 13
53 57 3
32 65 3
100 116 12
62 79 14
75 7 6
39 121 1
84 91 10
55 39 12
113 99 18
8 103 18
64 149 6
144 31 17
124 103 2
50 84 4
56 94 15
40 38 10
17 137 4
82 39 15
142 151 9
63 22 15
52 101 7
57 93 1
42 64 7
87 129 19
55 48 16
77 87 17
142 119 5
146 49 12
52 54 10
56 132 8
64 144 16
20 4 9
99 119 3
75 29 13
138 16 17
89 72 11
55 96 12
119 23 7
20 117 10
7 90 9
27 93 9
141 75 3
64 103 16
65 134 12
1 69 14
56 29 17
22 67 3
42 31 4
56 142 14
101 149 11
81 39 16
85 43 14
16 106 5
95 35 14
51 100 2
79 8 4
145 71 9
88 29 12
37 41 14
133 95 1
107 19 11
141 152 8
40 66 19
129 8 19
120 17 13
136 56 10
88 100 13
124 5 7
104 115 19
17 116 5
113 87 7
151 91 11
27 130 16
17 123 8
31 90 12
115 90 11
85 25 2
141 12 10
119 115 5
98 148 4
126 108 14
21 83 13
14 74 5
136 73 8
90 88 14
27 22 18
67 56 7
78 125 1
56 5 6
98 64 9
21 148 7
49 147 12
124 84 15
10 126 1
147 56 20
121 149 8
78 53 5
131 119 13
22 5 6
101 13 12
110 33 15
41 98 17
57 134 2
46 110 13
102 141 17
98 9 6
14 33 9
149 73 10
1 58 15
30 9 12
62 139 20
23 112 7
92 32 9
49 77 2
131 90 8
139 103 17
35 111 13
107 141 14
12 135 19
37 86 12
39 78 11
150 112 2
29 144 6
122 134 11
11 112 16
14 114 14
47 12 13
75 134 13
136 9 19
58 61 8
74 100 5
61 105 6
68 146 7
49 52 1
24 47 11
1 9 1
28 81 3
135 18 7
56 78 14
129 41 11
104 2 3
10 50 13
75 117 5
114 28 15
115 36 7
142 116 10
151 120 20
32 30 3
125 115 16
30 133 19
31 75 3
37 85 16
17 23 8
133 136 19
112 98 18
14 104 13
8 102 17
137 16 12
14 148 10
60 87 4
96 35 19
128 57 19
125 56 17
147 97 1
35 12 10
59 129 18
111 33 10
126 52 16
138 106 11
147 122 16
138 42 14
110 97 2
57 114 20
18 82 19
29 31 13
21 144 11
54 106 5
121 97 6
90 147 5
83 5 2
134 143 3
91 116 19
132 21 1
16 38 14
102 82 9
94 102 20
44 19 1
152 140 1
93 77 12
121 23 8
46 36 10
10 67 10
30 43 17
83 116 6
12 100 7
113 76 10
148 4 18
151 61 2
75 96 11
114 151 12
117 45 16
75 54 18
12 83 20
132 13 7
49 40 3
75 16 18
144 11 5
77 9 5
87 100 4
81 61 3
72 41 7
99 115 16
40 126 18
39 105 10
2 17 5
80 91 8
81 99 15
101 23 3
30 125 10
86 107 1
127 37 11
89 20 11
79 101 9
47 58 6
64 70 17
69 116 16
34 139 10
79 127 12
147 44 1
115 138 10
124 10 14
17 72 4
62 151 17
51 17 10
135 132 17
16 134 19
94 125 10
105 16 2
70 63 13
55 60 20
76 32 17
62 48 16
121 125 19
81 23 15
3 22 2
59 37 12
145 147 4
150 115 3
144 32 13
132 86 12
19 26 3
99 103 2
82 71 11
80 15 9
94 17 18
104 92 19
111 84 13
147 100 1
26 36 16
127 15 2
16 58 4
118 147 13
36 57 1
67 142 14
99 111 9
38 133 3
138 13 12
83 7 15
35 48 2
118 23 1
99 38 2
10 20 16
18 55 1
122 137 6
32 84 20
44 121 5
31 106 1
106 36 8
9 86 3
98 67 1
66 13 15
91 38 14
127 72 8
51 41 1
132 88 20
51 132 8
103 10 6
32 131 1
119 139 15
117 101 9
138 14 10
60 121 7
1 95 6
12 9 19
8 4 18
87 54 13
135 5 10
29 68 18
15 70 10
115 3 15
145 100 14
113 98 18
71 152 2
79 126 17
98 19 12
151 60 6
19 109 5
54 1 16
87 32 14
85 146 20
67 2 7
109 130 20
14 64 11
44 144 7
79 139 2
138 148 12
110 140 2
111 63 8
142 72 8
139 17 17
111 146 17
124 58 7
55 63 19
46 14 17
48 115 6
43 82 19
46 135 13
108 123 2
28 42 5
110 28 1
15 2 14
111 126 11
141 28 10
79 89 7
79 136 17
80 26 18
39 71 1
123 42 3
61 85 12
149 59 4
117 73 13
62 47 18
97 51 5
26 130 9
24 72 4
49 89 10
135 105 20
25 75 12
96 31 10
60 119 14
140 82 16
92 123 9
117 106 4
140 25 7
53 129 8
35 82 20
75 20 11
64 138 3
94 23 10
77 117 3
89 120 8
16 59 18
88 39 11
80 43 3
70 95 12
98 145 1
13 84 20
27 147 18
1 104 4
19 28 16
37 133 11
1 12 14
86 116 12
125 43 18
67 112 20
122 73 1
60 22 16
70 43 16
37 102 18
81 126 3
61 132 7
88 61 8
51 45 12
93 70 19
36 125 18
38 74 9
38 101 20
74 50 18
144 78 3
70 14 7
81 64 15
81 5 1
147 73 18
46 61 7
83 150 15
141 62 8
105 118 9
19 47 11
73 38 8
69 82 3
133 100 11
1 36 5
89 41 19
149 75 9
147 61 18
72 100 2
37 61 20
99 23 9
136 78 11
90 11 20
141 7 16
135 7 11
124 111 4
6 107 14
138 117 7
123 37 10
77 89 2
48 36 16
108 35 10
123 141 12
18 5 11
40 116 6
150 131 19
120 68 13
85 82 11
137 44 15
73 81 7
124 141 10
7 6 12
11 17 18
3 50 10
129 89 1
75 102 7
41 69 7
9 1 4
84 1 11
114 74 4
24 61 20
58 83 17
77 93 17
42 95 10
12 88 10
112 26 3
23 66 19
1 75 4
124 43 7
61 90 19
122 141 20
68 29 4
9 117 6
119 102 9
54 39 12
79 77 2
9 47 10
99 34 14
136 6 8
37 4 15
25 115 3
69 151 7
49 92 5
150 44 7
52 123 1
128 73 17
75 72 3
74 93 2
56 22 10
75 89 14
38 87 6
36 77 2
143 49 19
50 75 14
20 44 13
108 20 3
146 111 2
88 32 2
114 103 19
39 21 19
125 54 10
65 152 4
114 110 13
36 95 20
144 131 2
1 105 15
88 152 16
65 103 7
120 128 1
140 54 10
41 15 14
56 134 15
30 150 15
13 49 1
132 56 3
2 56 7
148 144 19
114 10 9
135 67 19
85 138 16
11 15 5
5 43 17
5 24 8
76 75 7
83 109 2
139 93 15
25 68 9
51 96 3
133 2 11
134 41 6
13 93 14
55 57 15
107 132 9
83 137 4
85 93 19
126 24 19
24 119 1
20 136 4
1 40 9
13 132 14
68 52 9
8 129 7
4 129 7
63 49 4
19 83 5
42 113 8
24 122 19
7 57 7
46 113 8
41 126 11
92 54 10
84 104 5
76 30 2
151 108 11
22 126 1
18 15 10
47 91 12
103 145 17
63 76 9
36 90 17
106 128 12
73 16 12
119 138 6
74 4 3
64 104 16
94 29 8
132 75 18
55 41 6
24 103 14
48 3 11
12 124 2
90 79 10
100 78 18
21 104 6
128 99 20
5 18 1
58 41 11
35 88 13
118 116 20
23 55 8
112 149 9
34 76 16
111 57 10
4 93 14
77 68 4
88 72 17
140 145 9
7 28 17
27 145 12
19 31 2
70 143 2
77 2 7
149 35 10
89 36 10
4 152 17
91 132 17
83 1 19
126 125 1
134 60 15
13 65 16
3 66 18
42 6 15
40 2 13
41 90 5
118 109 20
147 47 3
107 65 7
79 129 20
2 92 12
66 123 18
52 152 14
91 1 19
132 106 3
113 62 14
124 133 1
95 61 7
21 54 18
23 145 2
104 131 11
114 98 4
69 99 14
64 68 8
24 130 13
147 101 1
143 65 19
119 105 17
5 113 18
109 91 8
55 65 14
16 45 14
130 138 13
16 23 14
10 139 6
1 68 4
68 78 15
20 14 11
132 139 3
70 39 17
135 52 9
43 133 2
28 125 7
149 4 13
151 30 20
140 46 19
76 113 8
146 132 14
52 115 4
59 100 5
17 144 17
19 140 1
60 138 10
103 142 7
45 65 11
96 74 18
145 141 20
61 119 15
150 46 5
3 120 8
139 136 11
112 3 15
104 78 12
109 28 9
23 88 1
33 31 2
51 49 12
33 103 17
94 63 11
62 123 10
109 63 15
60 4 19
32 47 7
54 134 20
86 29 13
3 84 7
51 47 12
1 23 5
64 2 2
50 135 11
86 91 13
41 14 5
91 121 18
89 28 19
49 64 7
99 126 18
99 148 3
10 149 4
59 147 6
9 101 19
49 114 15
115 6 17
65 127 17
45 107 17
108 105 11
81 19 6
93 61 3
105 20 2
100 94 2
48 72 2
26 94 20
31 70 2
8 146 15
130 39 15
99 45 11
117 134 15
41 113 12
60 14 7
14 88 20
39 45 11
70 115 12
67 113 4
60 3 13
114 17 7
7 112 11
4 10 3
116 13 3
145 131 11
67 9 15
114 47 7
96 132 9
128 62 13
31 138 12
63 99 16
58 105 3
32 125 17
47 104 1
137 97 12
91 11 4
13 125 2
116 84 14
60 59 3
133 89 16
40 16 15
131 89 19
46 120 19
122 14 19
90 14 15
21 105 1
128 117 13
146 96 9
143 20 11
104 109 3
49 55 17
52 79 8
118 17 13
128 53 1
12 45 6
21 38 5
113 28 8
127 92 11
93 76 10
142 146 19
99 32 14
26 99 11
58 43 10
126 92 1
18 137 17
55 125 1
98 149 8
54 19 1
133 128 5
23 117 2
49 63 13
110 104 11
16 9 2
33 135 5
77 16 13
6 87 5
46 32 9
77 101 4
66 82 3
130 120 7
35 16 9
4 29 11
36 27 15
128 59 7
149 145 4
43 40 12
135 141 15
21 41 13
27 92 8
96 63 16
116 100 19
8 95 18
51 137 5
109 60 18
117 139 8
4 98 2
144 109 2
77 145 14
129 20 1
44 115 7
99 94 3
21 101 9
130 15 13
95 139 4
40 103 18
52 44 10
8 125 7
152 95 7
19 3 3
149 6 5
90 108 18
55 16 15
85 60 9
72 12 12
38 117 10
8 16 2
138 23 14
40 23 20
86 57 19
40 70 4
109 23 3
46 93 2
128 26 1
1 113 16
5 34 10
36 63 19
59 48 6
97 144 19
17 106 7
7 109 15
52 49 16
43 74 8
32 123 8
52 4 17
87 66 7
9 129 4
105 120 14
138 73 20
71 145 18
27 3 17
92 118 12
29 94 14
79 125 4
39 42 2
104 116 19
97 83 3
64 76 12
7 9 17
49 12 6
140 129 9
33 86 2
111 74 18
100 113 12
141 87 8
120 69 16
66 19 7
141 107 15
92 129 8
109 25 3
74 29 15
49 83 7
138 140 2
99 84 10
33 147 17
117 2 18
135 88 18
105 39 6
86 106 20
23 150 6
84 58 10
14 92 4
18 89 14
117 74 14
59 88 7
96 57 5
73 137 2
6 106 13
44 103 19
127 24 8
5 115 11
4 138 12
145 112 17
98 103 11
50 29 3
106 146 11
106 123 9
60 68 16
23 50 17
88 64 11
91 65 2
84 24 11
45 126 13
94 18 7
63 11 18
17 150 6
76 81 1
101 54 15
150 78 17
26 29 16
92 81 7
131 55 19
120 12 5
115 12 7
147 9 12
86 89 5
35 142 19
48 84 16
89 112 3
88 95 19
17 9 9
87 120 9
98 36 6
112 150 5
142 9 6
146 94 6
66 144 4
103 19 4
78 6 12
21 100 8
29 36 10
148 76 4
31 117 7
45 18 16
53 79 9
146 92 6
2 111 14
41 61 8
129 143 7
76 102 15
112 148 15
51 3 9
16 121 17
33 76 5
127 57 19
82 86 12
41 23 16
117 147 15
54 5 3
19 56 2
30 134 4
32 106 19
16 123 11
108 55 5
87 97 20
127 136 15
107 146 10
90 116 7
94 42 13
151 146 3
46 116 1
62 86 4
17 4 20
28 17 10
132 144 16
112 78 13
1 46 2
80 60 19
110 106 14
122 31 3
149 47 15
29 90 15
146 93 14
102 80 20
28 75 7
43 34 12
151 35 10
120 114 5
99 87 14
40 56 12
83 53 2
129 97 19
55 106 8
136 71 11
24 98 9
54 140 7
26 139 9
43 122 14
151 68 12
61 124 7
152 54 11
18 46 3
124 116 17
35 99 15
25 138 17
106 40 20
68 65 6
64 123 8
21 121 19
80 45 10
42 45 11
73 78 16
100 46 18
140 31 6
93 86 17
24 14 3
87 152 10
123 121 20
50 13 10
108 73 20
44 14 8
122 79 10
145 26 11
30 13 10
147 35 1
80 8 2
50 144 2
116 21 3
71 109 14
114 123 1
83 49 11
75 74 13
104 102 14
10 71 13
61 64 9
69 7 16
19 72 12
48 35 4
96 91 2
82 148 17
130 6 7
55 33 12
80 103 16
140 30 16
73 52 11
91 124 14
2 6 17
5 13 16
