38 720
25 4 17
37 32 7
3 28 10
30 19 5
14 12 17
24 34 2
30 38 11
13 34 20
31 8 16
21 3 1
10 18 17
16 9 15
8 38 14
30 24 1
9 31 6
9 5 10
6 18 19
36 25 6
30 14 10
26 11 17
5 35 8
29 24 3
29 1 14
14 28 6
22 9 8
26 8 1
5 26 4
7 32 20
37 17 14
10 20 20
9 24 3
22 30 12
37 20 2
4 11 5
18 32 14
1 19 3
21 23 4
30 10 10
24 35 11
5 11 1
1 35 16
5 28 11
14 33 13
35 34 15
14 7 2
10 3 9
11 8 5
20 19 6
28 10 16
23 33 14
19 8 10
36 23 17
7 25 17
33 11 2
21 9 1
37 36 5
6 25 5
9 25 19
24 21 6
8 18 16
26 24 11
34 19 7
31 1 9
38 2 11
4 22 3
12 20 18
20 25 14
16 11 4
22 34 8
36 19 19
33 22 1
3 21 16
19 33 13
20 13 3
3 12 2
38 7 17
24 5 5
34 26 2
30 8 5
26 28 16
10 12 16
5 14 3
30 33 17
17 30 2
23 11 13
24 10 9
38 34 3
14 10 4
2 15 19
37 15 16
13 6 16
21 38 14
20 22 10
30 23 19
25 23 18
23 14 15
3 27 3
23 37 3
21 29 18
33 13 6
32 12 19
34 18 1
18 24 5
19 37 2
33 3 12
7 6 15
18 22 3
29 7 5
25 2 5
20 3 2
13 38 3
25 1 13
15 4 9
9 6 12
34 11 8
24 1 10
35 3 2
29 23 20
8 35 4
34 37 2
3 20 8
33 1 8
4 7 19
38 6 9
2 23 10
14 25 11
4 9 3
28 22 6
23 20 7
21 12 17
18 34 13
19 5 16
3 10 6
13 25 13
11 4 17
12 21 17
36 15 14
35 38 6
8 4 7
35 22 20
31 33 10
3 37 6
21 15 17
4 29 17
11 18 18
27 31 20
11 17 15
27 13 5
10 32 20
24 13 14
25 34 15
4 15 7
34 25 7
5 20 3
20 4 7
1 29 1
10 30 2
34 4 16
2 4 18
12 8 17
37 10 4
3 31 4
1 37 11
35 16 9
35 6 1
6 14 2
31 34 2
9 8 3
29 38 18
2 16 19
14 18 19
29 16 5
12 17 16
25 20 15
3 13 8
16 37 19
20 5 1
8 25 14
13 10 19
23 12 14
9 3 11
8 31 8
2 20 18
34 6 7
8 27 7
22 18 16
38 11 7
18 13 3
15 30 12
29 25 4
5 25 15
23 8 8
22 33 13
7 22 11
25 38 7
22 5 7
37 33 16
16 18 18
2 14 6
4 19 7
26 3 9
28 1 19
2 9 2
15 5 15
7 19 17
38 35 18
7 34 6
1 5 7
12 27 19
13 36 20
8 29 12
14 9 8
30 5 18
25 10 19
17 13 1
28 2 19
18 15 18
4 14 20
10 2 7
19 25 4
1 10 20
3 24 13
5 34 11
32 19 5
25 35 20
23 2 17
33 12 5
8 3 11
7 12 7
7 21 19
26 7 11
30 2 1
33 24 17
36 33 8
22 13 18
8 30 8
20 18 7
21 18 8
7 26 2
26 25 4
17 7 19
3 6 15
25 7 3
17 9 3
7 27 2
7 17 8
36 18 12
15 24 3
22 31 3
5 19 11
37 31 8
3 26 4
24 11 9
3 2 2
24 22 3
14 11 6
6 3 8
3 15 18
16 34 5
35 15 20
8 15 2
16 36 2
38 10 6
5 8 8
6 12 14
38 23 11
1 22 19
25 24 5
10 23 6
8 10 15
33 21 8
21 20 12
15 34 16
16 20 1
23 22 7
14 30 8
8 37 5
6 13 2
26 1 12
23 4 4
38 14 4
22 36 5
21 28 6
15 26 17
36 1 10
2 17 13
24 20 16
23 16 18
19 23 8
32 25 16
15 11 11
23 10 10
33 17 4
11 19 19
16 33 8
13 18 7
16 8 6
27 4 6
9 33 2
1 33 16
28 14 14
21 24 13
16 27 1
17 23 18
6 4 3
20 35 9
38 3 14
18 1 4
22 10 9
32 29 8
30 36 10
35 1 12
33 25 20
32 27 5
27 5 8
1 38 10
1 24 14
26 32 18
12 30 7
21 27 7
10 37 6
21 14 15
31 15 12
9 23 7
32 28 16
27 38 9
22 38 17
16 38 16
34 21 15
4 13 20
19 34 3
17 31 10
32 1 10
35 7 13
5 36 5
16 35 11
15 10 9
30 32 3
25 14 5
13 4 9
4 38 4
19 9 7
22 6 11
31 24 9
6 30 15
17 16 10
19 10 16
15 38 15
2 33 20
24 31 9
34 12 18
4 21 15
37 26 1
17 4 4
37 4 14
23 6 4
1 26 17
7 13 17
34 16 7
3 5 19
4 36 19
1 21 17
25 30 11
35 33 18
3 23 14
37 29 20
9 1 20
28 37 18
12 34 19
11 15 11
14 27 6
8 33 10
24 37 9
16 5 12
14 37 8
28 11 4
28 38 9
11 10 9
17 6 12
31 10 9
28 16 14
4 35 12
11 28 18
22 20 3
28 26 5
3 34 10
1 13 18
37 5 6
25 15 17
13 17 8
21 4 5
3 1 20
14 5 20
1 23 8
13 23 7
25 17 17
7 9 10
34 36 19
35 10 10
12 1 8
37 25 5
15 32 12
6 20 3
37 2 14
11 36 9
10 16 14
38 24 2
17 24 18
33 30 17
23 32 12
4 24 2
13 15 9
1 30 14
38 15 15
14 2 12
4 31 2
16 26 9
3 9 18
24 16 13
27 2 14
23 15 13
