173 1373
151 30 18
125 161 3
110 112 9
61 77 14
131 19 7
173 162 5
155 12 20
17 151 5
8 94 4
172 13 12
62 163 14
165 114 1
11 3 12
18 63 15
74 172 16
62 23 13
73 12 8
2 42 8
48 86 13
60 80 15
2 56 7
67 19 1
21 93 3
83 148 11
54 48 5
149 109 15
53 8 16
146 135 9
73 9 17
123 20 8
61 146 13
116 40 1
8 60 1
43 95 15
96 100 1
99 76 16
76 128 1
64 100 11
93 124 18
159 73 11
83 85 8
63 28 20
62 160 4
105 29 16
74 76 8
90 1 8
41 28 20
124 91 7
169 135 20
48 72 3
72 155 11
69 44 13
104 57 17
151 113 19
71 13 11
43 102 7
137 94 11
90 45 20
16 165 12
18 164 17
43 63 13
28 131 20
117 13 16
68 116 15
172 138 5
5 7 8
137 96 9
124 12 19
28 152 17
18 169 4
80 39 7
75 18 9
114 135 10
36 154 20
70 152 6
69 156 17
170 72 3
143 22 20
112 1 18
72 143 10
22 2 17
160 76 9
33 16 3
92 51 15
93 121 11
11 16 6
156 137 13
127 58 15
109 169 19
117 67 12
25 41 19
144 27 16
60 59 9
109 151 19
91 22 7
2 32 9
69 139 14
159 92 12
97 27 15
160 96 5
145 120 11
130 43 11
18 102 2
47 37 16
126 79 20
104 33 13
49 53 1
83 39 8
2 87 15
89 26 9
69 170 3
42 78 20
40 96 1
49 142 20
35 46 13
43 149 9
82 149 5
86 59 6
134 60 14
36 100 2
157 168 10
52 161 8
162 28 12
152 76 14
6 111 20
63 105 8
152 13 15
72 50 17
31 11 6
131 50 5
77 145 20
65 19 5
44 114 3
119 128 8
8 63 17
112 97 14
76 59 15
126 31 2
88 62 14
37 144 19
142 48 13
78 64 7
128 107 12
156 4 2
141 137 4
15 27 14
165 103 17
165 7 1
23 46 17
80 82 13
14 2 19
43 32 7
91 159 7
31 93 8
99 60 7
55 26 10
12 142 16
76 133 16
74 155 10
133 62 14
163 27 8
19 69 20
111 160 18
136 17 12
56 60 11
81 30 14
49 54 6
134 84 18
115 159 11
128 94 3
154 31 6
50 123 6
161 28 1
129 24 7
23 80 19
144 112 1
55 113 17
167 73 1
5 139 5
149 94 3
110 74 20
41 75 16
82 62 10
38 18 16
62 165 14
137 38 8
76 108 10
148 137 10
114 56 19
159 68 3
11 110 4
86 53 11
99 72 17
68 66 14
59 91 17
145 54 12
113 130 3
25 56 7
67 121 15
85 106 9
38 117 10
109 154 10
88 79 8
104 147 5
134 32 15
88 129 13
79 20 9
130 44 17
144 63 2
165 147 15
80 11 20
56 119 9
84 158 12
136 89 11
79 1 10
65 41 5
56 71 15
3 27 10
130 170 18
32 113 2
165 19 20
19 74 13
27 158 17
113 120 2
76 150 1
70 166 9
145 48 1
65 50 17
29 132 5
7 163 1
131 106 11
45 125 10
29 151 14
170 42 11
6 117 1
15 138 8
16 109 6
56 137 2
139 11 10
128 122 10
61 78 10
12 108 14
114 74 19
155 111 5
50 77 3
14 83 9
75 88 7
27 95 14
7 60 5
119 140 16
16 152 9
129 115 4
50 55 11
140 161 9
62 37 19
123 2 8
151 76 2
44 102 9
74 61 10
66 6 7
131 21 20
149 102 17
5 103 6
107 69 14
99 82 17
167 156 18
144 85 9
113 128 11
128 154 8
29 171 1
22 81 17
165 8 20
29 12 12
119 118 11
24 44 5
137 162 12
31 85 16
1 24 11
24 151 11
107 131 4
22 152 12
83 96 16
72 124 19
163 69 3
101 92 17
72 8 11
25 163 3
84 6 14
61 54 16
143 52 11
122 5 1
169 90 11
119 13 3
139 54 18
58 41 16
116 6 8
129 121 14
134 37 4
140 108 20
18 104 5
23 57 3
64 34 10
77 126 7
82 145 14
122 62 14
139 129 4
42 85 12
29 170 5
27 136 6
168 154 17
84 128 1
120 18 14
53 94 2
165 128 20
6 52 17
134 154 13
170 155 15
167 19 5
81 116 1
61 142 2
15 52 8
33 169 4
78 16 18
80 8 5
155 13 6
147 98 2
7 95 1
69 40 17
157 120 18
66 133 7
11 147 17
76 131 12
145 36 8
40 67 15
139 173 13
117 146 12
74 152 10
90 47 7
124 155 16
100 48 10
44 58 19
165 85 16
108 56 14
19 47 16
61 13 5
116 129 13
47 154 9
24 70 6
165 20 10
79 119 20
126 115 9
98 106 18
152 166 20
21 136 14
128 23 11
62 138 13
140 136 9
101 159 5
109 150 11
98 8 10
86 85 15
131 134 6
88 112 15
101 132 9
112 39 15
87 100 16
127 52 20
64 157 12
166 109 5
173 83 17
84 46 9
44 18 11
107 156 4
18 34 18
56 108 14
155 99 14
172 52 2
69 67 7
74 59 10
3 58 6
17 93 4
114 88 11
125 22 13
63 39 4
64 46 12
26 152 16
81 102 8
14 171 5
104 71 20
81 26 3
140 42 11
23 107 14
97 58 19
56 120 9
49 10 4
150 160 6
127 19 19
156 33 3
30 88 13
135 169 20
125 87 12
160 110 19
61 158 13
31 40 7
116 41 8
73 142 3
8 95 3
169 29 15
30 10 13
38 145 9
119 48 16
20 34 2
153 46 5
123 76 2
39 143 7
41 167 20
30 126 20
163 122 4
154 103 18
12 140 15
163 37 5
55 8 17
55 161 2
165 110 12
93 100 9
61 140 6
91 104 11
39 115 15
141 88 4
59 31 20
95 22 16
102 172 14
89 21 16
150 70 3
28 41 16
120 6 8
68 96 19
5 134 6
47 53 2
5 111 12
126 32 7
127 133 10
135 1 2
160 81 2
153 136 15
158 91 12
32 150 7
165 150 8
169 141 13
106 162 9
137 109 12
48 54 17
48 19 20
102 131 6
58 110 18
85 46 18
6 77 8
56 20 15
104 15 3
157 72 14
162 160 12
121 34 18
166 34 18
123 135 6
113 144 6
66 55 11
109 12 11
128 19 13
27 122 4
66 106 9
93 46 11
8 166 12
150 110 20
89 60 19
158 172 14
67 16 11
21 124 1
3 30 10
4 56 10
144 121 20
134 166 4
110 125 15
119 101 7
114 141 13
21 77 18
168 3 7
71 23 16
100 108 9
108 46 5
7 137 9
172 53 15
76 86 13
128 55 2
96 84 9
172 15 2
94 9 18
35 79 14
104 131 11
2 17 18
169 23 15
122 22 8
137 49 15
97 3 13
170 98 11
42 49 18
34 94 14
153 80 14
73 10 14
100 12 6
125 132 13
114 32 5
58 168 7
88 91 3
172 87 2
118 129 16
113 46 2
145 170 15
154 78 10
117 2 15
75 122 14
107 166 20
53 134 13
144 56 10
9 27 17
89 47 13
29 111 15
73 82 9
141 15 9
88 131 13
111 158 18
74 91 12
82 154 12
89 38 3
115 165 3
113 70 17
51 98 11
84 123 20
98 52 2
56 107 18
40 63 7
82 11 7
3 44 20
20 132 15
45 25 6
33 138 1
127 15 3
121 98 13
82 148 3
34 30 5
144 21 17
106 102 8
113 56 2
149 27 9
126 71 17
94 56 4
131 9 9
170 129 6
33 162 15
24 22 16
131 60 18
11 134 19
67 29 11
93 8 17
164 11 12
46 151 15
6 84 5
135 18 6
123 148 10
97 85 10
40 43 6
166 53 10
106 119 20
146 164 18
90 106 12
127 103 9
73 108 6
16 21 8
117 144 17
20 19 2
44 10 11
79 2 8
27 107 15
3 31 7
159 72 19
104 150 14
26 50 15
31 17 6
5 85 18
127 56 19
160 99 4
62 130 12
141 156 11
166 110 13
8 47 4
74 33 18
75 46 16
91 79 13
128 82 7
10 55 2
61 85 7
17 69 20
124 112 18
12 137 3
58 60 17
159 85 17
112 159 3
95 29 14
159 108 14
4 117 12
132 129 5
101 97 2
37 47 1
138 10 12
26 67 18
119 52 1
23 163 3
38 124 20
145 136 9
41 77 19
121 6 16
45 129 20
43 17 14
53 166 1
119 154 17
123 53 1
64 62 15
132 73 3
94 1 18
122 60 14
80 172 20
35 98 2
52 114 16
44 108 8
24 46 3
28 132 8
90 140 14
16 51 11
163 96 8
130 45 12
92 124 3
50 158 5
50 161 1
55 157 1
53 7 5
77 35 2
39 76 6
5 43 15
167 32 5
157 161 4
158 31 11
157 32 15
32 34 7
146 88 8
21 92 15
67 120 4
22 158 7
117 114 16
41 108 5
109 91 13
124 27 3
45 40 19
78 102 8
117 148 16
160 27 9
106 17 16
42 82 19
108 16 17
42 154 11
84 59 8
110 72 16
71 116 2
15 145 15
105 40 7
168 26 5
75 83 6
4 76 17
50 10 3
136 3 13
109 86 8
32 147 17
45 169 1
96 136 12
28 67 1
113 39 12
147 112 15
49 93 17
59 89 15
61 18 15
99 130 11
24 140 6
145 92 10
107 140 13
173 54 1
138 118 14
4 91 3
171 139 9
90 24 16
95 37 20
36 135 11
133 110 10
101 81 9
116 14 19
159 139 13
136 55 15
151 58 17
56 7 20
102 96 17
16 143 3
71 5 14
131 137 4
10 81 8
24 67 18
162 11 16
43 71 19
52 49 16
58 165 10
106 35 3
75 115 15
31 107 10
119 36 15
134 46 8
43 69 11
111 9 7
93 3 10
52 6 9
19 15 19
39 120 5
26 146 18
131 3 5
98 121 6
172 33 3
105 76 13
104 13 13
66 58 6
146 61 12
53 31 19
76 69 5
133 46 10
90 16 2
163 156 13
22 73 11
49 57 11
14 50 18
71 121 6
131 25 14
162 68 20
9 57 15
55 144 15
10 61 3
1 16 12
24 130 15
162 6 5
11 78 2
141 102 16
81 169 7
90 5 1
96 148 7
57 160 1
70 161 17
37 136 8
53 123 13
10 142 3
88 139 9
141 69 5
89 7 13
45 87 14
19 44 12
6 68 12
118 92 14
32 140 12
94 20 4
144 154 13
31 20 15
11 113 4
23 28 19
124 72 7
51 42 6
82 172 13
134 69 8
49 100 10
25 21 12
75 116 3
94 99 9
30 109 5
34 83 8
170 158 4
93 35 1
137 68 5
123 28 4
152 28 4
148 4 12
114 30 20
61 124 3
28 105 9
106 139 2
164 135 6
119 6 6
20 143 1
93 44 14
108 23 6
127 122 20
166 62 4
148 123 5
6 102 13
146 34 12
21 24 20
6 143 16
149 114 12
62 33 16
126 93 12
170 46 9
43 39 3
119 138 15
97 143 6
7 67 20
54 40 18
140 170 14
58 145 8
118 158 10
125 63 10
155 59 3
132 53 13
75 172 19
140 95 4
133 53 15
112 107 7
114 73 9
85 82 3
121 151 4
17 102 3
130 83 9
164 167 2
139 68 4
31 35 3
65 119 13
117 9 16
36 122 12
123 158 16
9 58 11
5 26 12
14 156 4
82 98 2
29 63 20
99 93 5
42 109 10
100 140 13
162 158 13
123 42 15
79 68 19
92 50 2
173 147 3
153 161 2
78 81 19
120 141 8
157 20 8
124 59 4
105 26 9
146 19 14
165 125 7
41 32 14
139 31 10
127 113 8
159 119 9
126 139 1
98 162 8
156 109 13
155 165 2
103 89 5
129 81 7
74 73 9
143 39 18
143 165 8
48 150 16
24 54 3
157 151 17
143 86 15
124 67 1
82 122 9
59 77 10
160 102 13
91 13 11
34 19 16
135 95 2
16 136 8
118 166 13
30 130 3
49 163 1
170 159 16
73 139 17
127 18 19
108 141 8
79 8 2
173 71 9
136 69 12
128 84 16
36 127 12
25 127 13
135 88 12
100 36 14
70 131 8
130 65 11
50 143 10
57 143 2
79 105 1
171 11 5
119 46 10
115 71 8
107 157 2
123 84 4
93 153 4
163 109 20
75 110 11
120 167 12
13 24 10
23 146 4
20 91 15
18 157 14
95 90 15
38 165 4
16 36 1
34 27 20
95 121 15
40 136 12
64 82 1
36 115 14
79 69 16
