182 12543
43 12 12
60 84 20
80 106 3
72 128 16
30 137 19
100 174 9
68 181 20
170 25 8
72 122 8
82 27 7
84 123 16
63 1 19
18 134 9
59 77 20
56 161 2
99 78 1
85 17 16
15 59 8
26 130 11
137 83 16
71 166 10
17 101 6
45 118 3
51 48 2
56 158 6
70 74 15
128 158 14
3 44 4
181 105 9
136 24 10
173 65 18
91 161 16
81 79 11
128 20 16
103 175 15
176 98 15
24 37 1
67 88 19
8 140 15
138 93 10
103 84 2
138 46 4
36 126 1
38 72 18
95 46 1
148 40 2
146 117 4
146 55 1
48 62 14
54 18 11
137 174 2
157 2 11
26 37 15
156 128 10
178 94 7
64 59 18
47 22 6
120 168 15
98 33 10
33 141 1
115 149 9
98 123 10
127 21 12
153 176 5
122 43 16
82 160 13
8 24 16
177 143 3
91 58 8
121 145 20
39 77 4
131 175 7
96 173 11
151 15 8
97 136 17
9 89 16
161 96 8
24 145 18
55 107 8
172 45 10
65 138 6
160 140 10
14 108 20
124 76 14
100 45 13
118 53 12
113 85 19
4 108 13
38 34 12
1 23 20
162 141 7
163 119 17
29 4 2
120 128 13
111 102 10
163 67 2
119 182 14
45 76 15
78 77 3
155 177 20
113 49 14
103 61 18
161 52 2
160 119 11
22 47 4
109 82 9
72 18 12
93 116 11
151 66 10
135 38 20
44 22 16
42 125 1
67 103 18
84 134 20
144 27 9
124 135 12
96 24 11
13 171 19
59 11 10
54 146 19
171 61 6
27 102 2
179 41 4
18 124 3
30 86 11
142 81 17
171 107 4
159 123 10
41 76 6
4 66 20
119 78 2
92 85 8
132 67 20
128 181 3
31 12 14
165 104 8
158 92 12
35 122 7
24 163 10
67 38 12
153 156 11
82 66 11
8 69 15
5 14 2
31 98 19
16 80 12
79 109 12
66 15 7
176 93 3
180 31 17
121 1 8
11 137 3
167 144 14
80 148 3
99 50 1
75 65 20
154 15 9
15 80 1
52 74 19
14 125 4
68 117 6
96 127 4
114 165 9
19 116 16
120 32 15
8 106 11
83 132 11
31 18 11
48 69 4
156 137 20
167 22 14
179 171 8
144 157 20
71 175 18
70 112 1
65 173 1
177 74 16
176 158 1
72 77 20
149 105 10
114 89 3
67 85 4
18 47 2
79 171 14
128 58 20
27 176 14
31 43 5
38 90 13
62 33 17
27 181 9
128 112 12
123 50 14
160 67 16
171 17 2
174 145 4
161 43 11
139 73 11
115 164 18
67 97 14
96 178 18
46 123 13
139 117 12
135 94 6
48 82 3
132 128 11
145 106 15
151 62 15
72 177 18
81 115 4
123 28 13
162 128 6
57 138 4
128 144 16
138 10 1
164 141 14
24 157 6
108 179 1
82 68 5
145 21 10
122 15 3
149 48 14
116 104 6
71 50 19
174 59 2
177 94 8
178 117 20
103 96 13
90 49 12
178 11 4
17 4 18
66 152 4
167 85 5
42 156 2
61 19 20
142 13 5
182 63 3
67 165 16
131 126 14
135 122 6
30 10 8
68 75 11
25 114 14
85 155 19
67 33 13
160 175 10
165 46 2
157 112 18
63 115 20
16 67 11
34 96 12
55 35 19
45 113 4
120 16 12
94 136 15
33 167 13
38 149 14
159 124 1
134 58 15
53 127 11
19 160 13
123 32 9
173 131 4
154 122 13
161 34 6
19 66 6
105 157 19
54 5 6
41 10 3
87 117 15
126 135 1
78 75 14
60 89 20
182 129 7
33 176 19
152 26 12
180 78 9
2 71 7
11 121 20
181 169 15
134 13 14
26 125 9
145 2 20
106 1 2
46 87 2
5 56 19
122 53 14
110 108 14
139 173 8
126 171 8
56 122 17
63 20 11
59 36 10
16 13 19
156 59 17
107 117 9
9 56 11
116 37 7
165 175 15
24 172 19
51 45 15
56 127 2
91 37 1
157 129 2
87 179 16
21 157 8
130 60 13
167 70 15
159 70 4
21 112 1
65 148 5
98 21 12
61 165 8
39 140 14
45 44 8
156 119 11
94 66 16
18 50 7
107 81 4
90 155 19
70 37 13
67 6 19
8 66 6
39 159 3
16 21 10
43 176 20
99 141 12
32 159 19
162 137 7
105 44 17
106 168 6
180 106 5
38 167 1
115 23 1
21 92 19
25 134 2
92 105 7
151 136 9
78 170 3
138 92 12
171 69 17
112 66 18
112 104 2
178 90 8
38 165 1
154 7 9
82 152 1
22 121 16
120 70 9
44 79 15
65 67 3
126 50 7
163 34 16
131 29 15
147 73 6
25 31 17
177 39 18
169 108 15
56 111 6
134 77 9
73 57 20
176 157 8
27 50 18
110 87 8
48 51 10
11 130 20
110 178 2
47 164 19
158 91 5
129 96 17
91 40 4
178 88 8
118 114 20
5 41 6
66 142 10
17 153 19
180 134 16
125 180 1
124 27 9
104 28 9
161 118 6
92 168 7
91 168 9
3 135 13
145 25 17
169 97 1
120 111 5
171 31 8
70 96 20
97 74 8
32 145 11
71 122 1
45 30 11
24 32 17
122 48 13
54 34 8
38 25 10
147 14 12
68 137 15
147 51 18
150 136 7
116 25 6
59 69 9
169 146 10
49 85 14
8 11 9
63 102 2
100 120 17
39 60 19
74 24 1
181 174 4
123 107 18
4 165 15
162 18 10
119 115 17
1 63 3
102 90 18
40 2 4
99 178 17
122 94 20
113 146 8
92 39 14
128 55 7
151 89 2
94 25 10
172 79 19
56 180 20
39 37 18
114 7 5
27 129 5
46 113 8
5 76 20
150 22 7
7 44 15
62 137 11
104 180 1
26 107 6
91 145 1
30 130 5
147 28 15
47 73 12
146 78 11
101 99 2
37 159 19
7 39 19
109 142 14
107 39 14
103 1 8
7 31 20
99 177 17
10 95 20
87 112 19
3 30 7
49 121 12
137 181 6
52 108 7
145 86 9
163 60 7
68 66 11
49 37 17
58 100 17
11 4 2
95 6 12
95 108 12
126 63 20
13 114 3
95 76 9
33 110 18
154 178 16
84 11 3
1 175 11
4 87 9
63 82 2
171 15 9
105 128 2
90 39 20
37 35 19
147 144 12
14 137 7
111 38 11
138 38 12
46 95 18
49 158 15
53 112 10
180 91 11
119 124 11
83 86 14
150 94 12
133 132 3
88 41 6
5 136 3
53 165 17
70 54 3
54 47 16
16 129 16
52 65 9
120 20 2
137 169 14
23 119 9
43 78 17
170 83 12
72 135 2
12 77 9
4 2 5
47 17 3
180 69 18
73 6 19
104 15 13
47 37 14
121 133 7
108 174 7
101 63 20
77 74 16
159 77 19
106 177 1
180 175 11
9 65 15
25 56 9
61 63 11
65 19 2
56 112 5
118 157 1
63 150 5
139 144 18
133 154 2
179 105 14
51 101 3
160 5 15
94 29 15
112 87 12
41 63 9
15 115 13
36 15 17
179 21 9
151 78 6
73 143 10
5 11 4
143 170 6
159 81 11
111 65 17
118 159 19
60 46 13
118 81 11
4 78 19
22 100 20
37 44 15
167 48 17
86 8 11
89 144 16
25 182 11
2 154 6
47 58 5
181 30 20
130 77 3
47 18 4
144 102 6
9 69 11
70 77 14
161 37 7
180 62 16
134 117 7
147 35 18
149 33 4
26 35 8
53 81 11
42 97 1
15 159 7
127 101 3
13 79 9
41 77 16
52 175 7
86 103 11
173 168 15
25 73 13
159 49 14
73 127 12
50 145 20
150 111 2
100 114 11
176 49 7
76 101 1
176 58 13
114 48 8
24 126 10
94 103 7
151 175 11
94 96 14
164 63 10
117 163 15
57 28 8
173 157 8
100 22 7
54 136 15
122 31 14
133 125 8
11 93 13
70 59 18
91 94 7
94 28 11
83 139 4
66 1 13
21 154 6
33 26 7
93 147 18
151 97 2
128 108 4
152 177 16
90 139 5
16 104 17
104 4 9
91 123 11
107 143 17
91 48 14
135 12 2
156 162 14
173 162 13
101 131 5
12 92 3
145 161 5
177 82 8
37 173 9
79 97 5
93 59 8
132 66 12
109 161 12
88 111 20
91 56 3
54 64 3
33 122 19
114 56 15
158 166 2
127 54 16
57 118 4
122 65 4
33 45 6
116 5 5
117 95 8
1 20 13
84 52 3
160 38 12
17 13 1
134 11 14
161 68 15
64 61 11
156 93 20
97 26 20
149 14 12
128 69 7
171 152 11
25 1 2
170 17 18
116 150 1
115 129 18
104 64 16
28 91 7
179 6 4
182 145 10
68 104 18
92 91 7
79 108 4
66 75 4
180 75 13
155 11 9
1 101 7
51 106 2
75 4 17
37 157 16
140 42 2
125 133 5
22 155 18
145 97 11
118 107 11
118 25 9
168 3 10
60 6 19
151 34 6
108 75 8
105 79 4
5 161 19
159 72 14
71 88 12
93 23 2
39 12 1
179 52 5
6 165 20
120 133 15
150 59 11
77 35 15
100 39 11
76 81 12
35 61 8
58 18 14
123 54 8
174 92 3
29 7 5
161 9 4
91 139 2
125 111 3
164 115 2
51 62 6
62 97 10
165 26 20
124 148 9
133 12 3
147 40 7
153 72 6
126 163 6
175 159 13
13 12 1
102 116 5
90 177 5
9 31 20
128 154 13
119 104 4
73 123 15
33 93 5
56 37 15
164 29 15
72 96 3
148 15 14
75 136 13
105 139 2
131 162 12
106 13 16
46 140 15
11 156 10
47 24 3
129 104 8
42 68 14
111 148 3
86 94 1
71 54 4
104 27 6
117 73 5
74 23 3
101 28 19
178 15 10
153 180 9
39 129 9
58 108 3
151 40 8
38 164 15
110 86 18
159 74 16
125 19 8
102 119 13
124 168 1
147 138 17
30 48 5
76 105 20
26 73 3
100 165 15
98 146 20
123 176 15
92 118 11
137 37 7
28 33 8
40 179 13
178 80 5
135 156 13
16 181 2
173 98 10
129 14 9
170 8 8
156 100 3
160 108 18
154 135 10
133 175 12
121 42 2
103 176 11
62 64 17
147 54 13
32 182 12
62 41 11
139 14 18
151 45 20
72 70 20
25 20 20
83 140 8
38 115 15
148 176 18
128 140 15
24 43 12
169 104 20
12 60 5
7 82 17
110 154 2
166 50 19
139 132 1
154 41 3
35 6 18
160 134 19
157 29 15
24 70 6
114 81 7
88 87 4
161 15 15
120 52 17
153 62 4
143 34 19
119 122 10
14 99 19
48 127 6
124 23 13
175 8 3
157 95 13
38 73 3
73 65 8
29 35 16
116 177 5
62 167 10
68 180 20
78 99 19
63 40 13
171 86 10
177 60 18
142 151 15
174 41 13
130 123 3
93 57 17
15 172 17
4 111 20
145 7 4
103 123 15
137 166 6
124 160 7
132 173 1
30 165 16
174 112 6
42 76 8
86 144 20
168 147 2
173 163 2
40 138 1
54 92 18
99 88 7
129 37 10
73 66 12
112 111 1
146 152 4
53 55 5
58 94 5
174 84 11
167 177 6
101 48 14
53 75 16
143 14 2
26 43 12
8 1 11
159 88 17
85 136 3
178 74 10
133 120 10
181 176 3
100 13 4
171 119 12
134 79 1
41 158 1
93 22 11
52 165 13
59 1 10
132 64 4
124 111 12
117 131 13
1 41 7
58 15 19
152 44 11
138 26 4
159 38 19
141 134 6
13 97 3
130 10 18
59 157 4
7 93 6
101 17 6
51 128 14
179 97 17
143 52 12
18 83 9
181 95 18
38 108 8
80 109 13
64 167 9
35 46 17
7 146 3
150 14 8
126 64 15
16 25 16
168 96 8
174 94 7
132 131 14
57 29 16
29 136 18
74 63 16
91 5 12
159 75 13
40 59 2
118 20 3
32 64 5
125 20 4
128 137 10
156 52 1
119 80 1
62 25 17
66 170 7
37 146 9
5 3 13
170 175 17
11 24 8
43 42 11
51 169 20
102 106 6
54 50 2
132 110 5
119 174 19
82 131 17
139 17 8
131 105 2
26 74 12
45 116 13
10 166 16
129 86 11
57 11 6
100 142 17
26 79 6
42 32 16
62 170 19
69 172 17
141 15 3
54 60 16
63 123 8
58 123 15
158 179 17
179 150 4
181 175 8
174 34 12
116 95 13
128 36 1
8 176 7
16 101 18
140 163 4
173 38 17
109 67 1
55 117 15
142 115 5
52 161 7
121 148 15
49 93 18
21 100 1
46 161 11
80 19 13
118 181 9
56 29 1
173 27 8
105 72 3
137 150 1
102 12 12
66 146 2
166 90 11
25 7 10
23 87 20
11 76 18
107 131 16
129 121 1
164 98 10
69 52 5
93 26 6
38 91 5
58 128 5
138 152 19
15 174 7
146 2 14
93 162 15
69 108 13
179 90 8
124 158 2
90 122 3
67 160 13
62 89 1
146 44 12
54 113 14
49 76 9
172 169 11
62 109 14
73 105 3
52 46 20
137 7 6
65 127 3
84 6 13
48 151 10
163 23 12
88 125 10
69 114 20
29 176 10
150 120 12
179 43 11
54 52 19
105 116 17
133 17 3
67 64 3
25 60 14
21 151 14
135 46 4
182 49 8
119 156 14
33 180 11
84 28 14
18 3 18
88 165 7
24 167 13
122 64 2
179 138 13
123 90 2
148 89 13
13 25 14
2 112 18
153 13 19
44 30 17
13 172 9
157 13 4
65 27 14
20 169 6
110 174 2
70 46 4
149 74 12
78 153 2
90 23 5
174 132 17
163 40 16
47 169 10
52 105 6
107 125 14
103 52 4
172 121 17
71 87 4
26 36 8
133 126 11
101 117 2
8 151 13
71 15 8
168 66 16
110 172 20
91 146 3
10 7 18
83 78 12
46 103 6
162 54 7
172 26 3
131 87 1
129 157 19
168 143 12
2 124 5
87 32 17
150 96 7
151 178 12
164 41 7
126 151 1
23 131 17
110 79 6
138 41 13
152 176 16
93 119 11
179 79 8
146 99 2
13 143 11
53 33 14
181 158 6
61 52 1
126 161 7
83 117 4
133 86 11
3 51 3
141 47 3
26 9 8
40 117 18
72 74 6
101 182 15
152 56 4
3 62 6
173 109 4
130 150 18
156 98 15
37 161 16
99 54 15
88 54 2
161 105 16
32 35 3
141 90 9
21 99 11
129 59 15
96 74 2
148 48 20
72 138 2
75 109 12
171 14 19
156 46 11
113 132 10
147 90 3
130 110 2
28 57 16
2 24 7
28 171 4
23 114 6
50 60 20
77 9 15
176 174 9
125 9 6
33 115 3
14 138 10
124 91 4
20 172 19
62 117 5
176 18 12
135 155 13
15 47 17
6 160 7
14 1 13
129 25 19
138 130 18
47 55 7
36 61 9
152 143 20
42 147 20
176 99 16
23 113 19
45 119 10
117 4 18
40 132 16
158 88 7
143 6 10
100 106 12
61 37 1
153 177 18
175 161 8
91 151 17
25 155 14
64 158 1
93 63 7
54 122 8
19 34 10
178 152 8
32 51 16
80 26 20
58 165 14
81 101 13
53 178 12
28 2 11
145 175 6
84 150 4
172 97 5
141 104 8
140 7 12
164 86 6
51 16 6
29 96 15
31 148 16
63 54 17
147 75 20
8 172 16
148 93 3
159 100 7
12 57 12
63 72 9
91 167 15
175 4 3
14 105 4
120 167 5
106 3 5
120 10 6
155 29 3
62 6 16
126 71 10
63 133 12
37 41 4
150 33 10
86 101 8
83 38 10
133 15 11
129 134 16
169 107 3
119 40 8
40 37 12
17 99 9
120 135 15
26 156 18
43 59 2
110 141 19
33 145 17
87 146 5
77 132 1
41 122 16
64 161 8
29 177 20
73 169 20
84 66 4
73 108 4
93 86 1
109 152 4
126 42 2
129 38 14
68 127 13
46 70 3
95 165 14
135 31 19
18 106 13
125 57 8
159 21 5
97 2 18
122 127 16
41 74 5
54 13 2
56 59 5
33 25 20
136 159 6
12 48 15
142 172 7
177 20 4
169 116 13
130 56 7
133 150 18
100 76 1
11 131 9
173 35 1
8 42 3
55 53 4
25 66 5
106 60 18
25 46 15
181 48 8
45 180 18
109 95 9
111 83 2
146 95 13
5 137 2
112 98 4
177 48 13
55 17 17
154 101 13
19 113 8
71 146 20
93 72 4
72 54 8
149 17 20
179 76 6
8 5 7
44 181 12
2 107 6
39 133 6
127 23 2
78 147 19
173 58 16
52 129 10
13 95 4
68 145 1
3 25 17
35 68 4
168 69 2
135 161 4
21 160 5
72 55 13
87 100 2
98 151 12
109 164 4
9 103 3
37 160 9
70 66 6
155 52 18
36 58 3
50 78 12
86 22 4
140 162 19
16 77 4
127 58 13
151 120 5
63 156 2
127 97 6
76 69 11
19 105 2
123 154 18
76 111 19
84 68 8
60 63 14
171 45 8
108 130 4
136 117 20
50 116 1
119 92 19
95 72 12
120 55 15
48 5 14
169 42 12
124 155 16
77 144 1
52 69 2
89 22 4
70 126 4
27 180 16
152 121 17
24 138 4
82 109 18
123 14 19
96 164 13
57 48 18
179 61 6
73 8 5
16 125 4
131 24 2
158 175 10
176 17 5
59 98 14
110 39 5
157 6 20
147 69 20
79 74 4
87 149 7
83 92 9
106 33 18
99 149 3
115 37 11
30 142 9
122 79 13
127 178 13
60 15 11
172 93 7
45 51 19
170 134 2
60 111 19
108 27 17
20 13 19
119 97 15
17 36 15
125 35 6
73 94 16
90 137 13
126 54 7
54 95 18
73 154 13
165 69 9
178 50 5
92 44 9
181 62 17
87 1 17
181 9 20
7 109 1
114 77 20
26 105 13
52 7 15
2 171 6
26 38 15
168 129 18
70 182 7
96 86 1
13 138 15
72 17 9
82 2 6
79 10 1
80 52 6
160 90 20
145 90 9
87 89 15
182 47 7
66 56 2
138 72 10
138 74 11
139 101 14
13 51 7
65 130 11
182 161 6
103 178 17
53 82 20
19 81 20
129 19 7
136 28 3
94 165 4
132 121 18
174 5 4
96 69 11
70 122 10
133 42 5
104 94 2
89 166 6
120 113 20
78 120 13
162 31 11
137 35 8
84 26 16
27 175 1
26 63 6
3 13 16
157 170 13
28 76 1
33 67 1
57 145 6
107 124 11
140 133 5
165 34 14
66 115 4
90 140 18
54 14 13
59 170 12
29 69 8
165 101 2
103 29 18
161 136 14
175 147 20
169 129 5
114 66 5
51 156 2
51 27 5
63 139 2
74 9 4
47 23 2
75 52 18
28 77 4
174 180 6
174 7 13
112 129 4
139 27 4
154 175 3
33 159 16
96 126 2
172 68 13
95 169 4
172 135 12
169 86 17
56 176 16
12 74 19
48 64 18
94 114 8
71 2 5
68 171 18
135 51 5
122 141 10
74 148 4
31 92 13
107 20 12
170 85 15
142 5 18
85 98 4
115 168 17
57 54 3
43 60 14
177 181 8
64 126 13
173 29 14
19 135 13
40 123 16
134 82 16
164 167 13
71 99 17
87 27 18
145 69 13
72 63 2
11 180 5
97 43 11
147 61 12
33 155 14
58 106 3
5 32 9
157 16 1
2 53 16
124 21 15
86 56 7
54 152 9
72 85 12
159 57 5
140 121 5
16 24 5
45 39 18
46 145 13
41 165 7
99 25 8
27 31 8
178 29 19
134 81 7
8 17 7
42 28 17
34 44 10
54 88 10
115 5 10
179 45 10
136 16 12
177 96 4
16 145 5
55 97 17
69 104 13
171 145 9
83 50 4
18 158 1
45 90 17
88 141 17
114 94 2
163 142 13
169 158 16
21 84 6
135 152 7
137 13 8
113 95 3
58 167 10
90 29 6
180 117 2
133 102 9
154 136 14
143 122 5
40 142 20
87 148 18
109 103 16
94 87 10
129 145 10
10 106 9
163 104 15
146 108 18
94 79 1
56 93 1
174 4 8
66 90 20
163 71 12
90 164 20
165 164 20
97 174 4
57 26 19
59 44 10
136 164 10
47 32 14
50 42 9
12 17 1
82 148 20
117 55 8
99 107 18
144 82 16
41 160 8
84 163 9
121 156 10
152 29 14
11 75 7
81 47 10
100 34 2
155 58 10
79 177 5
160 43 20
9 148 7
171 105 17
158 43 9
10 66 5
147 131 10
113 29 6
32 1 2
121 155 17
127 105 1
93 136 9
154 144 17
45 43 19
141 71 18
24 182 14
154 3 4
55 106 15
55 115 8
81 181 10
3 60 8
10 34 18
64 156 2
106 6 4
49 48 12
48 53 5
104 171 1
81 63 3
68 22 17
66 161 3
179 83 18
31 30 10
58 93 19
130 70 11
159 118 20
84 37 2
163 12 20
167 147 5
172 32 4
128 97 17
109 54 8
107 102 6
54 171 16
85 107 7
40 15 1
74 27 12
59 173 16
48 76 12
175 44 8
79 9 8
5 58 5
50 165 8
167 36 18
127 174 18
157 32 11
55 105 9
119 163 13
100 82 8
75 129 11
76 25 2
57 83 11
121 4 1
158 171 19
56 169 14
59 143 17
131 16 18
101 134 2
61 105 12
96 52 8
47 181 10
134 56 5
150 48 18
149 24 8
55 133 10
80 63 3
63 12 6
96 112 11
163 45 13
130 140 8
43 4 11
89 9 20
163 31 11
112 179 12
168 81 8
49 19 12
114 80 5
97 92 20
141 81 17
153 120 2
28 158 16
37 69 6
67 82 13
136 39 13
35 94 9
107 30 8
5 60 4
150 125 9
102 10 19
40 119 2
69 134 20
10 55 4
91 33 6
25 41 12
181 75 6
21 53 15
28 111 16
4 133 1
174 152 7
164 83 2
169 105 7
131 127 18
155 167 9
26 113 14
46 166 20
128 148 8
3 98 8
122 150 1
145 112 16
45 15 12
21 55 10
31 3 18
116 30 5
4 55 5
100 154 18
121 153 2
182 155 11
43 94 4
3 56 4
126 155 4
53 175 11
74 77 1
40 64 14
174 106 5
18 78 5
170 15 13
15 103 19
108 159 18
36 70 11
8 123 16
54 103 1
131 140 4
66 23 3
133 69 7
154 94 3
40 70 3
67 172 15
102 59 18
163 54 5
88 156 17
90 113 1
156 8 15
106 76 13
149 161 12
60 105 5
1 64 15
14 130 12
5 28 15
112 78 18
85 144 6
70 84 1
131 123 10
78 1 18
33 32 3
87 95 17
101 96 1
21 70 17
102 24 12
51 120 6
66 177 1
150 153 11
144 160 18
16 134 13
102 166 11
77 125 17
7 43 11
65 117 14
181 90 4
172 140 11
174 23 15
116 44 11
7 59 8
156 75 3
51 176 11
31 70 1
105 131 5
147 13 9
77 12 8
138 55 17
82 100 15
74 34 19
90 40 9
83 67 13
82 117 1
118 147 2
42 70 6
116 88 17
178 36 10
147 173 8
127 126 18
1 71 3
101 160 14
132 115 8
54 68 19
152 3 19
10 98 2
179 31 14
105 80 3
42 44 18
142 42 15
159 42 14
27 15 15
42 146 7
69 17 12
85 169 12
66 178 19
169 46 9
178 151 2
95 64 13
56 77 10
88 53 12
174 169 14
115 57 18
17 43 1
82 92 12
123 10 20
172 160 14
138 95 6
11 172 16
99 96 7
33 47 2
156 38 20
164 24 16
103 41 19
49 176 12
154 116 3
138 160 2
79 115 1
128 126 18
91 96 1
63 182 13
58 156 1
93 9 6
3 111 14
63 31 4
160 3 3
139 12 2
148 144 1
70 89 4
35 180 7
150 60 10
128 172 13
77 56 6
5 7 12
36 6 2
92 175 14
103 138 11
118 34 9
55 75 3
22 135 13
150 124 17
165 77 10
92 33 4
99 104 3
158 153 20
150 30 4
106 55 13
11 21 3
46 75 7
68 97 7
4 118 4
9 100 19
90 10 11
175 162 14
168 9 19
123 159 20
181 136 20
173 18 8
69 24 19
37 120 6
154 30 10
125 70 7
6 14 16
39 7 19
48 25 1
24 73 7
31 46 18
48 40 10
165 108 1
113 144 11
94 58 3
35 32 3
27 108 3
128 133 4
23 77 2
53 122 19
155 161 1
137 86 1
121 101 11
16 39 2
104 71 16
151 123 12
77 182 8
81 59 4
157 116 11
150 163 13
129 77 9
86 63 9
59 168 10
17 55 3
140 159 5
123 127 19
5 75 8
14 27 12
99 1 18
55 23 14
165 151 10
47 108 18
103 166 9
141 1 14
35 12 18
181 135 20
85 11 15
97 24 7
166 122 8
41 49 14
78 31 2
137 132 13
3 106 13
35 64 15
54 57 14
60 119 11
70 127 7
147 161 2
141 14 19
7 125 8
91 76 19
40 81 19
146 123 7
81 37 9
51 144 7
146 76 17
70 145 1
164 148 12
177 118 2
174 111 12
67 167 14
19 43 1
13 8 17
49 148 1
65 34 11
140 39 10
102 41 8
137 22 7
130 71 16
129 116 4
37 182 11
92 19 7
110 85 18
26 134 9
175 70 7
31 27 13
84 182 11
153 137 5
5 84 3
102 85 16
54 175 15
172 84 17
150 11 14
8 36 15
66 82 14
158 112 4
106 68 15
21 38 7
139 43 11
17 16 7
10 69 19
62 121 6
72 142 1
161 168 16
61 27 2
172 20 7
57 140 7
149 141 19
9 43 5
24 29 18
142 76 2
134 27 15
93 39 7
78 117 9
158 170 13
177 18 7
6 69 1
146 75 1
60 152 1
88 109 1
148 68 16
141 19 9
23 165 1
66 114 1
40 89 2
4 137 14
164 173 4
110 94 16
133 38 11
60 128 9
181 111 7
72 175 20
54 150 11
40 4 10
182 82 14
137 49 4
151 30 6
182 11 9
91 144 16
88 75 11
104 73 14
78 16 4
129 70 15
63 163 19
37 162 16
122 170 6
157 138 7
54 10 3
45 100 20
72 5 16
45 162 11
54 58 20
55 4 15
78 121 11
158 29 13
9 150 8
90 124 8
18 177 11
10 93 8
146 165 3
45 81 14
17 134 9
19 41 9
139 4 12
167 128 10
134 57 5
129 178 18
177 126 14
88 174 1
124 98 3
22 1 8
27 144 4
86 162 14
149 172 7
4 156 12
50 161 17
8 80 15
6 167 20
51 35 17
148 129 4
148 166 20
163 79 4
14 33 16
3 43 19
30 181 4
60 40 8
11 67 9
177 52 11
29 161 8
29 108 14
13 82 16
91 13 6
177 92 6
38 46 18
36 50 15
100 163 15
171 173 1
120 39 6
64 121 20
82 149 18
65 33 7
82 124 19
113 172 6
73 27 11
8 116 12
58 33 6
148 76 4
122 13 18
20 130 8
23 29 13
6 147 13
124 47 18
72 31 18
165 103 12
176 164 2
53 40 18
147 59 17
102 53 19
96 72 7
81 148 19
33 154 18
72 149 2
51 39 4
75 124 8
47 149 2
11 80 11
166 132 9
133 21 7
32 168 18
118 11 15
7 160 16
58 70 11
3 16 17
126 138 15
158 2 19
24 66 4
142 49 7
52 54 3
65 140 2
75 54 15
106 37 18
47 173 20
117 20 14
72 158 3
127 80 6
64 136 11
166 140 5
37 165 17
121 47 14
13 175 9
147 153 11
156 17 3
167 5 12
176 76 7
161 74 13
40 137 2
61 121 9
133 157 11
143 150 7
164 34 16
164 38 15
180 64 9
57 132 10
35 78 2
74 32 15
134 24 4
84 53 6
44 74 13
25 107 20
134 158 19
43 54 20
107 62 2
34 118 18
109 24 9
103 98 12
21 49 6
26 34 20
99 82 15
77 87 16
106 73 3
159 110 1
92 22 10
82 119 8
105 165 20
20 60 7
123 33 8
123 46 6
22 44 10
108 176 19
52 40 11
34 10 3
109 13 6
24 81 2
44 140 8
38 173 15
164 102 2
81 130 15
125 51 19
118 132 18
101 38 18
27 104 15
125 99 1
77 106 18
35 37 5
79 58 18
180 19 8
181 55 18
50 17 7
53 85 17
112 3 8
138 30 1
136 26 16
158 103 11
41 137 6
15 87 15
121 114 7
175 145 2
