155 4199
22 29 4
137 66 4
103 94 13
5 144 4
71 80 8
35 89 5
77 142 4
66 12 17
36 21 10
91 24 2
137 45 10
7 148 20
23 95 5
22 66 18
120 137 13
87 138 13
108 26 5
73 58 13
5 60 13
1 150 8
27 98 12
48 72 11
12 94 15
37 82 16
16 46 14
108 99 6
68 18 16
47 90 15
4 61 14
104 61 5
71 87 12
50 101 15
20 113 5
85 116 6
27 131 13
105 51 1
132 118 18
29 9 20
138 134 10
151 82 11
125 120 14
8 14 2
118 155 9
99 51 16
40 77 8
88 43 9
17 77 12
147 46 1
126 43 11
52 100 17
16 55 7
151 111 19
151 91 7
46 31 13
90 36 12
82 123 19
51 107 7
14 98 15
115 68 12
22 87 3
54 69 7
60 65 13
150 27 10
28 39 11
101 128 3
132 55 20
17 105 3
100 85 6
74 44 8
57 66 6
139 86 2
121 145 11
25 106 14
19 133 2
11 45 10
38 143 1
155 126 20
67 38 6
145 122 20
22 64 8
107 75 15
63 117 6
13 30 15
112 104 17
124 150 2
78 95 6
16 111 4
53 56 16
130 45 19
76 66 19
6 139 9
22 46 20
63 25 17
89 104 7
125 72 6
11 116 5
18 131 15
92 150 2
54 125 14
104 12 6
62 17 20
95 39 7
57 68 17
15 1 10
76 92 18
131 70 13
92 87 4
8 23 18
44 84 16
56 100 3
39 99 9
44 110 15
111 113 1
111 97 1
15 86 18
84 69 11
15 27 18
5 101 19
14 112 12
5 134 11
57 17 1
137 61 18
119 138 10
114 94 4
152 75 14
131 3 9
47 139 7
91 110 3
114 124 19
33 128 14
50 151 5
11 132 12
15 62 5
9 21 10
34 139 4
145 114 6
13 5 14
30 96 19
114 21 19
154 20 6
17 70 18
51 80 11
80 94 13
124 69 15
73 70 10
96 26 3
88 38 10
96 34 7
26 114 12
46 112 2
71 128 18
25 146 17
78 70 12
70 5 12
16 77 13
100 139 8
109 71 18
123 133 8
44 126 2
108 16 20
36 54 5
33 78 20
76 155 1
24 36 12
7 18 10
27 117 18
104 38 5
153 5 12
81 16 2
89 123 13
53 125 13
112 124 15
128 44 7
25 34 19
81 7 7
147 33 10
74 137 12
38 101 2
102 148 17
135 81 1
29 101 7
131 24 20
1 119 20
114 110 10
107 36 1
118 27 19
25 68 2
1 72 7
104 18 7
67 153 9
119 148 14
140 124 10
129 91 3
95 49 17
94 122 4
98 138 6
132 91 11
48 22 10
33 68 8
152 7 7
144 12 11
112 41 7
47 155 1
62 69 5
29 17 1
150 155 12
85 42 17
106 66 9
141 91 12
114 112 5
125 84 9
133 30 12
21 12 9
49 151 9
95 76 3
94 100 12
135 16 14
13 86 16
103 152 14
26 18 6
109 118 20
139 77 18
21 97 2
126 145 2
154 84 2
90 43 6
102 128 2
16 124 7
41 109 4
150 71 3
133 147 13
120 88 14
90 44 15
55 94 8
42 49 6
69 139 3
119 52 1
145 68 1
39 108 1
112 102 17
155 46 15
77 132 20
12 66 15
21 120 16
113 128 9
78 41 12
53 5 19
155 116 8
70 154 5
61 111 19
89 77 19
75 120 6
149 131 13
79 118 5
69 42 17
74 87 15
63 139 11
103 138 6
147 114 11
69 87 14
112 73 16
76 35 4
18 62 19
102 143 9
143 75 8
74 136 2
24 46 14
128 38 13
147 29 8
37 64 10
138 20 14
3 62 3
138 46 16
9 147 14
30 81 7
10 122 16
22 110 5
59 119 6
55 87 10
118 141 19
105 46 3
11 140 10
24 140 20
15 128 7
83 124 4
70 133 3
47 121 2
151 147 6
92 46 17
3 130 9
51 46 6
68 24 5
34 47 19
9 61 19
52 144 17
142 25 7
44 71 9
56 33 20
153 91 2
26 93 4
6 110 14
31 22 7
40 23 20
155 31 6
55 49 1
112 35 12
80 79 14
13 101 11
127 151 20
64 29 5
19 75 7
7 143 13
29 103 17
26 123 12
41 65 15
76 153 16
100 33 1
4 97 2
155 153 8
150 59 18
69 150 6
57 92 5
4 155 12
93 151 18
124 37 10
121 2 7
88 102 9
123 105 17
97 71 4
101 66 19
90 134 8
85 2 1
76 5 10
93 64 3
117 32 9
28 119 11
26 51 9
56 141 20
27 49 16
117 149 1
110 83 6
64 134 10
109 55 16
120 114 20
127 75 18
16 69 9
28 61 9
108 116 16
137 109 19
82 70 9
59 146 3
137 54 7
61 129 16
111 93 6
37 65 2
117 47 5
5 41 5
65 148 2
111 96 20
16 23 14
37 48 14
139 151 19
32 56 17
99 39 7
130 140 3
21 121 7
28 7 4
142 8 16
119 54 3
115 87 6
137 93 5
82 4 20
64 133 17
6 121 17
75 148 6
20 135 15
75 29 4
145 100 17
31 63 8
88 144 4
110 126 9
111 52 14
21 142 5
108 65 6
68 117 10
14 22 9
42 132 5
141 38 10
15 87 9
4 101 14
96 141 14
114 29 14
41 16 2
95 124 19
2 36 20
116 49 16
149 90 7
138 42 7
3 56 13
76 59 15
104 121 5
93 155 7
76 54 8
44 17 14
46 96 9
61 9 12
117 52 11
3 133 8
58 113 6
84 4 16
49 69 20
32 26 18
85 18 8
101 11 18
8 119 3
16 32 16
35 83 3
12 102 16
91 42 16
95 20 9
130 51 4
69 82 4
117 11 12
141 78 12
89 86 13
63 68 4
154 102 18
58 81 20
20 138 18
65 77 12
4 18 18
37 87 16
95 15 7
138 155 14
37 88 19
54 118 14
69 83 20
134 140 15
23 5 8
42 69 1
81 39 4
15 42 7
30 104 16
56 86 10
127 122 20
127 142 19
40 56 11
22 34 2
83 23 8
127 31 4
93 111 17
43 125 4
46 122 19
96 22 9
145 115 3
61 87 19
94 93 6
21 114 9
88 42 3
125 13 14
10 72 4
122 81 16
87 126 12
155 66 10
120 23 5
52 50 18
126 144 10
66 9 14
7 63 7
124 155 4
84 9 3
155 97 13
7 150 14
13 149 19
129 81 3
50 132 13
24 69 18
124 102 16
149 108 6
60 43 10
105 94 3
67 93 15
110 99 19
90 78 15
135 18 10
48 68 18
74 49 16
20 96 16
94 51 2
103 5 4
41 90 15
100 116 11
43 136 20
107 105 11
154 139 1
97 41 19
145 67 15
52 19 3
103 31 7
74 114 18
8 75 7
123 113 12
104 84 18
65 35 19
88 33 7
115 129 8
60 85 16
24 137 11
48 51 16
19 124 16
153 132 11
77 66 20
48 62 13
83 31 17
115 104 1
56 96 7
107 88 15
55 99 9
17 79 15
49 43 14
152 90 10
131 17 17
42 99 11
34 121 3
85 72 11
126 94 1
26 43 6
99 83 7
102 96 7
144 64 13
46 61 3
62 87 1
127 29 11
92 67 15
131 4 17
69 39 7
78 24 5
128 48 14
38 149 4
119 105 8
8 150 13
27 23 6
53 23 13
150 148 1
69 108 1
86 80 5
151 22 10
67 146 4
61 20 1
50 136 9
11 92 8
64 81 12
58 73 13
88 70 3
7 57 18
53 92 6
103 54 18
117 120 8
106 147 3
121 41 15
1 52 8
28 82 8
92 106 15
29 5 9
123 11 15
26 30 18
11 133 11
140 61 7
138 11 8
122 98 14
53 99 17
75 93 15
80 8 19
85 96 2
62 52 2
59 67 19
36 12 14
96 44 8
74 33 4
138 63 18
81 144 7
141 85 15
14 10 17
5 61 7
151 89 15
134 114 1
127 116 10
105 24 5
32 97 7
47 79 15
114 127 10
100 112 20
74 92 6
22 63 3
65 58 13
5 3 2
132 130 17
116 46 10
110 78 8
104 91 4
5 50 15
49 116 8
145 2 1
62 23 14
6 88 18
6 59 8
152 35 17
70 118 14
12 39 11
16 142 19
99 146 18
120 7 10
97 118 18
100 147 6
80 132 4
138 69 15
139 102 7
101 26 20
140 148 20
126 51 4
84 125 13
57 5 2
141 7 11
132 154 5
63 78 8
31 27 19
118 11 17
119 111 9
98 95 12
92 33 4
152 83 14
55 139 5
21 91 13
53 35 19
94 97 18
78 127 5
98 89 12
65 19 2
23 116 9
96 20 8
65 16 10
125 37 5
1 24 17
38 76 11
41 136 12
89 59 16
130 1 4
26 32 8
154 22 5
34 117 16
101 148 12
62 84 20
128 84 19
130 122 9
132 129 20
109 29 10
24 3 17
26 138 6
47 55 4
130 145 2
123 63 20
30 102 16
4 68 16
135 8 7
55 37 16
45 6 5
39 1 15
143 83 1
42 76 12
32 104 6
61 6 9
45 35 10
40 38 4
23 139 11
39 6 2
82 50 3
118 55 10
57 43 2
9 84 9
90 82 10
73 110 10
106 154 4
85 6 3
98 28 8
85 33 13
142 81 18
16 43 9
45 66 6
123 41 12
88 131 20
2 48 9
76 120 8
151 49 15
108 113 2
76 50 15
2 134 10
11 118 6
77 110 3
84 31 1
59 1 19
73 79 15
37 123 5
52 17 10
131 60 14
18 103 18
134 71 4
144 81 18
131 124 17
119 53 8
6 78 18
16 118 8
135 121 18
62 18 1
63 115 18
46 99 5
45 78 10
145 66 2
52 41 8
69 126 20
83 98 19
97 114 16
1 60 14
28 88 13
6 150 7
10 7 11
116 19 18
15 8 10
83 27 12
120 62 8
21 144 12
122 85 12
29 85 2
57 80 9
69 52 16
41 61 14
78 21 2
70 2 7
61 84 13
92 16 9
61 3 14
128 124 13
89 137 1
13 121 5
64 33 7
91 106 19
111 10 20
115 8 10
18 145 10
79 114 3
51 83 15
136 47 3
118 34 3
50 90 8
82 31 4
32 16 9
41 37 18
83 118 12
62 136 13
46 58 14
95 114 16
108 104 3
142 106 7
76 138 15
74 106 9
89 152 1
126 121 19
88 97 17
68 151 5
93 41 2
13 136 18
69 88 16
53 41 16
87 117 3
46 35 6
4 90 9
125 27 9
140 115 12
61 149 7
110 54 14
29 66 9
61 101 4
41 154 14
93 85 17
127 130 3
79 101 13
27 37 9
62 21 5
5 81 16
98 3 19
77 153 11
2 58 17
15 65 10
36 2 1
17 95 12
155 19 12
39 45 13
137 107 5
7 78 1
25 119 2
98 46 15
80 110 16
115 78 16
98 17 8
64 35 11
102 47 16
84 120 20
57 42 12
137 62 11
100 125 14
133 68 19
150 114 15
25 40 2
88 137 11
2 46 12
22 147 18
152 42 4
69 65 1
40 46 4
36 145 9
141 90 13
137 84 18
86 108 7
80 40 3
57 8 5
68 30 19
93 148 2
81 61 7
111 101 14
137 103 1
10 55 5
39 36 13
145 52 8
152 26 19
4 13 1
155 146 13
115 99 1
20 150 16
87 26 19
1 46 18
23 155 13
58 4 13
146 148 11
3 111 4
38 82 1
19 81 16
58 40 4
23 27 11
66 80 3
89 48 3
89 70 19
142 1 3
101 48 12
57 121 20
138 51 20
30 93 12
37 79 17
63 26 9
109 153 7
1 137 7
70 120 8
42 73 5
126 18 12
57 41 15
148 145 17
102 20 15
81 23 20
49 85 15
82 5 12
48 6 15
70 75 16
29 83 3
110 53 15
83 77 3
22 36 17
134 138 18
150 30 17
89 78 13
53 4 3
136 18 3
45 54 12
7 49 7
74 125 4
125 53 12
62 41 18
111 141 12
145 135 6
47 68 20
154 87 10
111 34 14
73 45 8
77 51 13
8 124 3
113 94 12
140 122 2
14 44 15
69 32 20
104 116 18
2 15 11
36 53 5
47 112 11
98 32 15
33 76 3
93 17 14
60 120 2
3 103 5
34 27 15
149 72 1
130 72 8
149 111 10
106 39 7
104 128 14
24 142 2
7 140 13
126 118 7
147 120 15
81 153 1
85 113 9
57 87 7
65 81 10
119 153 3
82 68 2
110 91 4
43 97 10
2 34 18
64 147 9
73 39 17
75 90 11
116 147 13
72 56 15
106 141 14
86 2 13
143 122 13
51 71 4
84 105 14
43 71 18
81 67 15
16 109 20
129 83 11
29 137 4
136 122 18
47 19 6
1 6 17
153 56 10
119 107 11
147 149 1
60 41 19
136 56 8
50 29 20
2 24 19
60 126 10
108 17 16
90 140 1
72 104 12
58 67 15
148 26 18
154 52 20
4 32 16
151 81 16
152 61 19
122 17 16
150 90 20
33 38 11
90 72 17
50 97 14
48 148 5
18 24 20
14 71 8
51 119 19
78 72 17
61 99 17
53 61 13
31 89 5
69 140 4
10 105 18
124 24 5
114 76 5
29 100 17
114 120 19
31 106 5
129 10 9
32 61 4
87 55 2
38 65 3
142 89 16
124 19 20
119 118 8
78 82 19
75 155 3
15 9 3
16 132 6
76 98 14
97 9 11
128 19 14
140 2 8
126 153 3
88 66 10
137 94 19
136 143 4
111 77 11
87 9 16
29 27 19
5 82 11
23 90 5
18 41 1
137 11 1
23 36 12
83 82 9
70 142 9
113 62 12
121 24 3
114 82 2
40 79 16
96 103 8
136 95 20
114 85 6
24 107 1
70 34 7
63 70 8
11 149 19
19 131 12
100 99 18
145 89 18
59 64 11
154 53 14
50 73 2
124 95 13
124 77 20
6 11 7
154 7 17
80 25 18
118 92 11
8 48 20
147 107 20
112 72 7
35 88 11
103 56 15
52 147 18
63 119 9
51 117 2
18 8 11
115 93 9
122 100 2
63 91 15
67 15 11
90 16 8
30 119 1
32 137 14
109 45 12
9 95 15
37 112 15
90 38 2
78 5 18
114 34 8
35 101 7
60 35 8
140 32 3
87 63 4
25 138 15
48 114 10
32 150 8
146 84 8
9 7 19
126 87 12
24 122 7
57 148 14
106 99 10
85 30 14
46 21 11
50 68 14
116 67 4
106 24 14
133 33 2
84 7 18
17 106 17
131 51 14
75 27 6
104 65 1
92 85 2
126 31 5
37 126 15
28 149 12
60 146 19
29 41 5
144 24 2
127 154 4
60 73 15
45 144 19
42 47 6
89 17 18
30 21 5
109 48 5
132 74 7
130 69 17
101 57 2
145 28 16
83 55 5
48 99 20
43 141 1
18 12 10
38 26 5
52 1 11
125 87 15
5 26 15
62 142 9
56 102 19
110 102 11
21 56 13
128 24 13
13 41 1
49 45 2
38 63 19
3 154 10
64 3 10
103 64 4
99 87 20
22 41 13
114 28 6
11 7 7
51 88 17
62 39 11
124 79 3
122 83 13
124 80 6
155 63 11
86 114 14
93 79 7
121 66 16
120 76 18
99 126 20
92 154 15
123 122 8
155 55 2
63 145 6
40 111 5
82 41 4
112 101 7
100 66 7
25 152 9
112 62 4
98 154 14
89 121 2
36 87 16
33 116 12
75 122 13
25 15 5
55 126 20
8 37 2
26 62 1
119 140 2
149 50 7
22 138 14
138 19 18
120 18 18
91 59 17
140 50 3
75 104 19
76 78 17
110 103 18
140 66 15
43 26 14
67 47 1
55 151 16
97 82 20
67 18 19
125 124 8
42 10 4
52 86 11
99 40 1
51 146 8
77 155 9
30 66 7
143 8 14
69 68 5
53 153 4
144 10 18
153 60 9
83 66 17
89 108 15
46 60 6
46 38 3
78 152 20
10 139 12
39 19 4
100 39 6
131 27 8
48 24 12
138 74 19
17 129 18
101 20 13
73 32 7
53 9 11
36 73 11
22 81 7
60 54 7
53 3 16
76 11 6
149 85 12
123 77 4
109 96 13
107 153 5
27 50 15
112 53 17
14 41 15
16 67 18
114 119 20
72 39 5
12 155 1
90 89 15
113 42 12
109 91 1
126 16 20
145 12 8
30 56 15
96 120 1
59 31 14
97 108 12
63 113 1
151 129 5
4 86 1
118 6 2
71 131 17
135 120 8
24 116 6
51 56 20
36 114 6
59 23 8
60 52 2
117 48 3
131 18 3
131 136 10
34 51 1
140 152 2
33 55 7
39 14 6
5 123 14
17 51 3
124 26 6
33 137 19
50 89 16
13 128 20
154 5 1
36 59 1
74 39 19
138 8 3
72 62 1
90 96 1
115 148 15
50 25 7
141 41 2
61 53 19
50 52 15
27 54 19
129 94 14
27 43 17
52 82 5
59 16 15
35 97 3
104 147 19
122 132 7
74 4 4
152 14 11
17 89 19
78 47 6
120 13 19
46 129 12
28 31 18
125 80 19
83 153 5
26 79 5
29 25 16
48 143 9
93 127 12
111 49 20
1 13 5
31 26 13
153 53 8
120 144 17
3 71 17
130 96 2
141 124 3
116 138 11
104 75 12
147 31 7
82 153 11
151 29 16
151 78 2
139 41 7
55 2 16
117 131 1
53 128 14
35 113 2
110 36 6
140 7 9
104 113 4
45 2 12
89 81 1
130 7 12
98 62 3
73 69 7
46 37 2
125 76 3
128 73 9
101 151 7
58 36 4
112 96 14
37 96 15
43 84 7
71 34 17
107 35 14
143 38 8
30 117 7
102 147 13
15 99 4
61 24 10
2 4 14
64 113 16
115 131 9
148 34 20
149 137 14
89 115 13
2 107 5
99 77 12
42 35 9
32 71 5
35 144 16
114 72 20
57 37 4
90 141 2
39 44 12
60 99 12
59 101 5
16 11 6
142 19 2
140 51 7
107 52 18
104 133 16
60 34 2
130 90 7
38 128 17
100 154 1
121 58 3
60 40 3
42 26 1
58 132 18
111 50 7
153 120 14
78 146 9
6 120 13
107 3 18
31 102 16
86 34 5
20 93 9
152 101 11
114 3 20
127 80 19
125 78 1
100 122 11
108 128 18
50 46 10
87 76 11
90 128 4
149 147 13
93 110 15
150 69 19
29 7 3
80 131 5
95 75 4
67 149 8
4 43 3
98 97 11
105 31 10
62 89 10
16 133 20
73 57 4
119 154 20
25 73 15
22 62 6
77 127 4
52 76 16
121 33 18
149 121 8
132 66 19
27 56 18
84 106 17
82 16 6
122 150 17
146 41 10
117 146 8
4 126 15
36 64 14
124 18 5
34 16 6
56 53 6
7 54 13
144 47 11
105 130 6
88 120 7
114 81 14
36 85 5
46 120 5
49 55 4
150 88 9
155 144 3
56 150 14
5 138 10
75 87 14
59 120 10
139 154 18
35 125 8
8 54 9
2 109 17
123 64 11
23 58 4
149 7 13
35 60 19
112 13 7
76 113 12
41 60 17
10 19 13
135 26 8
123 149 13
111 116 16
152 106 15
148 155 14
57 32 1
99 111 4
140 137 12
149 155 16
129 147 16
63 107 8
19 68 16
137 140 10
58 50 3
57 150 7
6 51 15
118 150 6
67 134 7
130 127 19
31 67 2
66 97 19
155 82 18
85 63 7
35 87 11
146 27 6
41 141 11
2 23 7
135 42 6
74 60 13
148 48 6
48 44 8
90 112 3
45 102 9
127 109 2
17 111 19
95 57 7
148 97 13
75 16 1
35 63 6
149 4 1
37 128 1
82 29 12
110 17 2
31 138 8
108 93 5
9 90 7
73 112 1
88 104 2
117 60 15
120 152 9
60 82 17
88 91 7
6 12 18
139 42 10
133 149 5
67 125 6
148 42 7
116 129 13
117 90 4
112 22 15
77 81 18
123 13 5
49 140 7
147 123 15
38 68 9
144 134 5
29 94 1
148 54 11
60 15 7
153 93 18
87 14 15
36 103 8
76 152 4
94 110 14
153 114 16
18 70 6
7 98 19
152 129 1
134 1 8
38 15 1
19 110 12
121 62 19
84 87 12
5 80 19
86 107 19
155 113 10
97 56 6
153 81 7
35 96 19
53 50 10
19 78 20
69 131 11
74 56 2
4 7 20
3 119 1
66 142 6
64 39 17
23 3 7
61 37 19
103 16 12
147 10 15
150 145 14
153 151 5
122 82 5
103 63 13
14 52 12
127 112 13
26 33 6
142 87 16
97 21 8
58 10 13
56 127 17
144 20 14
143 54 16
51 93 6
102 134 2
26 57 17
58 2 7
39 111 10
29 19 12
17 76 6
79 58 2
99 131 1
91 57 18
38 35 11
63 58 20
87 27 18
125 137 7
153 155 18
136 75 15
82 140 5
106 38 8
81 78 9
10 14 15
94 18 9
149 47 9
135 133 15
57 69 16
90 33 7
99 136 8
93 62 7
100 12 19
82 59 4
117 68 2
86 6 16
152 85 1
96 139 19
9 141 4
2 143 1
62 49 20
6 27 10
54 52 13
16 119 6
68 91 1
129 20 19
69 125 9
117 85 5
86 72 6
147 88 5
119 81 14
139 133 19
121 63 4
12 124 9
140 144 19
54 80 7
97 2 11
26 31 11
65 23 19
119 37 7
44 38 10
143 11 13
18 11 16
138 22 1
93 7 19
138 60 6
86 1 12
151 149 14
146 25 2
66 110 13
137 120 2
4 108 17
146 92 20
133 74 6
88 133 12
154 82 8
61 102 8
54 90 20
45 101 3
154 116 11
85 12 9
4 41 11
5 135 10
93 112 2
58 38 1
46 50 16
114 24 6
48 110 15
149 74 20
109 20 2
87 123 15
40 51 10
19 3 19
131 54 16
135 131 18
86 141 7
134 63 14
94 136 5
14 155 6
100 90 1
72 52 7
89 51 10
91 77 17
111 4 12
87 99 14
78 29 20
71 129 4
144 34 4
41 47 4
66 114 15
3 152 16
134 85 18
129 143 19
32 98 20
70 151 18
104 73 3
90 111 12
138 66 17
11 106 1
84 90 16
80 37 12
131 35 17
118 75 18
128 23 8
76 96 11
10 18 14
114 83 10
124 34 10
97 17 5
31 124 1
68 55 7
69 81 6
143 139 13
74 111 11
146 153 3
35 146 17
117 81 17
117 107 8
133 29 16
102 29 15
1 127 3
82 33 10
32 87 20
109 42 6
106 59 13
84 132 17
9 153 3
83 110 18
151 106 12
151 77 14
44 76 15
42 8 15
150 16 20
100 75 4
145 134 17
88 122 20
53 72 19
128 22 16
45 25 3
89 9 14
130 138 20
125 154 11
36 40 15
148 18 11
80 107 3
132 145 1
111 110 5
99 37 5
123 114 18
57 47 8
73 144 1
137 80 6
143 115 20
27 107 14
149 32 5
86 130 11
41 86 5
91 151 18
152 119 2
146 142 10
148 59 5
100 8 9
50 150 4
39 143 20
63 59 17
38 95 4
90 51 4
85 44 12
15 117 17
2 81 2
27 123 6
38 150 14
76 137 6
55 85 13
81 151 12
20 69 16
37 45 18
80 16 7
8 100 10
56 21 14
23 8 12
143 45 19
67 88 20
144 142 6
128 67 16
150 53 2
72 90 3
57 44 14
40 66 2
24 20 16
2 53 10
83 41 2
94 14 5
66 130 10
74 13 1
126 92 1
6 4 11
139 27 16
56 111 4
76 128 17
128 45 9
136 103 19
116 72 17
57 28 7
69 73 8
5 66 15
130 46 5
2 37 1
2 59 6
25 101 11
16 41 5
56 143 12
35 103 15
13 4 20
64 72 12
53 44 9
14 18 5
81 141 8
96 142 8
34 11 16
66 26 1
20 49 8
43 83 12
104 62 2
38 92 20
12 145 8
50 125 8
101 50 3
97 113 4
74 138 14
100 15 20
115 34 9
42 122 4
70 58 19
6 32 17
117 17 11
87 19 14
103 128 3
60 69 12
50 143 16
105 54 20
24 13 15
74 21 1
40 90 20
43 62 7
145 21 7
146 135 7
51 16 10
21 50 13
127 40 12
112 81 17
29 120 13
4 129 9
132 152 19
121 17 17
95 103 20
41 131 10
56 25 6
25 45 2
14 139 9
15 95 6
3 90 5
80 93 8
31 36 11
126 123 4
110 29 1
84 70 16
75 92 13
132 84 2
51 97 12
9 79 1
136 81 18
105 128 17
14 3 18
41 95 7
84 49 11
75 7 1
133 119 18
61 88 8
3 39 18
48 52 13
128 154 4
100 5 14
69 14 14
9 146 9
24 151 5
1 37 9
18 14 4
12 75 13
56 44 2
75 91 15
74 30 5
22 130 19
72 10 15
15 148 9
132 52 1
13 52 13
148 16 7
34 155 7
77 56 9
134 97 2
9 136 11
105 147 4
114 16 11
99 152 18
107 128 1
82 107 5
41 66 12
12 100 11
6 21 4
41 122 10
27 130 13
56 138 7
71 125 7
34 137 3
128 134 11
46 28 12
111 26 10
55 57 7
43 110 12
9 71 11
138 135 11
61 35 3
64 105 17
11 105 20
30 77 4
131 122 3
84 78 14
137 74 16
149 128 17
98 75 8
125 109 2
34 26 19
11 130 18
40 52 13
143 32 7
68 47 13
49 120 8
106 136 14
45 90 13
119 104 3
40 5 13
65 73 18
39 68 4
57 122 3
42 109 4
70 21 2
42 36 11
122 141 19
7 153 15
144 83 18
96 122 2
15 153 17
132 37 9
68 60 17
140 68 1
88 105 8
50 113 14
97 79 11
92 52 8
21 41 18
20 136 19
57 151 7
133 94 20
88 128 1
9 112 19
63 24 8
142 77 19
33 82 13
84 52 8
124 104 13
72 89 11
67 72 5
127 91 19
100 104 9
23 62 20
34 91 10
61 77 1
152 109 14
24 5 15
150 72 4
8 49 18
96 115 16
5 137 4
41 138 14
100 43 12
47 39 8
92 122 12
31 116 18
75 11 7
151 133 19
11 2 10
92 129 1
74 7 11
56 97 2
65 75 13
71 7 17
99 65 20
132 96 8
82 137 8
38 132 12
123 110 13
149 46 1
24 86 4
61 108 20
42 18 12
36 55 10
105 120 20
139 97 12
101 23 18
