65 1761
23 25 4
41 45 5
3 38 4
29 32 9
35 11 3
33 13 15
31 53 1
32 29 6
49 65 20
18 5 12
44 53 9
23 45 18
60 40 6
27 5 14
45 39 1
52 7 5
34 39 12
34 5 15
29 53 2
50 7 11
28 51 16
48 8 17
61 57 18
65 62 2
40 12 1
46 41 14
19 60 19
26 39 9
13 22 19
48 7 5
31 16 13
37 22 5
29 54 9
25 3 13
39 5 11
16 38 1
10 43 11
51 11 4
7 31 15
16 14 8
2 46 8
9 17 20
13 47 20
18 9 2
63 47 8
25 62 7
5 9 4
11 59 2
31 65 17
5 18 7
52 19 12
51 28 6
5 42 2
17 62 5
28 61 18
48 20 5
39 24 8
8 34 13
54 64 2
2 5 9
29 58 10
37 44 4
62 50 15
6 3 8
20 33 3
18 15 2
14 53 6
18 60 16
15 50 5
13 52 1
29 17 9
63 53 19
10 37 7
13 12 13
45 44 5
59 31 5
46 43 12
43 23 11
27 4 4
15 55 9
31 35 11
21 58 8
9 4 19
65 16 2
14 60 16
46 55 3
25 36 15
24 15 14
34 41 10
59 56 6
47 23 10
34 45 4
16 53 7
37 54 13
19 13 3
9 57 17
46 13 15
60 57 16
37 43 11
29 18 15
52 27 8
31 30 9
21 36 12
9 60 4
11 14 4
58 24 5
2 4 13
33 65 6
33 36 8
29 65 15
10 53 3
22 18 14
52 38 11
53 49 1
57 59 1
10 52 4
21 55 14
43 22 8
60 55 10
52 20 9
36 35 17
56 40 4
30 16 1
13 51 14
7 38 10
60 46 11
51 61 15
7 10 5
63 59 1
19 43 16
49 15 12
36 5 2
11 35 2
36 49 14
61 21 16
43 6 16
45 47 7
42 40 19
61 19 14
46 34 6
22 26 19
58 18 20
57 18 4
53 12 9
32 53 7
29 7 13
9 42 18
25 14 16
52 25 7
50 19 19
41 2 8
56 3 4
19 57 6
32 42 17
19 35 5
27 47 9
3 61 15
17 33 1
43 64 3
61 49 3
64 48 20
2 20 18
24 36 19
45 6 15
6 54 15
9 50 9
27 19 2
4 18 16
40 64 16
40 37 8
43 58 18
40 50 16
10 45 15
17 6 3
8 6 16
57 6 2
10 57 7
29 19 2
32 59 10
17 35 12
41 14 1
58 53 20
34 65 1
55 18 17
17 25 7
54 18 17
50 30 1
53 58 11
54 24 11
56 42 12
6 59 20
60 11 5
61 6 17
14 7 10
38 15 19
56 29 20
20 36 8
14 61 16
40 19 18
16 10 11
33 17 5
32 24 9
37 62 12
46 52 15
60 30 2
25 59 8
42 45 19
63 26 7
31 50 15
2 48 7
49 34 13
46 63 6
5 59 13
65 6 20
59 24 17
4 40 4
25 18 15
65 17 11
51 47 7
46 50 19
64 34 10
49 13 18
42 22 14
48 51 4
8 14 9
49 52 6
1 9 20
19 54 1
2 22 8
52 35 13
22 19 10
35 3 12
54 46 18
10 30 15
23 38 9
42 21 17
22 24 20
3 42 5
35 46 16
38 59 10
58 20 19
62 56 9
43 48 5
7 30 5
46 23 1
2 6 14
25 63 18
3 44 3
48 47 6
16 19 2
5 13 6
30 10 2
44 54 6
3 62 5
54 43 4
14 44 12
64 5 19
54 7 2
11 57 13
33 19 7
46 40 11
57 53 16
45 50 6
43 10 19
20 60 5
65 51 15
4 41 3
13 10 5
4 24 13
1 23 9
42 64 10
29 21 1
16 46 8
27 60 5
21 26 19
9 55 20
49 10 2
60 39 10
19 21 9
10 24 7
50 65 7
16 31 2
26 46 15
15 7 6
26 29 1
35 37 2
49 23 6
12 17 15
41 35 7
40 14 10
40 10 10
5 29 2
52 28 14
60 23 9
23 43 15
5 21 12
16 39 18
56 9 4
7 56 4
38 32 2
44 60 4
34 26 6
17 48 10
39 46 15
43 1 18
59 40 15
51 50 19
59 42 2
16 62 16
49 1 6
43 11 7
62 51 9
37 32 15
15 34 13
22 62 16
15 56 3
36 40 4
36 50 13
48 26 15
19 25 5
12 18 20
21 28 7
18 23 3
10 62 13
62 7 10
47 39 18
15 38 5
39 54 6
6 19 11
25 42 5
34 40 17
49 56 2
32 31 11
6 56 19
13 33 1
18 51 11
44 29 16
12 4 4
63 10 9
55 23 20
24 63 5
39 3 20
43 2 5
20 44 17
52 39 12
40 52 20
3 29 9
6 57 11
18 8 13
40 54 14
65 12 19
39 51 18
5 30 10
64 51 10
7 40 18
33 14 1
38 16 19
56 24 13
8 41 15
58 48 6
7 11 1
59 43 7
23 14 17
8 28 4
49 18 1
62 58 10
15 64 7
38 61 15
15 2 18
31 61 15
20 39 10
65 38 9
29 43 17
12 62 10
11 54 11
25 52 18
64 49 4
61 43 3
6 26 16
27 2 18
28 39 6
43 9 4
20 48 18
18 57 8
6 14 12
4 22 17
14 9 9
1 35 12
48 63 20
49 40 13
60 56 13
53 43 5
2 56 19
39 2 14
45 25 2
46 26 20
54 56 17
25 22 20
10 63 5
23 58 12
27 29 14
42 3 7
35 49 2
61 31 12
37 21 14
16 45 15
40 4 15
51 6 16
22 21 7
50 16 3
13 1 10
15 52 1
65 63 14
30 36 17
50 64 17
30 48 8
33 59 6
35 47 19
30 5 6
32 54 16
61 2 3
2 18 5
45 18 19
18 47 17
55 60 3
32 35 20
1 16 18
31 23 15
64 11 11
61 14 5
63 32 1
44 51 20
26 28 15
17 22 17
58 21 10
31 47 2
63 4 16
61 17 18
58 30 3
55 63 3
33 48 14
30 17 1
60 16 15
22 38 4
53 42 1
35 23 3
38 1 10
56 5 13
21 4 14
24 3 7
53 19 8
44 2 15
2 39 11
55 16 11
51 63 2
55 54 7
54 11 5
43 30 18
1 32 17
55 52 16
39 23 9
42 7 20
17 37 4
32 15 9
9 65 9
52 56 2
35 45 19
43 24 7
13 63 2
53 20 10
52 46 12
16 56 14
17 4 1
8 7 17
64 29 1
10 60 15
10 47 3
29 33 13
59 19 3
59 11 1
19 28 14
62 13 3
16 15 5
16 43 17
28 38 3
10 2 3
8 61 2
2 47 8
54 1 2
44 31 6
40 43 20
56 7 2
52 34 11
31 41 2
19 50 4
27 39 6
30 20 13
18 20 15
61 51 12
35 30 12
26 24 7
34 61 11
2 7 4
44 15 14
29 20 17
2 15 16
21 15 15
65 28 12
36 59 15
63 18 2
31 15 4
35 22 12
42 60 10
58 55 8
13 11 1
29 63 12
34 23 3
63 35 5
56 41 2
10 27 10
24 52 14
18 12 14
52 26 1
23 54 4
16 34 20
51 56 15
48 27 19
40 3 13
50 31 2
10 20 7
55 32 14
34 51 7
2 40 7
47 62 7
27 14 10
9 64 8
22 13 8
8 46 1
18 65 8
9 33 13
44 21 19
47 60 17
48 57 6
38 65 4
22 57 1
9 45 14
40 38 11
34 46 10
21 27 20
16 8 9
42 38 18
24 30 3
13 19 13
32 11 15
57 29 11
31 1 13
12 21 14
27 38 9
37 14 6
20 49 17
51 62 6
43 41 3
7 32 1
38 18 5
23 29 1
33 57 3
51 29 9
42 5 8
19 48 11
11 55 4
53 32 6
61 64 7
59 65 11
13 64 13
56 35 16
41 63 4
19 4 11
17 59 6
64 44 7
24 22 5
20 22 3
15 21 13
30 22 18
6 42 18
40 57 5
40 15 14
45 22 17
38 48 5
44 24 8
65 47 10
17 5 15
42 53 4
41 27 1
15 3 12
10 48 14
16 33 7
36 34 19
16 59 6
13 34 2
47 14 4
23 1 7
7 14 2
21 24 6
39 6 18
49 39 8
42 1 20
19 15 18
2 61 6
58 22 17
22 30 18
55 50 16
5 40 3
43 45 13
36 33 2
12 36 13
33 50 11
63 44 2
56 2 19
12 31 8
1 18 15
7 57 17
4 44 2
39 13 15
53 48 8
22 35 10
57 17 17
37 18 7
48 6 5
50 23 19
56 16 8
42 54 16
22 53 2
34 2 1
19 46 2
53 30 10
4 12 7
33 21 10
24 12 9
46 53 19
8 11 11
11 44 10
1 64 15
58 63 5
16 49 10
11 18 16
30 37 5
55 48 5
54 47 17
24 57 10
65 58 1
13 6 18
8 5 2
23 55 4
33 8 11
12 56 16
17 29 7
45 32 17
6 32 16
31 51 15
46 58 13
53 64 6
24 44 10
26 42 10
2 54 13
65 60 17
44 28 5
50 59 20
15 46 7
62 40 19
49 38 4
60 28 5
38 24 15
17 64 4
65 43 4
45 8 8
29 1 20
18 42 1
61 28 16
31 22 13
13 46 5
62 46 9
44 47 18
10 33 2
11 39 17
51 42 16
19 1 20
43 62 3
24 9 13
1 7 20
28 26 15
56 38 10
28 20 18
19 34 18
6 13 14
24 13 13
4 9 15
55 29 20
34 52 4
62 15 18
54 13 7
24 7 9
36 10 20
43 60 16
6 15 7
37 40 6
23 53 14
39 22 17
25 46 8
60 34 11
36 16 5
9 27 16
58 13 8
16 4 2
54 45 19
11 34 12
44 18 4
15 33 8
23 62 4
17 9 3
6 64 15
12 23 8
56 46 11
25 5 17
17 14 14
56 48 8
42 25 10
64 21 5
18 32 8
25 32 14
36 54 14
54 51 16
7 4 6
35 59 15
8 56 13
65 36 14
13 56 1
46 59 2
37 19 20
7 50 15
10 42 20
3 17 4
60 19 20
32 62 18
1 39 4
13 31 17
61 25 10
32 45 9
41 52 5
27 3 1
3 54 5
19 47 4
39 43 20
61 53 14
11 20 10
39 41 6
49 16 9
63 42 6
23 46 15
52 65 18
12 40 1
3 12 1
16 27 8
5 15 5
25 1 17
5 41 2
30 24 14
12 59 2
52 48 13
17 50 15
44 65 18
24 38 6
26 15 2
1 33 12
26 2 1
50 15 4
33 7 13
2 65 20
49 35 18
33 16 17
25 40 3
8 13 4
45 35 19
27 21 18
1 53 2
40 56 3
42 46 18
59 2 8
18 28 5
65 24 6
7 39 9
16 21 15
50 6 2
7 3 4
59 9 10
60 38 18
54 39 18
6 1 2
8 26 7
14 1 8
30 21 14
31 10 11
41 65 12
59 57 12
60 44 14
7 51 4
40 58 11
33 9 12
53 15 5
20 28 17
21 29 16
12 57 11
40 51 11
45 59 13
48 33 18
41 48 12
15 37 2
2 53 19
13 41 17
33 4 4
46 62 6
22 48 16
1 43 1
50 13 10
64 15 17
49 48 16
2 11 15
37 57 12
6 62 8
53 59 13
9 41 1
9 20 13
60 32 2
60 48 18
43 31 5
64 62 16
9 21 3
56 59 9
28 1 16
12 53 14
9 61 16
11 6 12
59 53 3
39 20 7
38 35 17
2 35 4
15 24 9
24 21 16
34 28 8
22 29 20
62 25 7
36 53 10
20 30 18
57 61 16
47 11 14
13 36 7
60 6 14
12 27 8
36 26 14
50 35 11
20 32 6
23 36 6
34 12 17
18 24 2
30 61 20
24 2 14
38 30 13
10 55 6
61 26 8
15 58 5
24 51 7
48 32 7
14 20 2
63 3 19
52 42 7
59 1 14
44 32 4
7 15 16
3 13 15
51 1 16
4 65 8
55 14 18
46 14 17
46 37 12
14 56 18
30 43 2
42 4 9
11 9 10
61 9 6
2 10 5
59 16 20
25 6 5
57 51 14
42 27 18
58 56 15
26 3 13
58 1 3
25 4 2
34 62 13
10 21 5
1 14 20
6 34 4
39 15 4
31 6 18
59 10 2
53 10 16
14 47 16
8 58 16
7 58 20
58 64 15
11 46 13
12 63 11
5 14 5
56 43 14
4 57 7
16 64 4
47 8 1
28 65 16
44 11 3
26 43 16
53 61 6
58 9 2
65 11 7
43 26 2
36 22 13
34 10 19
40 1 8
3 58 13
63 17 8
20 11 18
21 11 6
13 55 6
11 25 13
23 60 14
18 38 8
36 18 11
8 17 14
42 37 15
21 59 12
13 8 16
41 36 13
61 10 13
35 26 2
14 31 3
51 48 5
58 65 18
14 59 18
40 6 1
57 36 1
35 40 18
6 30 3
5 43 3
20 10 5
5 58 1
65 59 18
35 31 14
40 36 17
34 6 17
3 46 7
10 12 9
27 8 15
6 55 9
4 15 11
36 13 14
36 55 11
53 51 10
35 62 5
46 42 8
53 27 15
42 32 6
24 42 20
32 4 8
42 41 17
31 11 2
33 27 6
10 26 19
48 16 14
35 51 4
3 56 4
46 31 20
4 17 11
58 60 20
21 20 14
46 35 3
14 63 4
63 16 17
32 1 13
35 58 16
15 23 7
21 41 9
51 31 11
8 50 16
55 22 11
1 48 14
1 26 13
16 9 4
18 3 15
10 23 2
32 17 2
58 42 11
23 32 15
9 59 5
30 29 12
62 39 1
12 50 17
31 52 11
64 8 18
20 17 9
12 58 19
63 28 13
61 41 17
36 4 18
49 3 16
13 24 19
3 22 8
28 62 17
63 34 3
20 34 7
19 29 5
1 37 18
38 40 15
23 44 2
35 5 12
20 42 9
41 51 3
37 46 11
58 14 17
38 13 2
50 52 7
47 9 12
35 43 3
32 65 9
7 60 16
46 9 3
28 13 20
62 23 10
34 38 12
60 2 10
33 38 2
11 4 3
31 38 5
37 34 12
19 42 14
39 32 19
55 11 8
25 48 11
42 52 16
56 62 1
3 30 8
22 9 6
60 41 16
48 13 15
58 37 19
42 62 11
3 26 5
3 51 10
14 35 3
26 45 7
1 5 6
28 52 7
6 51 17
55 1 9
17 7 9
43 15 6
58 62 11
60 4 16
20 61 1
38 52 16
57 3 20
37 36 6
2 26 8
16 28 15
48 43 18
40 42 20
36 45 8
46 5 8
46 25 15
31 62 17
18 55 19
14 26 12
45 21 18
60 3 12
20 25 1
2 51 15
34 50 3
54 41 14
32 30 4
13 50 1
41 50 7
3 18 8
10 18 3
62 35 1
1 24 20
3 27 16
25 58 15
30 3 13
28 42 2
45 26 7
20 35 17
64 32 1
10 14 7
39 14 18
54 38 18
36 20 5
2 24 17
17 43 19
60 1 10
21 39 9
33 12 7
46 12 12
17 40 10
18 1 18
37 45 9
33 45 10
55 10 6
47 22 3
33 46 16
2 60 2
46 15 7
46 4 5
25 2 17
7 16 19
55 39 1
62 19 1
42 39 18
26 44 3
30 54 12
11 5 18
56 8 2
40 63 17
13 4 4
33 55 7
8 4 8
51 59 17
41 40 12
45 34 15
54 12 17
54 4 19
31 2 15
43 7 10
11 52 9
31 8 2
42 29 2
28 23 4
65 31 3
30 34 18
28 53 13
8 1 14
19 44 1
41 54 19
6 53 4
43 19 9
17 28 20
46 49 19
35 6 13
5 26 6
42 58 16
44 61 4
21 19 12
47 63 6
50 12 2
33 10 13
40 49 6
49 20 11
10 38 10
57 52 8
15 65 17
37 16 19
2 62 1
12 45 8
30 27 10
2 12 20
32 21 10
20 5 20
34 64 8
37 11 2
47 46 4
27 16 20
55 5 1
43 21 18
65 30 2
5 64 11
23 34 16
17 20 12
31 39 8
43 3 7
23 41 13
38 47 14
44 52 1
40 31 6
2 31 12
60 51 14
30 53 3
49 24 3
20 27 18
42 17 7
52 60 13
62 34 11
29 37 8
25 24 4
21 9 9
52 63 11
25 12 13
30 55 9
5 55 9
41 60 4
14 32 10
52 47 4
38 45 14
10 1 19
2 30 18
61 59 14
6 11 16
11 1 16
53 60 19
1 29 8
31 21 18
3 65 4
34 20 18
35 52 7
33 47 20
38 58 7
48 58 2
50 40 2
29 14 17
59 36 6
64 36 9
13 39 2
54 20 5
22 58 8
57 22 9
37 3 20
27 32 1
15 19 12
36 51 19
39 9 19
9 22 11
18 30 18
54 32 11
27 59 14
57 40 10
10 29 10
31 44 18
27 64 17
43 51 1
45 27 4
59 63 16
53 23 9
19 30 17
47 44 4
28 2 11
28 55 7
34 13 11
60 63 18
16 57 12
61 46 19
47 38 9
8 25 9
51 30 1
43 57 10
24 11 16
57 26 6
54 23 3
4 16 15
2 63 5
50 36 6
57 62 14
31 17 16
48 4 7
5 47 18
16 5 11
54 10 6
59 28 12
60 25 16
8 38 8
62 3 16
54 52 20
11 56 1
25 8 17
50 4 12
55 47 6
49 11 17
50 26 4
57 65 11
55 2 7
44 55 6
48 15 9
51 65 19
55 38 20
65 29 11
12 11 3
61 36 6
54 35 16
44 38 2
19 12 17
65 56 7
59 45 20
48 23 10
49 54 1
53 57 6
7 20 11
20 23 20
47 18 14
46 65 8
58 54 20
58 41 9
30 65 11
46 18 3
29 28 9
23 51 15
42 9 6
28 11 14
13 3 12
40 32 20
63 60 19
62 45 13
21 32 19
65 40 5
24 1 7
33 28 17
33 22 5
56 53 7
50 24 14
15 29 1
56 55 10
25 13 6
26 63 6
16 44 8
39 44 13
38 29 5
25 23 17
14 30 12
30 58 13
49 46 10
49 7 2
40 22 13
17 60 8
28 17 13
36 44 13
8 53 15
45 4 16
64 54 10
62 61 15
18 33 2
53 31 7
30 50 20
53 63 3
21 3 16
26 50 7
17 19 19
25 37 12
64 55 6
15 32 15
64 53 4
63 20 1
3 47 13
19 2 12
51 19 8
23 12 3
12 37 8
61 12 10
12 43 16
10 32 19
9 51 11
13 28 8
16 47 10
17 55 20
57 48 5
54 2 14
13 15 14
44 58 8
23 15 15
24 43 20
48 37 2
45 43 7
57 56 6
65 13 16
19 17 5
53 25 2
1 60 8
55 33 20
33 60 15
20 12 16
65 61 2
14 28 20
27 46 18
56 33 15
53 46 9
55 42 8
44 10 19
44 6 20
22 40 4
5 11 14
6 38 5
25 30 19
4 19 6
54 9 8
16 54 2
65 33 14
45 29 3
40 20 18
37 6 14
48 21 9
22 15 13
51 46 4
31 37 6
12 2 15
59 38 2
47 20 2
31 24 14
33 53 14
62 57 6
29 31 4
44 59 18
65 19 11
48 38 12
24 18 10
60 42 14
7 64 3
35 29 6
13 25 16
21 64 6
39 29 8
14 23 9
31 57 20
13 54 16
31 64 12
38 6 13
23 4 9
37 28 4
10 58 9
8 23 15
39 38 8
61 11 13
7 42 14
39 42 5
30 35 20
36 17 7
8 44 12
20 38 17
52 43 3
18 14 2
27 22 16
54 40 4
9 8 11
19 51 14
40 26 11
1 6 4
9 25 20
39 55 8
19 7 10
34 14 6
55 41 19
32 14 2
36 24 4
42 44 16
45 19 3
29 23 7
29 22 4
46 29 15
47 7 9
28 54 15
39 18 12
59 13 2
35 39 19
33 37 2
11 2 10
59 8 10
32 44 2
14 36 8
53 37 5
40 53 4
60 43 6
7 46 15
41 34 1
42 57 6
21 33 1
11 41 19
31 63 16
18 58 13
18 50 15
63 51 12
51 27 7
25 56 16
19 14 5
12 25 10
45 55 14
27 31 17
46 64 14
31 27 20
51 33 18
57 60 20
21 6 4
45 57 16
36 42 2
44 19 13
7 49 1
11 13 20
3 7 19
64 20 16
7 45 5
63 52 2
62 60 8
4 46 1
53 38 8
57 47 19
9 63 12
54 61 14
7 37 9
4 33 8
9 13 8
34 53 14
23 42 3
50 33 9
6 65 7
26 5 4
39 53 15
45 63 7
16 52 12
38 28 15
23 17 1
14 18 9
20 15 3
53 1 14
35 64 12
17 63 20
61 35 8
15 13 5
25 9 12
35 63 1
51 13 20
12 65 15
22 36 10
24 20 9
52 41 20
51 23 12
5 20 17
40 35 9
55 8 20
15 1 16
29 3 11
47 12 20
37 64 10
50 9 19
45 65 11
56 28 11
45 37 17
58 31 8
58 2 19
44 63 1
56 63 7
41 3 6
63 15 5
26 7 2
33 40 1
61 18 5
17 10 8
19 3 16
13 2 5
63 27 9
46 21 18
63 25 10
47 57 9
34 54 17
